tconst;primaryTitle;title;frenchTitle;startYear;genres;production_countries;runtimeMinutes;revenue;tagline;overview;id;averageRating;numVotes;actor;actress;director;producer;writer
tt1228987;Let Me In;Let Me In;Laisse-moi entrer;2010;Fantasy, Drama, Mystery, Horror;GB,US;116;24145613.0;Innocence dies. Abby doesn't.;A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.;41402;7.1;130433;Chris Browning, Dylan Kenin, Dylan Minnette, Elias Koteas, Kodi Smit-McPhee, Richard Jenkins, Ritchie Coster;Cara Buono, Chloë Grace Moretz, Sasha Barrese;Matt Reeves;Alexander Yves Brunner, Donna Gigliotti, Guy East, Tobin Armbrust;John Ajvide Lindqvist, Matt Reeves
tt1229381;Outside the Law;Outside the Law;Hors-la-loi;2010;Crime, Action, War, Drama, History;DZ,BE,FR;138;3470487.0;Three brothers. One destiny. Freedom at all costs.;"After losing their family home in Algeria in the 1920s, three brothers and their mother are scattered across the globe. Messaoud joins the French army fighting in Indochina; Abdelkader becomes a leader of the Algerian independence movement in France and Saïd moves to Paris to make his fortune in the shady clubs and boxing halls of Pigalle.";47904;6.6;4195;Assaad Bouab, Bernard Blancan, Jamel Debbouze, Jean-Pierre Lorit, Roschdy Zem, Sami Bouajila, Samir Guesmi, Thibault de Montalembert;Chafia Boudraa, Sabrina Seyvecou;Rachid Bouchareb;Jean Bréhat;Olivier Lorelle, Rachid Bouchareb
tt12295472;Anonymous;Anonymous;Anonymous;2021;Drama;GB,US;96;0.0;;When a seemingly average man is struck with addiction he becomes anything but average. He becomes anonymous.;835955;6.8;35;Derek J. Dugan, Jason Marrow, Lukas Hinch, Philip Wolff, Raashid Hooks, Uché Gabriel Akujobi;Eugenia Low, Karenina Angelique, Parvinder Shergill, Verônica Sarno;Alasdair MacKay;Alasdair MacKay, Ash M. Warren, Juggy Sohal;Alasdair MacKay
tt1230204;A Turtle's Tale: Sammy's Adventures;A Turtle's Tale: Sammy's Adventures;Le voyage extraordinaire de Samy;2010;Adventure, Family, Animation;BE,FR;88;71594792.0;Hatch Me If You Can;A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar.;49953;6.0;8517;Anthony Anderson, Charlie Adler, Ed Begley Jr., Stacy Keach, Tim Curry, Yuri Lowenthal;Jenny McCarthy-Wahlberg, Kathy Griffin, Melanie Griffith, Pat Carroll;Ben Stassen, Mimi Maynard;Ben Stassen, Domonic Paris, Gina Gallo, Mimi Maynard;Ben Stassen, Domonic Paris
tt1230453;Dirty Money - Undercover;Dirty Money: Undercover;Dirty Money - Undercover;2008;Thriller, Drama;CH,CA,FR;110;0.0;;A Swiss policeman infiltrates an international money laundering ring. Based on a true story.;62798;4.3;54;Antoine Basler, Carlos Leal, Jean-François Stévenin, Michel Voïta, Pascal Vincent, Teco Celio;Alexandra Tiedemann, Andréa Ferréol, Caroline Gasser, Uygar Tamer;Dominique Othenin-Girard;André Martin;Julien Sarfati, Thierry Aguila
tt12306926;DAU. Brave People;DAU. Brave People;DAU. Brave People;2020;Drama;GB,DE,RU,UA;153;0.0;;It is 1953, Stalin has just died. It is a troubled and uncertain period for the whole of the Soviet Union, particularly for the state security services. In the Institute, a secret research facility, the scientists continue their theoretical and experimental work. Every night they strain their ears to listen for footsteps in the dark corridors: who have they come for this time? Who has reported on who? Having survived the fear and humiliation of an interrogation, the Head of the Theoretical Department, Andrei Losev, refuses to cooperate with the security services, only to face a new ordeal back in his own home.;693699;5.8;140;Alexei Blinov, Andrey Losev, Dmitry Kaledin, Irina Titova, Pavel Gordienko, Vladimir Yermolenko;Olga Shkabarnya;Aleksey Slusarchuk, Ilya Khrzhanovskiy;;Ilya Khrzhanovskiy
tt12308684;Coming Clean;Coming Clean;Coming Clean;2020;Drama;BR,FR,PE;71;0.0;;"From the heart of the Amazon comes this exclusive LGBTQ+ compilation from emerging Latin American directors from Brazil and Peru. These 5 thought-provoking shorts prove that universal social themes have no borders.  They are: The Last Romantics [Os Últimos Românticos] (2019); Savage Fire [Fogo Selvagem] (2017); My Only Earth Is in the Moon [Minha Única Terra É Na Lua] (2017); Sandra Calling [Sandra Chamando] (2017); Carlito Leaves Forever [Carlito se va para siempre] (2018).";733229;6.2;68;Bruno Marcolongo, Carlito Tirira Meshi, Igor Mo, Ivan Bueno, Lucas Canavarro, Luis Farias, Maurício Barcellos;Gilda Nomacce;Diogo Hayashi, João Cândido Zacharias, Quentin Lazzarotto, Sergio Silva;;Diogo Hayashi, João Cândido Zacharias, Quentin Lazzarotto, Sergio Silva
tt12311620;Breaking;Breaking;Breaking;2022;Thriller, Drama, Crime;GB,US;103;0.0;Based on the true story of one man's demand to be heard.;Desperate for money and running out of options, Marine veteran Brian Brown-Easley holds several people hostage inside a bank, setting the stage for a tense confrontation with police.;801965;6.3;10005;Carmine Giovinazzo, Jeffrey Donovan, John Boyega, Michael Kenneth Williams, Robb Derringer;Connie Britton, London Covington, Nicole Beharie, Olivia Washington, Selenis Leyva;Abi Damaris Corbin;Ashley Levinson, Mackenzie Fargo, Salman Al-Rashid, Sam Frohman;Aaron Gell, Abi Damaris Corbin, Kwame Kwei-Armah
tt1231273;Nucingen House;Nucingen House;Mademoiselle Christine;2008;Horror;FR;94;0.0;;Surreal gothic comedy about a gambler who wins a strange Chilean mansion and takes his frail wife there.;204734;6.0;180;Jean-Marc Barr, Laurent Malet, Luis Mora, Thomas Durand;Anna Sigalevitch, Audrey Marnay, Elsa Zylberstein, Laure de Clermont-Tonnerre, Lolita Chammah, Miriam Heard;Raúl Ruiz;François Margolin;Honoré de Balzac, Raúl Ruiz
tt1231292;Kicks;Kicks;Kicks;2009;Thriller, Drama;GB;82;0.0;;Nicole is an introverted Liverpudlian teenager, all but deserted by her parents, with a mother distractedly working nights and a father who has settled with a new family elsewhere. She spends time hanging around the gates of Anfield and the Melwood training ground, desperate for a glimpse of her idol, the star midfielder Lee Cassidy. She Meets aspirant WAG Jasmine, who is from an affluent family, more glamorous and streetwise, yet the girls' shared adoration to Cassidy lead them to bond instantly. They trawl the city and its nightspots, fantasizing about a time when they might have Lee for themselves, yet when the news breaks that the footballer is a transfer target for Real Madrid, they take drastic action to prevent him leaving.;56323;4.8;251;Derek Hicks, Gary Cargill, Jamie Doyle, Nick Moss;Candy McCullogh, Jordana, Kerrie Hayes, Laura Wallace, Nichola Burley, Sarah Jane Buckley;Lindy Heymann;Andy Stebbing;Leigh Campbell
tt12313444;Lifelines;Lifelines;Si demain;2020;Drama;FR;86;0.0;;Esther receives an anonymous diary, written 20 years ago by a young girl in hospital. The girl’s story resonates deeply with Esther, who is still suffering from a recent break-up. Supported by her best friend Elena, Esther becomes obsessed with finding the diary’s mysterious author and getting to know what became of her. Her investigation turns into a genuine introspective journey for Esther to heal, move on with her past and eventually come back to life.;783568;6.2;51;Arnaud Valois, Maxime Pollet, Maxime Taffanel, Philippe Rolland;Ana Brandão, Angelina Woreth, Julie Moulier, Lucie Debay, Matilde Serrão, Rebecca Jouanneau-Courville;Fabienne Godet;Bertrand Faivre;Claire Mercier, Fabienne Godet, Franck Vassal, Sophie Fillières
tt12313622;DAU. String Theory;DAU. String Theory;DAU. String Theory;2020;Drama;GB,DE,RU,UA;169;0.0;;Nikita Nekrasov is a scientist, a theoretical physicist who studies our world and other possible worlds. He refuses to make a choice between mathematics and physics, between one woman and another, as he ponders the existence of the multi-universe. At scientific conferences, attended by eminent foreign scientists and a rising younger generation of physicists alike, Nekrasov gets carried away debating the beauty of string theory. He attempts to explain to all of his women – Katya, the librarian, Zoya, the scientific secretary, Svetalana, the head of department – about the theory of his own polygamy, and the possibility of having enough feelings to satisfy everyone.;693835;5.5;123;Alexei Blinov, Andrey Losev, Dmitry Kaledin, Nikita Nekrasov, Svetlana Dragayeva, Teodor Currentzis;Yuspina Kateryna, Zoya Popova;Aleksey Slusarchuk, Ilya Khrzhanovskiy;Sergey Adonyev;Ilya Khrzhanovskiy
tt12319706;Cam Girls;Cam Girls;Cam Girls;2021;Romance;GB;85;0.0;;Jenna, Kelly and Ness have all found themselves isolated around lockdown. With little to do around the homes, and a lot of time on their hands, the girls interact with one another discussing their new sexual desires becoming unleashed with their partners via the internet. Diving into the world of BDSM, group and infidelity, will the ladies want to go further with these experimental sexual acts when they leave lockdown?;792237;2.9;452;Aaron Mackenzie, Mark Sears, Richard Kovacs, Stephen Aaron-Sipple;Abi Casson Thompson, Arabella Mayer, Barbara Dabson, Kate Milner Evans, Sara Langley, Sophia Rose Dietrich;Becca Hirani;Becca Hirani;Shannon Holiday
tt12322986;Softie;Softie;Petite nature;2021;Drama;FR;93;0.0;;Ten-year-old Johnny stands out from his family and his tough neighborhood in Eastern France. He's sensitive, intelligent and interested in all kinds of things way beyond his years. With curiosity, he observes the ups and downs of his young single mother's turbulent love life. Things change when a new teacher, fresh from the big city, takes over Johnny's class. Mr. Adamski believes in Johnny and wants to open a new world to him. The sophisticated young teacher also intrigues the boy.;661925;7.1;1449;Abdel Benchendikh, Aliocha Reinert, Antoine Reinartz, Ilario Gallo, Jonathan Zito, Thierry Luddecke;Izïa Higelin, Jade Schwartz, Mélissa Olexa, Romane Esch;Samuel Theis;Caroline Bonmarchand;Gaëlle Macé, Samuel Theis
tt1232776;Fish Tank;Fish Tank;Fish Tank;2009;Drama;NL,GB;123;2404300.0;Live, love and give as good as you get.;Mia is a rebellious teenager on the verge of being kicked out of school. Her hard-partying mother, Joanne, neglects Mia's welfare in favor of her own, and her younger sister hangs out with a much older crowd. Sparks fly between Mia and Connor, Joanne's new boyfriend, and he encourages Mia to pursue her interest in dance. As the boundaries of the relationships become blurred, Mia and Joanne compete for Connor's affection.;24469;7.3;66668;Grant Wild, Michael Fassbender;Carrie-Ann Savill, Charlotte Collins, Katie Jarvis, Kierston Wareing, Kirsty Smith, Rebecca Griffiths, Sarah Bayes, Toyin Ogidi;Andrea Arnold;Kees Kasander, Nick Laws;Andrea Arnold
tt1233227;Saw VI;Saw VI;Saw 6;2009;Thriller, Mystery, Horror;AU,CA,GB,US;90;68234154.0;The game has come full circle.;Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.;22804;6.0;130911;Costas Mandylor, Mark Rolston, Marty Moreau, Peter Outerbridge, Shawn Ahmed;Athena Karkanis, Betsy Russell, Samantha Lemole, Shawnee Smith, Tanedra Howard;Kevin Greutert;Gregg Hoffman, Mark Burg, Oren Koules;Marcus Dunstan, Patrick Melton
tt1233301;Ironclad;Ironclad;Le Sang des Templiers;2011;Adventure, Action, Romance, Drama, History;GB,US;121;5151023.0;Heavy metal goes medieval.;In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.;38543;6.1;44438;Brian Cox, Charles Dance, Derek Jacobi, James Purefoy, Jamie Foreman, Jason Flemyng, Mackenzie Crook, Paul Giamatti, Rhys Parry Jones;Kate Mara;Jonathan English;Andrew J. Curtis, Jonathan English, Rick Benattar;Jonathan English, Stephen McDool
tt1233381;Three Monkeys;Three Monkeys;Les trois singes;2008;Thriller, Drama;TR,IT,FR;109;0.0;;A family battles against the odds to stay together when small lies grow into an extravagant cover-up. In order to avoid hardship and responsibilities that would otherwise be impossible to endure, the family chooses to ignore the truth, not to see, hear or talk about it. But does playing “Three Monkeys” invalidate the truth of its existence?;8905;7.3;23608;Ahmet Rifat Sungar, Cafer Köse, Ercan Kesal, Gürkan Aydin, Yavuz Bingöl;Hatice Aslan;Nuri Bilge Ceylan;Nuri Bilge Ceylan, Zeynep Özbatur Atakan;Ebru Ceylan, Ercan Kesal, Nuri Bilge Ceylan
tt12335692;Last Man Down;Last Man Down;Last Man Down;2021;Thriller, Action, Sci-Fi;SE,GB;87;0.0;They will pay.;After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.;860623;3.5;14240;Daniel Nehme, Daniel Stisen, Michael Billington, Robert Follin, Stanislav Yanevski;Madeleine Vall, Natassia Malthe, Olga Kent, Stephanie Siadatan, Veera Seppälä;Fansu Njie;Daniel Stisen, Fansu Njie;Andreas Vasshaug, Daniel Stisen, Fansu Njie
tt1234542;The Last Flight;The Last Flight;Le dernier vol;2009;Romance, Adventure, Drama;FR;98;0.0;;Aviator Marie Vallières de Beaumont goes on a journey to find her lover Bill Lancaster after his plane disappears in the Sahara. After her plane is forced down in the Ténéré she meets Lieutenant Antoine Chauvet of the French Camel Corps who joins in the hunt for Lancaster. As the two endure hardships in the desert, they begin to develop feelings for each other.;37779;5.4;1286;Frédéric Epaud, Guillaume Canet, Guillaume Marquet, Michaël Vander-Meiren, Mohamed Ixa, Mohamed Kounda, Nabil Imtital, Saïdou Abatcha;Halimata Graille, Marion Cotillard;Karim Dridi;Bénédicte Bellocq, Jean Cottin, Sidonie Dumas;Karim Dridi, Pascal Arnold, Rémi Waterhouse, Sylvain Estibal
tt1234548;The Men Who Stare at Goats;The Men Who Stare at Goats;Les Chèvres du Pentagone;2009;Comedy, War;GB,US;94;68729358.0;No goats. No glory.;A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.;10313;6.2;139904;Ewan McGregor, George Clooney, Glenn Morshower, Jeff Bridges, Kevin Spacey, Nick Offerman, Robert Patrick, Stephen Lang, Stephen Root, Waleed Zuaiter;;Grant Heslov;George Clooney, Grant Heslov, Paul Lister;Jon Ronson, Peter Straughan
tt12350518;DAU. Katya Tanya;DAU. Katya Tanya;DAU. Katya Tanya;2020;Drama;GB,DE,RU,UA;103;0.0;;Katya, a young librarian, believes in love, but her ideals are crushed by reality. After a string of disappointing affairs, Katya finally finds tenderness and understanding in the arms of her colleague, a journalist called Tanya. But then the First Department interferes: the state security services see this relationship as unacceptable for a Soviet woman.;693831;5.8;287;Alexander Emilov, Alexey Trifonov, Andrey Losev, Dmitry Kaledin, Teodor Currentzis;Darya Berezhnitskaya, Olga Shkabarnya, Radmila Shegoleva, Tatyana Polozhiy, Yuspina Kateryna;Ilya Khrzhanovskiy, Jekaterina Oertel;Sergey Adonyev;Ilya Khrzhanovskiy, Jekaterina Oertel
tt1235166;A Prophet;A Prophet;Un prophète;2009;Drama, Crime;FR,IT;155;17873691.0;Escaping the prison of life.;Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.;21575;7.8;104968;Adel Bencherif, Antoine Basler, Foued Nassah, Gilles Cohen, Hichem Yacoubi, Jean-Philippe Ricci, Niels Arestrup, Pierre Leccia, Reda Kateb, Tahar Rahim;;Jacques Audiard;Lauranne Bourrachot, Marco Cherqui, Martine Cassinelli, Pascal Caucheteux;Abdel Raouf Dafri, Jacques Audiard, Nicolas Peufaillit, Thomas Bidegain
tt1235170;The Future;The Future;The Future;2011;Fantasy, Romance, Drama;DE,US,FR,GB;91;0.0;;When a couple decides to adopt a stray cat their perspective on life changes radically, literally altering the course of time and space and testing their faith in each other and themselves.;54662;6.1;9311;Clement von Franckenstein, David Warshofsky, Hamish Linklater, Joe Putterlik;Angela Trimbur, Ella, Isabella Acres, Kathleen Gati, Mary Passeri, Miranda July;Miranda July;Gerhard Meixner, Gina Kwon, Roman Paul;Miranda July
tt1235187;Where Hands Touch;Where Hands Touch;Where Hands Touch;2018;Romance, Drama, War;GB;122;128269.0;;Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.;426618;6.6;6046;George MacKay, Jack Sandle, Ken Bradshaw, Tom Goodman-Hill, Tom Sweet;Abbie Cornish, Amandla Stenberg, Janet Amsden, Lucy Russell, Natasha Little;Amma Asante;Charlie Hanson;Amma Asante
tt1235404;31 North 62 East;31 North 62 East;31 North 62 East;2009;Thriller;GB;105;0.0;Too Close To The Truth;A psychological thriller about how an elite SAS unit's position is revealed by the British Prime Minister to ensure an arms deal goes ahead and to secure his re-election.;58781;4.3;409;Adrian Goulder, Chris Goulder, George Calil, John Rhys-Davies, Kulvinder Ghir, Lee Godfrey;Aurélie Bargème, Heather Peace, Marina Sirtis, Nathalia Ramos;Tristan Loraine;Tristan Loraine;Leofwine Loraine, Tristan Loraine
tt1235536;Lucky Luke;Lucky Luke;Lucky Luke;2009;Comedy, Adventure, Western;AR,FR;103;17854472.0;;Fearless gunslinger, Lucky Luke, is ordered by the President to bring peace to Daisy Town.;35026;4.7;4632;André Oumansky, Daniel Prévost, Gabriel Corrado, Jean Dujardin, Jean-François Balmer, Melvil Poupaud, Michaël Youn, Pompeyo Audivert;Alexandra Lamy, Sylvie Testud;James Huth;Saïd Ben Saïd, Yves Marmion;James Huth, Jean Dujardin, René Goscinny, Sonja Shillito
tt1235552;À l'aventure;À l'aventure;À l'aventure;2008;Fantasy, Romance, Drama;FR;104;0.0;;Fed up with her present lifestyle, and more particularly sexually unsatisfied by her boyfriend Fred, Sandrine decides to find a new way in life. Intrigued by her friend Sophie, who tells her about her sexual experimentations, she will find, through various encounters, new pleasures and new experiences, whether physical or spiritual.;64124;5.4;2422;Arnaud Binard, Etienne Chicot, Frédéric Aspisi, Jocelyn Quivrin;Carole Brana, Estelle Galarme, Lise Bellynck, Michèle Larue, Nadia Chibani;Jean-Claude Brisseau;Frédéric Niedermayer, Nicolas Brigaud-Robert;Jean-Claude Brisseau
tt1235830;Chico & Rita;Chico & Rita;Chico et Rita;2009;Music, Animation, Crime, Romance, Drama;ES,GB;94;0.0;;Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and torment.;63498;7.2;9881;Eman Xor Oña, Jon Adams, Ken Forman, Mario Guerra, Ray Gillon, Renny Arozarena, Rigoberto Ferrera;Blanca Rosa Blanco, Jackie de la Nuez, Limara Meneses;Fernando Trueba, Javier Mariscal, Tono Errando;Cristina Huete, Martin Pope, Michael Rose, Santi Errando;Fernando Trueba, Ignacio Martínez de Pisón
tt1235842;The Fish Child;The Fish Child;El niño pez;2009;Romance, Thriller, Drama, Crime;AR,FR,PY,ES;96;0.0;;A desperate love story between two young girls of extremely different social backgrounds who, unable to find a place for their love in the world they live in, are pushed to commit a crime.;26864;5.8;2443;Arnaldo André, Carlos Bardem, Diego Velázquez, Julián Doregger, Pep Munné;Ailín Salas, Inés Efron, Mariela Vitale, Paloma Contreras, Sandra Guida;Lucía Puenzo;José María Morales, Luis Puenzo;Lucía Puenzo
tt1235848;The Day God Walked Away;The Day God Walked Away;Rwanda April 7, 1994;2009;Drama;BE,FR;100;0.0;;Film offers a new take on the Rwandan genocide, through the first person experience of one woman as the horror descends.;48137;6.2;319;Afazali Dewaele, Aphrodice Tuyizere, Emmanuel Kayitaba, Pacifique Niyotwizera, Pierrick Le Pochat;Juliette Nsengiyumya, Lola Tuyaerts, Lætitia Reva, Mariam Mupenzi, Nirere Shanel;Philippe Van Leeuw;Patrick Quinet, Toussaint Tiendrebeogo;Philippe Van Leeuw
tt1235853;In Your Hands;In Your Hands;Sous ton emprise;2010;Drama;FR;81;0.0;;Stockholm Syndrome.  Feelings arise between a young kidnapper and his victim, a woman surgeon. He seeks revenge for a medical accident that prevents him from living peacefully and decides to kidnapp the woman he holds responsible. When the latter manage to escape, she can't stop to meet her kidnapper again, for reasons of love and of vengeance.;57387;5.4;833;Jean-Louis Tribes, Jean-Philippe Écoffey, Laurent Cyr, Olivier Galliano, Pio Marmaï;Kristin Scott Thomas, Marie-Christine Orry, Marie-Sohna Condé, Sophie Fougère, Vinciane Millereau;Lola Doillon;Saga Blanchard;Lola Doillon
tt1236182;Ashes and Blood;Ashes and Blood;Cendres et sang;2009;, Drama;FR,RO,PT;105;0.0;;Exiled from her country since her husband's murder ten years earlier, Judith lives in Marseille with her three children. After having refused to see her family for years, Judith, in spite of her fears and secrets, allows herself to be influenced by her children's wishes and accepts an invitation to their cousin's wedding. They set off to spend a summer in the old country, discovering their roots and their past. But Judith's return revives old hatreds between rival clans. The spiral of violence is inexorably set in motion, blood will tell...;61835;5.9;189;Abraham Belaga, Andrei Aradits, Ion Besoiu, Marc Ruchmann, Razvan Vasilescu, Tudor Istodor;Claire Bouanich, Madalina Constantin, Olga Tudorache, Ronit Elkabetz;Fanny Ardant;Paulo Branco, Tudor Giurgiu;Fanny Ardant, Ismail Kadare
tt1236250;Gigola;Gigola;Gigola;2010;Drama;FR;102;0.0;Player of men. Seducer of women.;George, a charismatic and adventurous young woman, born from an old, catholic family, falls in love, in her teens, with a female teacher named Sybil. Devastated by her lover's eventual suicide, some years later, George embarks on an exciting and reckless journey to the depths of Pigalle's nightlife, circa 1960. After an encounter with a very wealthy, still attractive, but older woman, Odete, who offers her money and gifts in return for sexual favours, George becomes Gigola, a kind of gigolo for women only.;61769;5.1;458;Eduardo Noriega, Thierry Lhermitte;Ana Padrão, Arly Jover, Lou Doillon, Marie Kremer, Marisa Berenson, Marisa Paredes, Rossy de Palma, Virginie Pradal;Laure Charpentier;Denise Petitdidier;Laure Charpentier
tt12370412;Day 11: Nora and Son;DAU. Nora Son;Day 11: Nora and Son;2020;Drama;GB,DE,RU,UA;88;0.0;;Alienated from the rest of the scientific Institute in which they live, a lonely housewife and her teenage son break the ultimate taboo, with only their submissive maid to bear witness.;693845;6.3;45;Nikolay Voronov;Anna Volkova, Radmila Shegoleva;Ilya Khrzhanovskiy, Jekaterina Oertel;;
tt12381206;Once Upon a Time in Calcutta;Once Upon a Time in Calcutta;Once Upon a Time in Calcutta;2021;Drama;FR,IN,NO;140;0.0;;Just when the people of an expanding Calcutta feel their dreams might be fulfilled, they hear the sound of things falling.;720035;6.8;174;Anirban Chakrabarti, Arindam Ghosh, Bratya Basu, Deepak Soni, Satrajit Sarkar, Shah Alam Qureshi, Shayak Roy;Rikita Nandini Shimu, Sreelekha Mitra;Aditya Vikram Sengupta;Anshulika Dubey, Catherine Dussart, Jonaki Bhattacharya, Priyanka Agarwal;Aditya Vikram Sengupta
tt1238291;Five Minutes of Heaven;Five Minutes of Heaven;Five Minutes of Heaven;2009;Thriller, Drama, Crime;IE,GB,US;89;364355.0;To face the future, they must face the past.;The story of former UVF member Alistair Little. Twenty-five years after Little killed Joe Griffen's brother, the media arrange an auspicious meeting between the two.;16759;6.5;13428;Conor MacNeill, Diarmuid Noyes, James Nesbitt, Kevin O'Neill, Liam Neeson, Mark Ryder, Mathew McElhinney, Paul Garrett;Anamaria Marinca, Niamh Cusack;Oliver Hirschbiegel;Eoin O'Callaghan, Stephen Wright;Guy Hibbert
tt12390388;Matadero;Matadero;Matadero;2022;Thriller, Drama, Mystery, Horror;AR,ES,FR;106;0.0;;An American filmmaker arrives in the Argentinian pampa to film Matadero: a founding narrative of class struggle where a group of laborers slaughter their bosses like cattle. It is 1974, the violent persecution of the left has just begun in Argentina, and the young actors in the film are on the verge of taking a leap into full time clandestine militancy.;840789;5.6;78;David Szechtman, Gustavo Javier Rodríguez, Hernán Sevilla, Julio Perillán, Rafael Federman;Ailín Salas, Ernestina Gatti, Lina Gorbaneva, Malena Villa;Santiago Fillol;Andrea Queralt, Antonio Pita, Fernando Molnar;Edgadro Dobry, Lucas Vermal, Santiago Fillol
tt1239285;Around a Small Mountain;Around a Small Mountain;36 vues du Pic St-Loup;2009;Comedy, Romance, Drama;FR,IT;84;0.0;;Vittorio stops to help Kate when her car breaks down on a mountain road. When they meet again,  Vittorio discovers that Kate has rejoined a circus after a long time away. He begins to learn about the troupe's buried past and Kate's connection to it, while experiencing the magic of the circus.;59947;6.0;793;André Marcon, Jacques Bonnaffé, Mikaël Gaspar, Sergio Castellitto, Stéphane Laisné, Tintin Orsoni;Hélène de Vallombreuse, Jane Birkin, Julie-Marie Parmentier, Vimala Pons;Jacques Rivette;Martine Marignac, Maurice Tinchant;Christine Laurent, Jacques Rivette, Pascal Bonitzer, Sergio Castellitto
tt12393472;Boys on Film 20: Heaven Can Wait;Boys On Film 20: Heaven Can Wait;Boys on Film 20: Heaven Can Wait;2020;ScienceFiction, Animation, Comedy, Romance, Drama;GB;146;0.0;;"On the cusp of adulthood, the world's longest running gay short film series is only getting started. Boys On Film 20: Heaven Can Wait includes eleven complete films: Bassem Ben Brahim's animated ""Chromophobia""; Jimi Vall Peterson's ""Sleepover"" starring Hjalmar Hardestam and Simon Eriksson; Mickey Jones's ""Just Me"" starring Philip Olivier and Carl Loughlin; Matthew Jacobs Morgan's ""Mine"" starring Joshua McGuire and John Macmillan; Dale John Allen's ""Don't Blame Jack"" starring Jordan Tweddle and Kane Surry; Timothy Ryan Hickernell's ""Foreign Lovers"" co-starring Lucio Nieto; Layke Anderson's ""Mankind"" starring Ricky Nixon and Alexis Gregory; Christopher Manning's ""Isha"" starring Horia Săvescu and Dario Coates; Jay Russell's ""ruok"" starring Peter Mark Kendall, Zachary Booth, and Sydney James Harcourt; Chintis Lundgren's animated ""Manivald""; and Zoe McIntosh's ""The World In Your Window"" starring Joe Folau and David Lolofakangalo Rounds.";708036;6.5;91;Dario Coates, Hori Ahipene, Joshua Cruz, Sam Adamson, Simon Eriksson, Trevor Boris, Tyrone Benskin, Zachary Booth;France Castel, Teresa Fa'alogo;Bassem Ben Brahim, Dale John Allen, Layke Anderson, Timothy Ryan Hickernell;;
tt1239429;Carré blanc;Carré Blanc;Carré blanc;2011;Drama;BE,FR,LU;77;0.0;;"Philippe lives in a world controlled by a caste system. Those who play the ""game"" correctly become higher and more powerful. Phillipe plays the game well but his wife wants him to return to reality. Its a love story after marriage.";84227;5.8;407;Carlos Leal, Dominique Paturel, Jean-Pierre Andréani, Majid Hives, Sami Bouajila;Adèle Exarchopoulos, Fejria Deliba, Julie Gayet, Valérie Bodson, Viviana Aliberti;Jean-Baptiste Léonetti;Benjamin Mamou, Donato Rotunno, Eric Tavitian, Jean-Baptiste Léonetti;Jean-Baptiste Léonetti
tt1239438;Française;Française;Française;2008;Drama;FR,MA;84;0.0;;;10286;6.3;148;Ikrame Akaarour, Karim Debray, Mohcine Nadifi, Mourad Zaoui, Salim Gharbi;Amal Ayouch, Fatima Herandi Raouya, Hafsia Herzi, Narjisse Dubois, Sofia Alami Hamdouri;Souad El-Bouhati;Jean-David Lefebvre;Souad El-Bouhati
