tconst;primaryTitle;title;frenchTitle;startYear;genres;production_countries;runtimeMinutes;revenue;tagline;overview;id;averageRating;numVotes;actor;actress;director;producer;writer
tt0057634;The V.I.P.s;The V.I.P.s;Hôtel international;1963;Drama;GB;119;0.0;"THIS IS THE STORY OF ONE DRAMATIC, DEVASTATING NIGHT ...in the glamorous private world of the very rich, the very famous, the very beautiful, the very powerful ...the ""Very Important Persons""!";Wealthy passengers fogged in at London's Heathrow Airport fight to survive a variety of personal trials.;37222;6.3;4436;Dennis Price, Louis Jourdan, Orson Welles, Richard Burton, Rod Taylor;Elizabeth Taylor, Elsa Martinelli, Linda Christian, Maggie Smith, Margaret Rutherford;Anthony Asquith;Anatole de Grunwald;Terence Rattigan
tt0057652;The Victors;The Victors;Les vainqueurs;1963;Drama, War;GB,US;175;0.0;A Shattering Entertainment Experience!;Intercutting dramatic vignettes with newsreel footage, the story follows the characters from an infantry squad as they make their way from Sicily to Germany during the end of World War II.;3012;6.9;1871;Albert Finney, George Hamilton, George Peppard, Maurice Ronet, Vince Edwards;Elke Sommer, Jeanne Moreau, Melina Mercouri, Romy Schneider, Rosanna Schiaffino;Carl Foreman;Carl Foreman;Alexander Baron, Carl Foreman
tt0057718;Der Zinker;The Squeaker;L'énigme du serpent noir;1963;Mystery, Crime, Horror;FR,DE;93;0.0;;Scotland Yard investigates a series of murders where the victims have died by snake venom poisoning.;1663;6.2;1080;Albert Bessler, Günter Pfitzmann, Heinz Drache, Jan Hendriks, Siegfried Schürenberg, Siegfried Wischnewski, Wolfgang Wahl;Agnes Windeck, Barbara Rütting, Inge Langen;Alfred Vohrer;Horst Wendlandt, Preben Philipsen;Edgar Wallace, Harald G. Petersson
tt0057811;633 Squadron;633 Squadron;Mission 633;1964;Drama, War, History;GB,US;102;0.0;The greatest adventure since men fought on earth - or flew over it!;When Norwegian resistance leader Lieutenant Erik Bergman reports the location of a German V-2 rocket fuel plant, the Royal Air Force's 633 Squadron is assigned the mission to destroy it. The plant is in a seemingly-impregnable location beneath an overhanging cliff at the end of a long, narrow fjord lined with anti-aircraft guns. The only way to destroy the plant is by collapsing the cliff on top of it.;15925;6.4;4771;Angus Lennie, Cliff Robertson, Donald Houston, George Chakiris, Harry Andrews, John Bonney, John Meillon, Michael Goodliffe, Scot Finch;Maria Perschy;Walter Grauman;Cecil F. Ford;Frederick E. Smith, Howard Koch, James Clavell
tt0057813;The 7th Dawn;The 7th Dawn;La 7ème Aube;1964;Adventure, Drama, War;GB;123;0.0;;Political and personal intrigues surround a group of characters in Malaya, after the close of the Second World War.;85763;6.4;1229;Allan Cuthbertson, Hussein Abu Hassan, Maurice Denham, Michael Goodliffe, Sydney Tafler, Tetsurô Tanba, William Holden;Beulah Quo, Capucine, Susannah York;Lewis Gilbert;;Karl Tunberg, Michael Keon
tt0057842;This Special Friendship;This Special Friendship;Les amitiés particulières;1964;Romance, Drama;FR;99;0.0;What Was Their Guilt?;A tale of the tender relationship between a twelve-year-old boy and the fourteen-year-old upperclassman who is the object of his desire, all set within the rigid atmosphere of a Jesuit-run school.;66956;7.7;3198;Didier Haudepin, Dominique Diamant, Dominique Maurin, Francis Lacombrade, François Leccia, Gérard Chambre, Henri Coutet, Louis Seigner, Lucien Nat, Michel Bouquet;;Jean Delannoy;Christine Gouze-Rénal;Jean Aurenche, Pierre Bost, Roger Peyrefitte
tt0057846;Angélique;Angelique;Angélique, marquise des anges;1964;Romance, Adventure, Drama, History;FR,IT,DE;115;0.0;The Marquise of the Angels;In 17th-century France, beautiful country maiden Angélique marries wealthy neighbor Jeoffray de Peyrac out of convenience, but eventually, she falls in love with him. So when Jeoffray is arrested and then vanishes, she bravely sets out to find him. This is the first of many dramas based on Anne and Serge Golon's novels about strong-willed Angélique and her adventures during the reign of Louis XIV, the Sun King.;44450;6.7;3148;Bernard Woringer, Charles Regnier, Claude Giraud, Giuliano Gemma, Jacques Toja, Jean Rochefort, Jean Topart, Robert Hossein;Madeleine Lebeau, Michèle Mercier;Bernard Borderie;Francis Cosne;Anne Golon, Bernard Borderie, Claude Brulé, Serge Golon
tt0057869;Band of Outsiders;Band of Outsiders;Bande à part;1964;Comedy, Romance, Drama, Crime;FR;95;182857.0;"A Who-Dunit, Who's Got-It, Where-Is-It-Now Wild One From That ""Breathless"" director Jean-Luc Godard!";Cinephile slackers Franz and Arthur spend their days mimicking the antiheroes of Hollywood noirs and Westerns while pursuing the lovely Odile. The misfit trio upends convention at every turn, be it through choreographed dances in cafés or frolicsome romps through the Louvre. Eventually, their romantic view of outlaws pushes them to plan their own heist, but their inexperience may send them out in a blaze of glory -- which could be just what they want.;8073;7.6;28041;Claude Brasseur, Ernest Menzer, Georges Staquet, Jean-Claude Rémoleux, Michel Delahaye, Sami Frey;Anna Karina, Chantal Darget, Danièle Girard, Louisa Colpeyn;Jean-Luc Godard;;Dolores Hitchens
tt0057870;The Great Spy Chase;The Great Spy Chase;Les Barbouzes;1964;Comedy, Thriller, Action, Mystery;FR,IT;84;0.0;;A cold-war spy parody. After the death of an armaments manufacturer, an international group of spies is drawn into a high-stakes battle of wits to obtain the valuable military patents which have been inherited by the lovely widow.;31270;6.8;2079;André Weber, Bernard Blier, Francis Blanche, Jacques Balutin, Jess Hahn, Lino Ventura, Louis Arbessier;Françoise Giret, Mireille Darc, Violette Marceau;Georges Lautner;Jean Mottet, Robert Sussfeld;Albert Simonin, Michel Audiard
tt0057918;Carry on Cleo;Carry On Cleo;Arrête ton char Cléo;1964;Comedy, Adventure, Romance;GB;92;0.0;The Funniest Film Since 54 B.C.;Two Brits—inventor Hengist Pod, and Horse, a brave and cunning fighter—are captured and enslaved by invading Romans and taken to Rome. One of their first encounters in Rome leaves Hengist being mistaken for a fighter, and gets drafted into the Royal Guard to protect Cleopatra.;5066;6.7;5257;Charles Hawtrey, Jim Dale, Kenneth Connor, Kenneth Williams, Sidney James, Victor Maddern;Amanda Barrie, Joan Sims, Julie Stevens, Sheila Hancock;Gerald Thomas;Peter Rogers;Talbot Rothwell, William Shakespeare
tt0057920;Carry on Spying;Carry On Spying;Agent secret 00.0H contre docteur Crow;1964;Comedy;GB;87;0.0;Cloak And Dagger Operations Exposed. Secret Agent Charlie Bind O.O.O.H! Takes The Lid Off The Funniest Spy Story Of The Year!;Carry On favourite Barbara Windsor makes her debut in this outrageous send-up of the James Bond movies. Fearless agent Desmond Simpkins and Charlie Bind, aided and abetted by the comely Agent Honeybutt and Agent Crump, battle against the evil powers of international bad guys STENCH and their three cronies.;32109;6.2;3268;Bernard Cribbins, Charles Hawtrey, Eric Barker, Eric Pohlmann, Jim Dale, Kenneth Williams, Richard Wattis, Victor Maddern;Barbara Windsor, Dilys Laye;Gerald Thomas;Peter Rogers;Sid Colin, Talbot Rothwell
