frenchTitle;genres;averageRating;numVotes;decade
Easter Bunny Massacre: The Bloody Trail;Horror;3.0;206;2020
Crocodile Swarm;Horror;2.7;242;2020
Jurassic Triangle;Adventure, Horror, Sci-Fi;2.4;284;2020
20 ans d'écart;Comedy, Romance;6.3;12674;2010
Fifi Languille;Comedy, Romance, Drama;6.6;492;2020
Sharqiya;Drama;6.6;73;2010
Bachelor Games;Comedy, Adventure, Action, Horror;4.3;553;2010
Un hiver en été;Drama;4.6;147;2020
Hawa;Comedy, Drama, Family;5.2;480;2020
Une promesse;Romance, Drama;5.7;4642;2010
La tour de guet;Drama;7.1;2968;2010
Addict;Thriller, Drama, Horror;6.6;17;2010
Into the Woods;Comedy, Musical, Music;7.9;155;2010
Un moment d'égarement;Comedy, Romance, Drama;6.2;10970;2010
Viking: Blood Lust;Action;3.8;335;2020
Viking: Battle of Heirs;Action;1.8;210;2020
Cartel;Thriller, Adventure, Crime, Action, Drama;5.4;107899;2010
Welcome to the Jungle;Comedy, Adventure, Action;4.9;14337;2010
Hammer of the Gods;History, Adventure, Action, Horror;4.5;8351;2010
Do Not Disturb;Comedy, Romance, Drama;4.9;801;2010
The Teacher;, Thriller, Drama, War;7.9;608;2020
À moi seule;Romance, Drama;6.1;385;2010
Il était temps;Comedy, Romance, Drama, Fantasy;7.8;412526;2010
Le paradis des bêtes;Comedy, Drama;5.9;137;2010
Visions;Thriller, Drama, Mystery;5.3;1243;2020
Le Cauchemar de Peter Pan;Thriller, Mystery, Horror;5.0;2401;2020
L'école est à nous;Comedy;6.3;213;2020
Reste un peu;Comedy;5.9;485;2020
L'Enfant du paradis;Drama;6.3;40;2020
L'Étoile filante;Comedy, Drama, Crime, Mystery;5.6;297;2020
Flo;History, Drama, Sport, Biography;6.0;255;2020
Les petits princes;Comedy, Drama;6.4;351;2010
Il pleut dans la maison;Comedy, Drama;6.0;304;2020
Une part manquante;Drama;6.7;292;2020
La Colline Parfumée;Romance, Drama;5.2;566;2020
Ton Noël ou le mien ?;Comedy, Romance;6.4;11025;2020
Seven Lucky Gods;Thriller, Drama;5.0;273;2010
Le cours de la vie;Comedy, Drama;5.6;167;2020
Alam;Drama;6.9;257;2020
Nénette;Comedy, Drama;5.5;308;2010
Dinner with My Sisters;, Drama;3.0;29;2010
Terroir;Thriller, Drama, Mystery;7.1;60;2010
Silver et le livre des rêves;Fantasy, Romance, Drama;5.5;2906;2020
La guerre des Lulus;Adventure, Drama, Family, History;6.1;324;2020
Hénaut président;Comedy;4.6;37;2010
Alceste à bicyclette;Comedy, Drama;6.6;3225;2010
Eyjafjallajökull;Comedy;5.6;4536;2010
La grande pétanque;Comedy, Sport;5.3;651;2010
La route d'Istanbul;Thriller, Drama;6.2;230;2010
Les engagés;Drama;5.5;113;2020
Vanishing Waves;Romance, Thriller, ScienceFiction, Sci-Fi;5.9;2908;2010
Montana;Thriller, Drama, Action, Crime;5.5;1585;2010
Agon;Drama, Crime;6.1;228;2010
Transcendance;Thriller, ScienceFiction, Mystery, Drama, Sci-Fi;6.2;243080;2010
Mince alors!;Comedy;5.4;1035;2010
Jimmy P. (Psychothérapie d'un Indien des Plaines);Thriller, Drama, Biography;6.1;3202;2010
Silent Night, Bloody Night: The Homecoming;Horror;3.0;522;2010
Thomas & Friends: Blue Mountain Mystery;Adventure, Family, Animation;6.5;407;2010
Ma bonne étoile;Drama;5.9;299;2010
Espoir voyage;Unknown, Documentary;6.7;17;2010
Half of a Yellow Sun;Romance, Drama;6.1;2221;2010
From Beneath;Thriller, Horror;2.8;967;2010
Paulette;Comedy, Crime;6.6;7858;2010
The Amityville Asylum;Horror;2.6;1525;2010
The Sky in Bloom;Thriller, Drama, Crime;5.7;132;2010
L'Hiver intérieur;Romance, Drama, War;7.2;42;2020
Plus fort que les bombes;Drama;6.6;14581;2010
Cendres glorieuses;Romance, Drama;7.0;349;2020
This Is What I Remember;Drama;6.3;36;2020
Closed Circuit;Thriller, Drama, Crime, Mystery;6.2;23813;2010
Disco Boy;Drama, War;6.3;1734;2020
Stéphane;Comedy, Thriller;6.4;161;2020
Chevalier Noir;Drama;5.6;192;2020
Angry Nazi Zombies;War, Horror;2.6;338;2010
Shanghai Belle;Drama;5.1;97;2010
Three Blind Mice;Horror;3.0;382;2020
Connected;Comedy, , Romance;7.4;17;2010
Kenneth;Comedy, Drama, Fantasy;7.5;99;2010
The Good Man;Drama;6.8;78;2010
Une famille respectable;Drama;6.5;566;2010
Pandemonium;Horror;5.2;1070;2020
La nuit du verre d'eau;Romance, Drama;6.5;150;2020
Le marchand de sable;Drama;6.2;138;2020
This Is Christmas;Comedy, Romance, Drama, TVMovie;7.0;3802;2020
A Long Way from Home;Romance, Drama;5.4;319;2010
Melaza;Drama;6.6;139;2010
Avant l'hiver;Drama;6.2;2224;2010
Calvary;Drama, Crime, Mystery;7.4;66334;2010
Suicide or Lulu and Me in a World Made for Two;Comedy, ScienceFiction, Drama, Sci-Fi;7.1;26;2010
Duo d'escrocs;Comedy, Romance, Drama;5.7;16417;2010
Bob the Builder: Big Dino Dig;Animation;5.6;44;2010
Un Château en Italie;Comedy, Drama;5.7;1285;2010
King George VI: The Man Behind the King's Speech;Documentary, History, Biography;6.7;171;2010
Ernest et Célestine: Le voyage en Charabïe;Comedy, Adventure, Family, Animation;7.0;971;2020
Rebecca;Romance, Thriller, Drama, Mystery;6.0;48571;2020
Les Âmes silencieuses;Thriller, Mystery, Horror;5.1;21715;2010
Pattie et la colère de Poséidon;Animation, Adventure, Family, Comedy, Fantasy;5.8;1034;2020
Come to My Voice;Drama;6.8;382;2010
The Watcher Self;Thriller, Drama, Mystery, Horror;4.7;107;2010
L'Excessive Tendresse Que J'ai pour Vous;Drama, History, Biography;6.2;248;2020
White Bird;Thriller, Drama, Mystery;6.4;30725;2010
Jolene: The Indie Folk Star Movie;Comedy, Romance;5.0;155;2010
Exorcist Chronicles;Horror;2.2;189;2010
Nouveau départ;Comedy, Romance;5.7;493;2020
Valérian et la Cité des mille planètes;Fantasy, Adventure, ScienceFiction, Action;6.4;204133;2010
L'enfant Du Sahara;Drama;6.6;76;2010
Rue des mauvais garçons;Romance, Drama;5.9;1206;2010
Kinds of Kindness;Comedy, Drama, Horror;6.5;59978;2020
Outpost: Rise of the Spetsnaz;ScienceFiction, Action, Horror, Sci-Fi;5.0;2589;2010
Riot;Crime;4.7;644;2010
Ibiza Dark;Romance, Thriller, Drama;8.4;18;2020
Au bout du conte;Comedy, Romance, Drama;5.8;1481;2010
Madame Solario;Drama;5.4;78;2010
Landes;Drama;6.0;124;2010
Horsehead;Fantasy, Mystery, Horror;4.8;1999;2010
South of Sanity;Horror;5.3;95;2010
Swung;Comedy, Romance, Drama;4.7;1350;2010
Love Never Dies;Music, Musical, Romance, Drama;6.6;3238;2010
Mariage à l'anglaise;Comedy, Romance;5.7;40094;2010
Ma Meilleure Amie;Comedy, Romance, Drama;6.8;20340;2010
La Blessure;Adventure, Drama, History;6.3;8217;2010
Weaverfish;Romance, ScienceFiction, Drama, Horror;4.2;299;2010
Holidays at the Ranch;Romance, Family;3.0;144;2020
Le retour;Drama;6.2;323;2020
Pauline détective;Comedy, Crime, Mystery;5.6;488;2010
The Winter;Fantasy, Drama, Mystery;7.3;99;2010
Across the River;Comedy, Romance, Drama;6.9;51;2010
Départ;Romance, Drama, Family;6.6;2984;2010
Forgiven;Thriller, Drama;6.0;3122;2010
Comme une louve;Drama;5.7;31;2020
The Hunted;Thriller, Horror;5.1;374;2020
Hooligans at War: North vs. South;War, Drama, Crime, Action;2.3;492;2010
La Dune;Drama;6.9;285;2010
Chez nous c'est trois!;Comedy, Romance, Drama;5.4;85;2010
Les Inoubliables;Thriller, Drama;6.0;105;2010
Les algues vertes;Thriller, Drama;6.6;639;2020
Camille redouble;Comedy, Romance, Drama;6.3;3040;2010
Adriana Lecouvreur;Romance, Musical, Drama, Music;7.4;22;2010
Les adorés;Drama;4.1;637;2010
Au-delà des collines;Romance, Drama;7.5;13510;2010
Pictures of Lily;Comedy, Romance, Drama;7.0;84;2010
Ballerina;Comedy, Adventure, Family, Animation;6.8;25599;2010
Black Sea;Thriller, Adventure, Drama;6.4;42280;2010
La rouge et la noire;Drama, Crime;6.0;38;2010
Spidarlings;Music, Thriller, Horror, Musical, Comedy;4.0;252;2010
Sunset Song;Drama;6.4;4170;2010
Tout en haut du monde;Adventure, Drama, Family, Animation;7.2;4140;2010
Convenience;Comedy, Action;5.9;1014;2010
Suspension of Disbelief;Thriller;4.2;692;2010
Blaze of Gory;Horror;3.3;667;2010
Mystère à Venise;Drama, Mystery, Crime, Horror;6.5;131524;2020
The Damned: Night of a Thousand Vampires;Music, Horror;8.3;8;2020
Hedda Gabler;Romance, Drama;4.6;128;2010
Forsaken, retour à Fowler City;Western, Drama, Action;6.4;14548;2010
Bowling;Comedy;5.0;541;2010
Hellboy;Fantasy, Adventure, Action, Horror;5.3;104504;2010
Benny Loves Killing;Drama;6.8;117;2010
Redirected;Comedy, Thriller, Action, Crime;6.4;34782;2010
Du Vent dans mes mollets;Comedy, Drama, Family;6.7;1107;2010
Les Profs;Comedy;5.2;4352;2010
The Other Widow;Drama;7.0;69;2020
La vie d'Adèle;Romance, Drama;7.7;168744;2010
Definition of Fear;Horror;3.7;309;2010
Photo;Drama;5.2;88;2010
Réussir sa vie;Comedy, Drama;5.5;78;2010
Trapped;Horror;3.4;89;2010
Encore Quelques Instants de Bonheur;Comedy, Romance, Drama;5.4;76;2020
Haunted 2: Apparitions;Drama, Horror;2.2;288;2010
Opération Muppets;Comedy, Adventure, Crime, Family;6.4;38202;2010
Bruno & Earlene Go to Vegas;Romance, Adventure, Drama, Western;5.2;156;2010
Psychotic;Thriller, Action, Horror;2.6;193;2010
Les Kaïra;Comedy;5.4;1792;2010
The Land of hope;Drama, Sci-Fi;6.5;1296;2010
Last Flight to Abuja;Unknown, Action;4.4;394;2010
Sammy 2;Adventure, Family, Animation;5.6;2660;2010
How to Have Sex;Drama;6.5;20228;2020
The Fitzroy;Comedy, ScienceFiction, Sci-Fi;4.7;466;2010
Un beau dimanche;Drama;6.3;998;2010
Elle s'en va;Comedy, Drama;6.4;2658;2010
Arrêtez-moi;Thriller, Drama, Mystery;5.6;584;2010
Alaska;Romance, Drama;6.7;2362;2010
Devil's Tower;Horror;3.4;788;2010
Northmen: Les Derniers Vikings;Adventure, Drama, Action, History;5.4;10995;2010
The Rise and Fall of a White Collar Hooligan 2;Thriller, Crime;4.6;654;2010
The Arbiter;Drama;5.8;147;2010
Vive la France;Comedy;5.7;4530;2010
The Big Steppers Tour: Live from Paris;Music, Documentary;8.5;503;2020
In a World...;Comedy;6.6;33449;2010
Un p'tit gars de Ménilmontant;Thriller, Drama, Crime;5.7;208;2010
Un enfant de toi;Romance, Drama, Comedy, Family;5.0;75;2010
Des sentiments contradictoires;Comedy, Romance, Drama;5.4;1156;2010
En mai, fais ce qu'il te plaît;Drama, War;6.7;1306;2010
Gnomeo & Juliet 2: Sherlock Gnomes;Mystery, Animation, Adventure, Family, Comedy, Fantasy;5.3;14858;2010
Layla;Thriller;5.8;228;2010
Amour & Turbulences;Comedy, Romance;6.3;5402;2010
Suzanne;Drama;6.7;1897;2010
The Casebook of Eddie Brewer;Thriller, Mystery, Horror;6.5;114;2010
Ripper's Revenge;Thriller, Drama, Horror;3.9;1072;2020
La cinquième saison;Drama, Mystery;6.8;1504;2010
Awesome Killer Audition;, Thriller;4.3;28;2010
Bonnard, Pierre et Marthe;Romance, Drama, History, Biography;6.5;717;2020
Le renard jaune;Drama, Crime;5.6;73;2010
La Danse de la réalité;Fantasy, Drama, Biography;7.4;9757;2010
Coldplay Music of The Spheres Live Broadcast from Buenos Aires;Music, Documentary;8.3;96;2020
Queen of Montreuil;Comedy, Drama;6.4;371;2010
In the Shadows;Thriller, Drama;7.0;1402;2010
We Are the Freaks;Comedy, Drama;4.6;371;2010
Le géant égoïste;Drama;7.3;12955;2010
Mandela: Un long chemin vers la liberté;Drama, History, Biography;7.1;29631;2010
L'amour et les forêts;Romance, Thriller, Drama;6.6;3136;2020
Le noir (te) vous va si bien;Drama;6.0;102;2010
Archaeology of Love;Romance, Drama;6.8;13;2020
We Are What We Are;Thriller, Drama, Horror;5.9;22596;2010
Un prince (presque) charmant;Comedy, Romance;5.6;756;2010
Dementamania;Thriller, Horror;5.3;225;2010
Beijing, New York;Romance, Drama;4.6;136;2010
Les garçons et Guillaume, à table!;Comedy;6.6;8187;2010
Una;Thriller, Drama;6.2;11934;2010
Alien: Covenant;Thriller, ScienceFiction, Mystery, Horror, Sci-Fi;6.4;329727;2010
Enemy;Thriller, Drama, Mystery;6.9;226818;2010
Blue Iguana;Thriller, Crime, Romance, Action, Comedy;5.6;7086;2010
Dawn;Drama;6.5;83;2010
Welcome to Karastan;Comedy, Drama;5.1;277;2010
The Machine;Thriller, ScienceFiction, Action, Drama, Sci-Fi;6.0;32514;2010
In the Belly of a Tiger;, Drama, Horror;7.4;102;2020
100% cachemire;Comedy;4.8;737;2010
Post partum;Thriller, Drama;5.7;52;2010
Drakkar;Thriller, Adventure, Action;4.1;1466;2010
Le grand méchant loup;Comedy, Romance;6.0;931;2010
Hidden in the Woods;Thriller;3.9;658;2010
Ma vie de Courgette;Animation, Romance, Family, Comedy, Drama;7.8;31282;2010
Le grand cahier;Drama, War;7.0;3309;2010
Je m'appelle Hmmm....;Drama;5.5;184;2010
Dark Touch;Horror;4.8;4491;2010
National Theatre Live: The Seagull;Drama;6.5;251;2020
Les reines du ring;Comedy, Sport;5.5;676;2010
La Fille de nulle part;Drama, Mystery, Horror;6.0;1251;2010
One by One;Drama;7.0;321;2010
Dounia et la princesse d'Alep;Family, Animation;6.8;207;2020
Winnie l'ourson : Du Sang et du miel 2;Thriller, Horror;4.7;11514;2020
Expendables 3;Comedy, Adventure, Action, Thriller;6.1;201559;2010
Zero Theorem;Comedy, ScienceFiction, Drama, Fantasy;6.0;50725;2010
Le secret de Kanwar;Fantasy, Drama, Horror;6.7;1069;2010
Dépression et des potes;Comedy;5.3;1049;2010
Inch'Allah;Drama;6.8;2729;2010
Bottom of the World;Thriller, Drama, Mystery;5.0;5383;2010
Judas Ghost;Fantasy, Horror;4.7;692;2010
Alyah;Drama;6.0;583;2010
La dame en noir 2: L'ange de la mort;Thriller, Drama, Horror;4.8;30094;2010
Survivors;Thriller, Drama, Horror;4.0;187;2010
It's a Lot;Comedy, Drama;2.8;175;2010
Mais qui a re-tué Pamela Rose?;Comedy;5.3;1567;2010
Rêve et silence;Drama;5.9;237;2010
Notre enfance à Tbilissi;Drama;6.7;277;2010
Having You;Comedy, Drama;6.4;933;2010
Puzzle;Romance, Drama;6.3;29928;2010
Traveller;Drama;5.3;108;2010
Haunter;Fantasy, Thriller, Mystery, Horror;5.9;19351;2010
Touch;Romance, Drama;7.4;5616;2020
The Lunchbox;Romance, Drama;7.8;63729;2010
En pays cannibale;Comedy;5.1;18;2010
Les gamins;Comedy;6.1;3491;2010
La Marque Des Anges-Miserere;Thriller;5.7;1399;2010
Surprise;Comedy, Drama;4.8;64;2010
The Ice Cream Wars;Crime;3.6;379;2010
La grande bellezza;Drama;7.7;102303;2010
Sous le figuier;Comedy, Drama;5.6;99;2010
Mauvaise fille;Drama;5.1;190;2010
The Hooligan Factory;Comedy, Action, Crime;4.8;2346;2010
Grand départ;Comedy, Drama;5.6;173;2010
The Gridiron;Comedy, Drama, Sport;5.3;151;2010
Bula Quo!;Comedy, Adventure, Action;3.9;376;2010
Trauma;Thriller, Mystery, Crime, Horror, Drama;4.7;1264;2010
The Fold;Thriller, Drama;4.7;211;2010
Fatboy Slim Live from the Big Beach Boutique;Music, ;7.2;21;2010
The Food Guide to Love;Comedy, Romance;5.6;1107;2010
Gangster Playboy: La chute des Essex Boys;Crime;3.9;950;2010
De grandes espérances;Thriller, Drama;6.5;848;2020
Lord of Tears;Drama, Horror;4.8;1607;2010
Private War;Drama, War, Biography;6.7;21850;2010
Après la bataille;Drama, History;5.6;627;2010
Bird People;Fantasy, Romance, Drama;6.1;3321;2010
Minuscule : La Conférence des Insectes;Adventure, Action, Family, Animation;7.1;9399;2010
Chercher le garçon;Comedy, Romance, Drama;5.8;117;2010
Common People;Comedy, Romance, Drama;5.3;165;2010
La pirogue;Drama;6.7;454;2010
La Playa;Drama;6.2;395;2010
La Crypte du dragon;Adventure, Action, Sci-Fi;3.8;2523;2010
Les Chevaux de Dieu;Drama;7.3;2120;2010
Mystery;Drama, Crime;6.4;1445;2010
Need for Speed;Thriller, Drama, Action, Crime;6.4;182896;2010
Pioneer;Thriller, Adventure, Drama;6.0;5411;2010
Tosca Live from the Royal Opera House;Music, Drama;7.2;50;2010
Trois mondes;Drama;6.5;828;2010
Zombie Hood;ScienceFiction, Action, Horror;3.6;191;2010
Tango Libre;Romance, Drama;6.1;1176;2010
Poisson rouge;Comedy;5.9;45;2020
Les Moomins sur la Riviera;Comedy, Family, Animation;6.0;1552;2010
Paradis: Foi;Drama;6.7;5478;2010
Paradis: Espoir;Drama;6.6;5269;2010
Bienvenue parmi nous;Drama;6.2;438;2010
L'innocence;Thriller, Drama;7.8;35235;2020
Pour le Pire et le Meilleur;Comedy;5.4;628;2020
À mon seul désir;Romance, Drama;6.2;1105;2020
27, Memory Lane;Fantasy, Romance, Drama;7.6;43;2010
La vie pure;Adventure, Drama, Documentary, Biography;6.5;68;2010
Slasher House;Horror;3.8;543;2010
Run;Thriller, Drama;6.0;162;2010
English Revolution;Thriller, Adventure, Horror, Comedy, Drama, Fantasy, History;6.2;14604;2010
Almost Married;Comedy;4.5;828;2010
La Fleur de l'âge;Comedy, Drama;5.8;239;2010
Tamla Rose;Music, Drama;6.4;1396;2010
Beyond;Romance, ScienceFiction, Drama, Sci-Fi;4.0;1157;2010
Été 1992;Comedy, Drama, Biography;6.8;5003;2010
Vincent doit mourir;Fantasy, Thriller, Drama, Comedy;6.4;3236;2020
Les Beaux Jours;Romance, Drama;6.3;1939;2010
Comrade Kim Goes Flying;Comedy, Adventure, Romance;6.2;345;2010
007 Spectre;Thriller, Adventure, Action;6.8;480613;2010
The Borderland;Thriller, Action;3.0;398;2010
Code Name Venus;Romance, Adventure, Action;5.0;191;2010
Brooklyn;Romance, Drama;7.5;155270;2010
Nymphomaniac : Volume 2;Drama, Mystery;6.6;100994;2010
Mourir peut attendre;Thriller, Adventure, Action;7.3;465327;2020
Jacky au royaume des filles;Comedy;6.1;2797;2010
Comme par magie;Comedy, Drama;5.4;152;2020
Leçons d'harmonie;Drama;7.3;1065;2010
Sunrise;Drama, Crime, Mystery;6.3;324;2010
Modern Life Is Rubbish;Comedy, Romance, Music;5.8;1061;2010
Les Mauvais Esprits;Thriller, Mystery, Horror;4.9;18414;2010
Souvenir;Music, Romance, Drama, Comedy;6.0;1200;2010
Mowgli : La Légende de la jungle;Fantasy, Adventure, Drama;6.5;67721;2010
After the World Ended;ScienceFiction, Drama, Sci-Fi;5.0;70;2010
Salsa Fury;Comedy, Romance, Sport;6.2;20246;2010
All About Albert;Comedy, Romance, Drama;7.0;67959;2010
Rue Mandar;Comedy;4.8;154;2010
Un week-end à Paris;Comedy, Romance, Drama;6.4;8833;2010
Vulcania;Thriller, ScienceFiction;4.7;244;2010
Queen and Country;Comedy, Drama, Biography;6.2;1940;2010
Emily Dickinson, a Quiet Passion;Drama, Biography;6.4;6526;2010
Hard Shoulder;Thriller, Horror;3.6;366;2010
Howl;Fantasy, Action, Horror;5.5;17039;2010
Unhinged Retribution;Mystery, Horror;3.6;203;2020
Enemies Closer;Thriller, Action;5.1;6936;2010
Une belle fin;Drama;7.4;9311;2010
Rendez-vous à Kiruna;Drama;6.5;148;2010
Soldiers of the Damned;Thriller, Action, War, Horror;3.9;920;2010
Clifford;Comedy, Adventure, Family, Fantasy;5.9;18042;2020
Dr. Goldstein;Comedy;3.8;168;2010
Jean de la Lune;Fantasy, Sci-Fi, Family, Animation;6.5;515;2010
Colosio;Thriller, Drama, Crime;7.3;1342;2010
L'affaire Dreyfus;Thriller, Drama, History;7.2;22191;2010
The Homesman;Western, Drama;6.6;37296;2010
Casa Nostra;Drama, Family;5.6;21;2010
Adieu Berthe - L'enterrement de mémé;Comedy, Drama;6.0;977;2010
Arrête de pleurer Pénélope;Comedy;4.6;105;2010
Au galop;Comedy, Romance, Drama;6.1;207;2010
Adieu au Langage;Fantasy, Drama;5.8;6512;2010
Pterodactyl 2;Horror, Sci-Fi;3.6;289;2020
Anomalisa;Comedy, Romance, Drama, Animation;7.2;77224;2010
Une chanson pour ma mère;Comedy;5.1;123;2010
Jimi: All Is by My Side;Music, Drama, Biography;5.7;7180;2010
Dom Hemingway;Comedy, Drama, Crime;6.1;27956;2010
Kick;Thriller, Drama, Horror;3.0;251;2010
The November Man;Thriller, Adventure, Action, Crime;6.3;71988;2010
Le jour attendra;Thriller, Crime;4.5;383;2010
Denis;Comedy;4.5;223;2010
Hors les murs;Romance, Drama;6.6;1645;2010
Carol;Romance, Drama;7.3;148625;2010
Desert Dancer;Music, Drama, Biography;6.2;2062;2010
Le fantôme de Canterville;Comedy, Family, Animation;5.9;1540;2020
Tip Top;Comedy, Thriller, Crime;4.7;712;2010
Une place sur la Terre;Drama;6.5;611;2010
After;Romance;6.1;45;2010
La femme au tableau;Drama, History, Biography;7.3;64937;2010
Le Passé;Drama, Mystery;7.7;51814;2010
La traversÃ©e;Thriller, Drama;5.2;202;2010
Le Sang des Templiers 2;Adventure, Drama, Action;4.3;3118;2010
The Happy Prince;Drama, Biography;6.3;6077;2010
Les Sorcières de Zugarramurdi;Comedy, Adventure, Action, Horror;6.4;15865;2010
Jeff Panacloc: A la poursuite de Jean-Marc;Comedy, Adventure;4.8;194;2020
La Vénus à la fourrure;Drama;7.1;21526;2010
Secrets of a Wallaby Boy;Comedy, ScienceFiction;5.5;36;2020
Je verrai toujours vos visages;Drama;7.5;4335;2020
Outlast;TVMovie, Horror;4.2;48;2020
Open Windows;Thriller, Action, Crime, Mystery;5.1;15453;2010
Les grandes ondes (à l'ouest);Comedy, Drama, History;6.4;666;2010
Les drôles de poissons-chats;Comedy, Drama;7.0;2174;2010
The Maid;Romance, Drama;4.4;1339;2010
Frequencies;Romance, ScienceFiction, Mystery, Sci-Fi;6.7;14998;2010
Le clan;Comedy;6.4;345;2020
Swim Little Fish Swim;Comedy, Drama, Music;5.9;852;2010
Océane;Comedy;6.9;35;2010
Abus de faiblesse;Drama;5.9;1353;2010
Rocker;, Drama;6.4;294;2010
Chicken;Drama;6.8;548;2010
Paris à tout prix;Comedy;5.7;2213;2010
Dog Flesh;Drama;5.4;120;2010
Kirikou et les hommes et les femmes;Fantasy, Adventure, Family, Animation;6.5;738;2010
Tom à la ferme;Thriller, Drama, Mystery;6.9;19717;2010
Joséphine;Comedy, Romance;5.8;1576;2010
Christmas Slay;Fantasy, Mystery, Horror;2.6;268;2010
Philomena;Comedy, Drama, Biography;7.6;105679;2010
Le grand cirque;Comedy;6.1;53;2020
Les coquillettes;Comedy, Drama;5.5;394;2010
Dead Man Talking;Comedy, Drama;6.9;503;2010
Exhibition;Drama;5.8;1620;2010
Passer l'hiver;Drama;5.9;9;2010
Les Visiteurs : La Révolution;Comedy, Fantasy;4.6;5048;2010
Prêt à tout;Comedy, Romance;5.4;572;2010
Molly Moon et le Livre magique de l'hypnose;Fantasy, Adventure, Family;5.2;1314;2010
Outlawed;Action;3.7;1976;2010
Taken 3;Thriller, Action;6.0;210256;2010
Heretic;Horror;3.2;381;2010
Recommended by Enrique;Western, Adventure, Crime;5.2;22;2010
P.O.E.: Project of Evil;Horror;2.9;251;2010
Gone Too Far;Comedy, Drama;5.7;440;2010
Son of a Gun;Thriller, Drama, Action, Crime;6.4;30380;2010
Sils Maria;Drama;6.7;31965;2010
De toutes nos forces;Drama, Sport;6.6;1256;2010
Je ne suis pas mort;Drama;6.9;93;2010
La bande des Jotas;Comedy, Crime;5.5;185;2010
Au nom du fils;Drama;6.3;400;2010
La duchesse de Varsovie;Drama;5.6;51;2010
Dark Vision;Mystery, Horror, Sci-Fi;3.3;335;2010
Blockbuster;Comedy;5.5;460;2010
Heckle;Comedy, Drama;5.9;52;2010
Crossland;Thriller, Horror;3.6;74;2010
The Rack Pack;Comedy, Drama, Sport;7.0;1295;2010
Nyurnberg;Adventure, Drama, History;4.8;527;2020
Exil;Drama;5.1;31;2010
Mr. Turner;Drama, History, Biography;6.8;27974;2010
Attila Marcel;Comedy, Drama, Music;7.0;3431;2010
Despite the Falling Snow;Romance, Thriller, Drama, Mystery;5.8;3735;2010
Kill Your Friends;Comedy, Music, Crime, Thriller;6.0;10249;2010
Outpost 37: l'ultime espoir;Thriller, ScienceFiction, Action, Sci-Fi;4.7;6612;2010
Le sanctuaire;Fantasy, Thriller, Horror;5.7;19290;2010
How to Be a Man;Comedy;6.7;3437;2010
Salem;Fantasy, Drama;5.3;110;2020
Wahou!;Comedy;5.7;478;2020
Christmas with the Prince;Romance, Adventure;2.8;216;2020
The Escapee 3: The Final Escape;Action;2.6;66;2020
Hard Copy;Thriller, Drama;3.4;256;2020
Sunshine on Leith;Music, Musical, Romance, Comedy, Drama;6.6;7563;2010
Eden Lodge;Thriller, Mystery, Horror;3.4;469;2010
La vie rêvée de David L;Comedy, Drama;6.6;71;2010
Division 19;Thriller, ScienceFiction, Action, Sci-Fi;3.4;3396;2010
Divin enfant;Comedy;5.0;133;2010
L'Attrape-rêves;Drama;5.3;4195;2010
Amsterdam Express;Drama;6.8;347;2010
Scrawl;Fantasy, Horror;3.0;380;2010
Zouzou;Comedy, Drama, Family;5.1;89;2010
Soulmate;Mystery, Horror;5.0;873;2010
La femme du ferrailleur;Drama;6.8;1381;2010
Dragonfly;Thriller, Drama, Crime;6.0;72;2010
La Jalousie;Romance, Drama;6.4;2034;2010
A Second Son;Thriller, Drama;5.0;45;2010
Un jour dans la vie de Billy Lynn;Drama, Action, War, Sport;6.2;24672;2010
Jauja;Fantasy, Adventure, Drama, Western;6.3;4664;2010
Paradise Lost;Thriller, Crime, Romance, Drama, History;6.5;23844;2010
Gunman;Drama, Action, Crime, Mystery;5.8;44244;2010
L'origine de la violence;Romance, Drama;6.1;131;2010
Super-bourrés;Comedy;6.0;336;2020
Granny of the Dead;Comedy, Horror;3.0;326;2010
The Canal;Thriller, Drama, Mystery, Horror;5.8;15225;2010
La stratégie de la poussette;Comedy;5.4;961;2010
La Cité Rose;Comedy, Drama, Crime;6.4;365;2010
En attendant la mer;Fantasy, Drama;6.5;107;2010
La confrérie des larmes;Thriller;5.6;572;2010
Convention of the Dead;Comedy, Action, Horror;6.6;19;2010
Capitaine Morten et la reine des araignées;Adventure, Family, Animation;5.6;260;2010
Shakespeare's Globe: All's Well That Ends Well;Comedy, Drama;7.5;63;2010
La crème de la crème;Comedy, Drama;5.8;1561;2010
Boule & Bill;Comedy, Family;4.4;816;2010
Inchallah un fils;Drama;7.2;1706;2020
Benjamin Britten: Peace and Conflict;Music, Drama, Documentary, Biography;6.5;48;2010
Identicals;Thriller, ScienceFiction, Sci-Fi;3.8;2057;2010
À coup sûr;Comedy;4.6;701;2010
Une vie entre deux océans;Romance, Drama;7.2;61672;2010
Wajma, une fiancée afghane;Romance, , Drama;7.2;476;2010
La Légende de Barney Thomson;Comedy, Drama, Crime;6.2;6783;2010
Indian Palace: Suite royale;Comedy, Romance, Drama;6.5;36936;2010
Plastic;Comedy, Drama, Action, Crime;6.0;8374;2010
Salaud, on t'aime;Comedy, Romance, Drama;5.5;390;2010
Je suis supporter du Standard;Comedy, Drama;5.4;211;2010
L'Étrangleur de Boston;Thriller, Drama, Crime, History;6.5;38082;2020
Lilting ou la délicatesse;Romance, Drama;7.2;6734;2010
