frenchTitle;genres;averageRating;numVotes;decade
Ma petite entreprise;Comedy, Drama;6.4;816;1990
Pandemonium;Drama, Biography;6.4;902;2000
Petits miracles;Drama, Family;6.5;270;2000
Le poids de l'eau;Thriller, Drama, Crime, Mystery;5.8;10257;2000
Wisconsin Death Trip;Documentary, Drama, Crime, Biography;6.6;1660;1990
L'enthousiasme;Drama;5.8;175;1990
Himalaya : L'Enfance d'un chef;Adventure, Drama;7.4;5869;1990
Mémoires d'un zombie;Drama, Horror;5.3;811;1990
So British!;Comedy, Romance;6.4;2710;2000
La bûche;Comedy, Drama;6.3;1909;1990
Chili con carne;Comedy;4.1;176;1990
La débandade;Comedy, Romance;5.2;285;1990
Extension du domaine de la lutte;Drama;6.9;912;1990
Le fils du Français;Comedy, Adventure, Family;5.1;372;1990
Gouttes d'eau sur pierres brûlantes;Comedy, Romance, Drama;6.7;7137;2000
Haut les coeurs!;Romance, Drama;7.3;462;1990
Je suis né d'une cigogne;Comedy, Adventure, Drama, Crime;6.4;484;1990
Julie and the Cadillacs;Music, Romance;5.4;67;1990
Mauvaises fréquentations;Romance, Drama;6.5;779;1990
Love me;Drama;5.5;200;2000
Une pour toutes;Comedy, Romance;4.9;386;1990
Vengo del Moro;Music, Musical, Drama, Biography;7.2;3048;2000
Du jour au lendemain;Comedy, Music;7.4;181;1990
Les acteurs;Comedy;5.9;1371;2000
Amélie des Abbesses;Comedy, Romance;8.3;818454;2000
Coup de peigne;Comedy, Romance, Drama;6.2;9421;2000
Soplo de vida (Souffle de vie);Thriller, Drama;6.3;196;1990
Starry Night;Comedy, Drama;4.2;394;1990
2046;Romance, ScienceFiction, Drama, Sci-Fi;7.4;63859;2000
Bread and Roses;Comedy, Drama;7.0;6274;2000
Bruiser;Thriller, Mystery, Horror;5.3;6794;2000
Hannibal;Thriller, Drama, Crime;6.8;304569;2000
Christie Malry's Own Double-Entry;Thriller, Drama;6.3;473;2000
Un crime;Thriller, Drama, Crime;5.5;492;1990
La folie des hommes;Drama;6.4;1107;2000
La Vérité si je mens ! 2;Comedy;6.3;3832;2000
Belphégor : Le Fantôme du Louvre;Fantasy, Mystery, Horror;4.5;5316;2000
Quand tu me reviendras;, Drama;6.8;462;1990
Le libertin;Comedy, History;6.2;1883;2000
Un dérangement considérable;Romance, Drama;5.5;104;1990
Stalingrad;Drama, Action, War, History;7.5;285918;2000
L'Extra-terrestre;Comedy, Romance, Sci-Fi;3.5;595;2000
I Could Read the Sky;Drama;6.4;104;1990
Wild About Harry;Comedy, Romance, Drama;6.0;565;2000
Volavérunt;Thriller, Drama;5.7;1062;1990
Deuxième vie;Comedy, Fantasy;5.1;251;2000
Les blessures assassines;Drama, Crime, Biography;6.8;1348;2000
Bob le majordome;Comedy, Family;5.5;4336;2000
La Captive;Music, Romance, Drama;6.0;2235;2000
Projet inconnu;Romance, Drama, War;7.1;15818;2000
The Day the Ponies Come Back;Drama;6.2;118;2000
Les destinées sentimentales;Romance, Drama;6.7;1407;2000
La Ferme;Thriller, Drama, Action, Crime;6.2;767;2000
Le goût des autres;Comedy, Romance, Drama;7.2;10759;2000
Les fleurs d'Harrison;Romance, Drama, War;7.0;6965;2000
Harry, un ami qui vous veut du bien;Comedy, Thriller, Drama, Mystery;7.1;12205;2000
Inséparables;Comedy, Romance;5.8;129;1990
Jet Set;Comedy;4.2;1109;2000
Machaho;Comedy, Romance, Drama;6.8;35;1990
Marie-Line;Drama;6.2;224;2000
Meilleur Espoir féminin;Comedy;6.1;1114;2000
Nasty Neighbours;Comedy;5.8;152;1990
Le prof;Comedy;4.1;121;2000
Sade;Drama, Crime, History, Biography;6.1;1886;2000
La taule;Comedy, Unknown, Drama;5.4;46;2000
Te quiero;Drama, Crime;5.0;80;2000
Toutes les nuits;Drama;7.3;324;2000
La vie moderne;Comedy, Drama;6.1;238;2000
Voyous voyelles;Comedy, Drama;6.0;401;1990
Ça ira mieux demain;Comedy, Drama;6.0;553;2000
Société secrète;Comedy, Romance, Drama;5.3;189;2000
Christmas;Thriller, Drama, Crime;5.7;1707;2000
Another Life;Romance, Drama, Crime;6.2;700;2000
Séduction à l'irlandaise;Comedy;6.2;1562;2000
Sex Files: Digital Sex;ScienceFiction, Drama, Sci-Fi;3.9;124;1990
Jonah and Lila, Till Tomorrow;, Drama;6.1;151;1990
Rédemption;Romance, Drama, Western;6.3;6949;2000
Kippour;Drama, War;6.3;1965;2000
Some Voices;Comedy, Drama;6.5;1519;2000
The Asylum;Thriller, Drama, Horror;4.2;159;2000
Péché originel;Thriller, Mystery, Crime, Romance, Drama;6.0;61864;2000
Mr. Ripley et les ombres;Thriller, Drama, Crime;5.9;2997;2000
Scandal: Célébrité Éphémère;Drama, Crime;4.7;118;2000
À visage découvert;Thriller, Drama, TVMovie;5.9;623;2000
Le bon numéro;Comedy, Crime;5.1;11153;2000
Brendan & Trudy;Comedy, , Romance;6.5;1347;2000
Anna Karamazoff;ScienceFiction, Drama;6.8;159;1990
Du bleu jusqu'en Amérique;Drama;5.3;148;1990
Ressources humaines;Comedy, Drama;7.3;2917;1990
Insomnies;Thriller, Drama, Mystery, Horror;6.2;3728;2000
Six-Pack;Thriller, Action, Crime;5.4;936;2000
Sorted;Thriller, Drama, Mystery;6.0;1305;2000
Borstal Boy;Romance, Drama;6.8;2635;2000
Contamination;Thriller, ScienceFiction, Drama;4.9;1210;2000
Crimes maquillés;Comedy, Thriller, Drama, Crime;5.8;4033;2000
Liste d'attente;Comedy, Romance, Drama;7.1;1281;2000
24 Hours in London;Thriller, Action, Crime;3.5;669;2000
Le journal d'Anne Frank;Biography, Drama, War, Animation;6.8;259;1990
Autour de la maison rose;Comedy, Romance, Drama;6.2;113;1990
Aniki, mon frère;Thriller, Drama, Crime;7.1;25313;2000
Le vieux qui lisait des romans d'amour;Adventure, Drama;6.5;1380;2000
T'aime;Drama;1.8;460;2000
À la verticale de l'été;Romance, Drama;7.2;4119;2000
Le coeur à l'ouvrage;Comedy, Drama;4.8;176;2000
Hooded Angels;Western, Drama, Action;4.7;392;2000
La mÃ©canique des femmes;Comedy, Drama;4.7;181;2000
Too Much Flesh;Drama;5.1;803;2000
The Score;Thriller, Mystery, Crime, Action, Drama;6.8;139432;2000
Chica de Río;Comedy, Drama;5.6;1025;2000
Le 51e état;Comedy, Thriller, Action, Crime;6.3;51826;2000
Drôle de Félix;Comedy, Romance, Drama;6.9;1892;2000
Jesuit Joe;Western, Adventure;6.7;76;1990
Kiss Kiss (Bang Bang);Comedy, Thriller, Action, Crime;6.2;2121;2000
Otesánek;Comedy, Drama, Horror, Animation;7.3;7156;2000
Les Rivières pourpres;Thriller, Crime, Mystery;6.9;67850;2000
Une femme d'extérieur;Drama;6.1;153;2000
Le pique-nique de Lulu Kreutz;Comedy, Drama;5.1;124;1990
Sex Files: Pleasure World;Thriller, ScienceFiction, Romance, Drama, Sci-Fi;3.7;106;1990
Princes et Princesses;Mystery, Animation, Adventure, Romance, Family, Comedy, Drama, Fantasy;7.6;2528;2000
La confusion des genres;Comedy, Romance, Drama;6.3;1140;2000
Ed Gein, le boucher;Thriller, Biography, Crime, Horror, Drama;5.5;5780;2000
Sabotage!;Comedy, ;5.1;173;2000
Scènes de crimes;Thriller, Crime;6.2;753;2000
Selon Matthieu;Drama;6.4;363;2000
Signs & Wonders;Drama;5.8;726;2000
Strong Language;Comedy, , Crime;6.2;136;2000
Que faisaient les femmes pendant que l'homme marchait sur la lune?;Comedy, Drama;6.5;163;2000
Le Comédien;Comedy, Drama;5.2;35;1990
Family Express;Comedy, Drama;4.4;27;1990
Merci pour le chocolat;Drama, Crime, Mystery;6.7;6233;2000
Shiner;Thriller, Drama, Crime, Action;5.9;2218;2000
Après la vie;Drama, Crime;7.0;952;2000
Le cercle enchanté;Adventure, Family, Animation;5.4;568;1990
La fausse suivante;Comedy, Drama;5.9;259;2000
It Was an Accident;Comedy, Drama;5.7;217;2000
Roberto Succo;Drama, Crime, Biography;6.6;1282;2000
Thomas le fauconnier;Fantasy, Adventure, Family;6.7;352;2000
Hollywood liste rouge;Drama, History;6.1;390;2000
Purab Aur Pachhim;Romance, , Drama;7.4;1045;1970
L'étrange histoire d'Hubert;Comedy, Drama, Family, Fantasy;5.9;1041;2000
Romamor;Romance, Drama;6.9;63;1990
Les savates du bon Dieu;Comedy, Romance, Drama, Crime;6.4;362;2000
Les solitaires;Drama;6.5;43;2000
Un couple épatant;Comedy, Romance, Drama;6.4;1146;2000
La ville est tranquille;Drama;7.2;1365;2000
À l'attaque!;Comedy, Drama;6.2;336;2000
Les morsures de l'aube;Romance, Thriller, Mystery, Horror;4.8;1507;2000
Les 9 vies de Tomas Katz;Comedy, Drama, Fantasy, Mystery;6.8;1234;2000
Stolen Tangos;Comedy, Musical, Romance;5.8;40;2000
Aïe;Comedy;5.8;284;2000
Better Than Sex;Comedy, Romance, Drama;6.3;2299;2000
Born Romantic;Comedy, Romance;6.4;1676;2000
Promenons-nous dans les bois;Thriller, Horror;4.1;2889;2000
Les cocotiers;Comedy, Romance;4.6;195;2000
Le Pacte des loups;Adventure, Horror, Action, Drama, History;7.0;74379;2000
Sacred Flesh;Drama, Horror;3.3;575;2000
101 Reykjavik;Comedy, Romance, Drama;6.8;10087;2000
André le magnifique;Comedy;6.2;120;2000
Capitaine Corelli;Music, Romance, Drama, War;5.9;36771;2000
In extremis;Romance, Drama;5.4;404;2000
Nobel;Drama;6.7;27;2000
Jimmy Grimble;Comedy, Drama, Sport;6.6;4270;2000
La chambre obscure;Drama;5.1;81;2000
L'Anglaise & le Duc;Romance, Drama, War, History;6.8;2931;2000
La faute à Voltaire;Drama;6.9;960;2000
The Girl Who Picks Flowers and the Girl Who Kills Insects;Drama;7.4;8;2000
Les filles ne savent pas nager;Comedy, Drama;5.9;642;2000
Mortel Transfert;Comedy, Thriller, Crime;5.9;1167;2000
Nationale 7;Comedy, Drama;6.9;549;2000
Le soleil au-dessus des nuages;Comedy, Drama;6.4;126;2000
Tosca de Giacomo Puccini;Music, Musical, Drama;7.4;466;2000
Une hirondelle a fait le printemps;Comedy, Drama;6.6;2510;2000
The Pilgrimage of Students Peter and Jacob;Drama;5.0;44;2000
Brooklyn Babylon;Music, Romance, Drama;5.9;354;2000
La Ciénaga;Comedy, Drama;7.0;8538;2000
Féroce;Drama;4.9;204;2000
Sous le sable;Drama, Mystery;7.0;11723;2000
Vanity Fair - La foire aux vanités;Romance, Drama;6.2;23875;2000
Going Off Big Time;Comedy, Thriller, Action, Crime;6.1;945;2000
Harry Potter à l'école des sorciers;Fantasy, Adventure, Family;7.7;903931;2000
The Imitators;Drama, Crime;6.0;54;1990
Bully;Drama, Crime, Biography;6.9;41925;2000
Presque rien;Romance, Drama;6.7;5506;2000
Amour interdit;Romance, Drama;6.5;9572;2000
Un aller simple;Comedy, Adventure, Drama;4.8;209;2000
Va savoir;Comedy, Drama, Crime;6.8;2564;2000
Le battement d'ailes du papillon;Comedy, Romance, Drama;6.7;3989;2000
Le Journal de Bridget Jones;Comedy, Romance, Drama;6.8;278041;2000
À ma soeur !;Drama;6.4;13434;2000
Le placard;Comedy;7.0;18701;2000
Le roman de Lulu;Romance;4.9;146;2000
Speaking of Sex;Comedy, Romance;5.6;2682;2000
Chungkai, le camp des survivants;Drama, Action, War;6.9;12003;2000
40 jours et 40 nuits;Comedy, Romance;5.6;77280;2000
Le rideau final;Comedy, Drama;5.6;623;2000
Wednesday: Nutty Day!;Comedy, Drama;6.2;433;2000
La Fiancée de Dracula;Fantasy, Horror;4.7;667;2000
Le roi danse;Music, Drama, History;6.9;2472;2000
Trahison sur mesure;Romance, Thriller, Drama;5.1;1026;2000
War Bride;Romance, Drama;6.7;1592;2000
Yi yi;Romance, Drama;8.1;30463;2000
Dark Blue World;Romance, Drama, Action, War;7.1;6246;2000
Espion en danger;Action;3.5;333;2000
Charlotte Gray;Thriller, War, Romance, Drama, History;6.4;13465;2000
Menace Mortelle;Thriller, Action, Crime;4.0;557;2000
Invincible;Drama, War;6.4;4649;2000
Le métier des armes;Drama, War, History;6.9;1988;2000
Les proies;Romance, Thriller;6.0;859;2000
Off Key;Comedy, Music;5.3;244;2000
Pasty Faces;Comedy, Crime;5.5;63;2000
Crush, le club des frustrées;Comedy, Romance, Drama;5.7;4016;2000
Une mort au paradis;Comedy;6.5;2089;2000
Choc en retour;Drama;6.9;328;2000
La moitié du ciel;Drama;4.9;17;2000
La noce;Comedy, Drama;7.0;1274;2000
Lucky Break;Comedy, Romance, Crime;6.2;2318;2000
Les portes de la gloire;Comedy, Drama;6.3;849;2000
La thérapie d'Eglantine;Comedy, Romance, Drama, Family;6.5;643;2000
L'été de mes 27 baisers;Comedy, Romance, Drama;6.6;1561;2000
Antilles sur Seine;Comedy, Crime;3.8;201;2000
Meurs un autre jour;Thriller, Adventure, Action;6.1;234612;2000
D'Artagnan;Romance, Adventure, Action, Family;4.8;15267;2000
Heaven;Romance, Thriller, Drama, Crime;6.9;26801;2000
Jojo la frite;Comedy, , Romance, Fantasy;5.3;33;2000
Le lait de la tendresse humaine;Comedy, Drama;6.3;297;2000
Lumumba, retour au Congo;Drama, History, Biography;7.2;2148;2000
Le Prince du Pacifique;Comedy, Adventure;4.7;746;2000
Newcastle Boys;Comedy, Drama;6.7;2048;2000
The Season of Men;Drama;6.5;327;2000
L'affaire Marcorelle;Fantasy, Thriller, Drama;6.1;194;2000
Tendre guerre;Drama;4.5;13;1990
Two Days, Nine Lives;Drama;4.5;105;2000
Old School;Comedy, Crime;3.4;154;2000
Large;Comedy;4.2;290;2000
Les Harmonies Werckmeister;Drama, Mystery;8.0;16937;2000
Baise-moi;Romance, Thriller, Drama, Crime;4.4;19046;2000
Billy Elliot;Music, Drama, Comedy;7.7;147996;2000
Le harem de Mme Osmane;Comedy, Drama;5.8;142;2000
Gabriel & Me;Drama;4.8;182;2000
Sans plomb;Comedy, Romance, Drama;5.3;49;2000
Astérix & Obélix : Au service de Cléopâtre;Comedy, Adventure, Family, Fantasy;6.7;60556;2000
Dis pourquoi, dis comment;Comedy;5.7;388;2000
Feu de glace;Romance, Thriller, Drama, Mystery;5.4;20229;2000
Shopping de nuit;Comedy, Romance;6.8;2363;2000
La squale;Drama;5.2;218;2000
Infidèle;Romance, Thriller, Drama;6.7;103091;2000
La vierge des tueurs;Romance, Drama, Crime;6.8;4392;2000
La découverte du ciel;Fantasy, Drama;6.7;3898;2000
L'aventurier du grand nord;Comedy, Adventure, Action, Sport;4.5;1849;2000
The Low Down;Romance, Drama, Comedy;5.7;546;2000
Long Time Dead;Thriller, Horror;4.7;6188;2000
Buffalo Soldiers;Thriller, Crime, War, Comedy, Drama;6.7;26002;2000
Combat d'amour en songe;Fantasy, Drama;7.1;403;2000
La Légende de Ghislain Lambert;Comedy, Drama, Sport;6.5;2483;2000
Rouge à lèvres (& arme à feu);Comedy, Action, Crime;6.1;3774;2000
Shadows in the Dark;, Unknown;5.7;18;1990
Last Orders;Comedy, Drama;6.9;6957;2000
Le pianiste;Music, Drama, War, Biography;8.5;967942;2000
La ville du plaisir;ScienceFiction, Horror, Sci-Fi;4.4;274;2000
Le Règne du feu;Fantasy, Adventure, Action;6.2;149269;2000
La répétition;Romance, Drama;6.0;1295;2000
The Martins;Comedy, Drama;5.4;1346;2000
Le triomphe de l'amour;Comedy, Romance, Drama;5.8;1656;2000
Le voyage étranger;Drama;4.8;12;1990
CQ;Comedy, ScienceFiction, Drama, Sci-Fi;6.2;5162;2000
Dog Eat Dog;Comedy, , Drama;4.9;246;2000
Imago;Fantasy, ;7.0;29;2000
Fils de deux mères ou Comédie de l'innocence;Fantasy, Thriller, Drama, Mystery;6.5;970;2000
Vengeance secrète;Thriller, Drama, Action, Adventure;5.3;3459;2000
Lucia et le sexe;Romance, Drama;7.0;39760;2000
The Killing Zone;Thriller, Action;5.9;278;1990
Liberté-Oléron;Comedy;6.2;629;2000
La Pianiste;Music, Romance, Drama;7.5;76110;2000
La sirène rouge;Thriller, Drama, Action, Crime;5.2;1410;2000
Le stade de Wimbledon;Drama;5.9;208;2000
Un dimanche à Paris;, Unknown;4.2;10;1990
Freedom;Drama;7.0;370;2000
Liam;Drama;6.9;2715;2000
Durian Durian;Drama;7.1;832;2000
Mon cher ennemi;Western, Drama;6.6;981;2000
Intimité;Romance, Drama, Fantasy;6.0;13653;2000
The Safety of Objects;Drama;6.5;4431;2000
Ensorcellement sensuel;Fantasy, Romance, Horror;4.5;192;2000
La jeunesse des trois mousquetaires;Romance, Adventure, Action;4.6;225;2000
Azzurro;, Drama;6.9;255;2000
La Vie comme maladie mortelle sexuellement transmissible;Drama;7.0;1553;2000
Being Light;Comedy;5.2;191;2000
Bronx-Barbès;Drama;6.6;98;2000
The Jolly Boys' Last Stand;Comedy, Drama;4.6;155;2000
Un Américain bien tranquille;Romance, Thriller, Drama;7.0;30432;2000
Terminus des anges;Drama;6.7;583;2000
County Kilburn;Comedy;6.7;65;2000
Pacte avec le diable;Thriller, Horror;3.8;828;2000
Justine: Seduction of Innocence;Romance, Adventure, Drama, Comedy;3.8;249;1990
Transit Palace;Romance, Drama;7.2;2237;2000
Platform;Drama, History;7.4;3263;2000
La Tour Montparnasse infernale;Comedy;5.8;6046;2000
Corto Maltese en Sibérie;Adventure, Drama, History, Animation;6.7;1489;2000
Grégoire Moulin contre l'humanité;Comedy, Romance;6.8;1559;2000
Moi, c'est la mémoire;Romance, Drama;7.2;1450;2000
Cercle intime;Thriller, Crime, Mystery;5.1;1682;2000
The Truth Game;Drama;5.6;58;2000
Un chant de Noël;Fantasy, Drama, Family, Animation;5.4;2286;2000
Djomeh, l'histoire du garçon qui tombait amoureux;Drama;6.8;207;2000
Félix et Lola;Romance, Drama;5.8;469;2000
Mischka;Comedy, Drama, Family;6.1;286;2000
Taking sides - Le cas Furtwängler;Music, Drama, War;7.0;4033;2000
Ali Zaoua, prince de la rue;Drama, Crime;7.3;3034;2000
Emotional Backgammon;, Drama;4.9;75;2000
Imposture;Thriller, Drama;6.4;220;2000
Adanggaman;Drama;6.9;213;2000
Sex Files: Alien Erotica II;Romance, ScienceFiction, Horror, Sci-Fi;4.2;345;2000
Gamer;Thriller, ScienceFiction, Action, Comedy, Sci-Fi;3.1;353;2000
Paria;Drama;7.1;80;2000
Passage du milieu;Drama, History;6.0;138;2000
Le pornographe;Drama;5.2;2734;2000
Thomas est amoureux;Comedy, Romance, Drama, ScienceFiction;7.0;2079;2000
Les âmes fortes;Romance, Drama;5.7;1939;2000
Les jolies choses;Drama;5.8;1123;2000
Me Without You;Drama;6.7;4935;2000
Back Door;Drama;6.3;564;2000
Trinity;Thriller, ScienceFiction, Action, Drama, Sci-Fi;4.7;108;2000
Le club des ravisseurs;Comedy, Adventure, Action, History;6.6;1818;2000
Après la réconciliation;Comedy, Drama;6.9;138;2000
L'envoûtement de Shanghaï;Drama, Mystery;5.5;572;2000
Sex Files: Erotic Possessions;Fantasy, Romance;4.0;146;2000
Monarch;Drama, History, Biography;5.8;174;2000
La Chute du faucon noir;Drama, Action, War, History;7.7;439838;2000
Boys Life 3;Romance, , Drama;6.2;358;2000
Chaos;Comedy, Drama, Crime;7.0;2554;2000
Le mariage des moussons;Comedy, Romance, Drama;7.3;27196;2000
Ripley's Game;Thriller, Drama, Crime, Mystery;6.6;20057;2000
Séduction fatale;Romance, Thriller, Mystery;5.4;1490;2000
Un jeu d'enfants;Thriller, Mystery, Horror, Fantasy, Drama;5.3;978;2000
Voyance et manigance;Comedy;4.7;180;2000
Un parfum de meurtre;Thriller, Mystery, Crime, Romance, Drama, History;6.4;9308;2000
Crève Smoochy, crève !;Comedy, Thriller, Drama, Crime;6.3;43676;2000
Petites misères;Comedy, Drama;5.6;139;2000
Spy game - Jeu d'espions;Thriller, Action, Crime;7.1;172394;2000
Yamakasi : Les Samouraïs des temps modernes;Drama, Action, Crime;6.1;13611;2000
Dakota Bound;Adventure, ScienceFiction, Action, Sci-Fi;3.4;256;2000
K-19 : Le Piège des profondeurs;Thriller, Mystery, War, Drama, History;6.7;69733;2000
Carrément à l'Ouest;Comedy, Drama;6.0;205;2000
Tout le monde y pense;Thriller, Drama;6.9;1090;2000
The Fall of the Louse of Usher: A Gothic Tale for the 21st Century;Comedy, , Fantasy, Horror;4.2;384;2000
Little Senegal;Drama;6.9;446;2000
Ceci est mon corps;Drama;5.3;237;2000
Confession d'un dragueur;Comedy;4.7;223;2000
De l'amour;Drama;5.4;475;2000
La fille de son père;Drama;6.2;60;2000
Au coeur du rock;Comedy, Drama, Music;6.0;1759;2000
Betty Fisher et autres histoires;Comedy, Thriller, Drama, Crime;6.8;1677;2000
Laissez-passer;Drama, War, History, Biography;6.9;1669;2000
Ma femme est une actrice;Comedy, Romance, Drama;6.4;3801;2000
Et là-bas, quelle heure est-il ?;Romance, Drama;7.3;5479;2000
Même pas mal;Comedy, Drama;6.4;551;2000
Dôlé (L'argent);Drama, Crime;6.5;82;2000
Dr. Babasaheb Ambedkar;History, Biography;8.8;2886;2000
Les trois Eve;Comedy, Romance, Drama, ScienceFiction;5.3;1994;2000
Les p'tits genies 2;Comedy, Family, Sci-Fi;1.5;31988;2000
Plain Jane;Romance, Drama, War;4.6;299;2000
Le Baiser du dragon;Thriller, Action, Crime;6.6;68165;2000
Un tueur aux trousses;Thriller, Drama, Crime, Action;5.3;2881;2000
18 ans après;Comedy, Romance, Drama;4.6;683;2000
Les enfants des photos;Comedy, Drama;6.1;139;2000
Happy Now;Comedy, Thriller;5.9;601;2000
National Security;Comedy, Action, Crime;5.6;56294;2000
15 août;Comedy;5.6;997;2000
Absolument fabuleux;Comedy;4.6;1049;2000
Le fossé des générations est un lit douillet;Comedy, Romance;6.5;110;2000
K-PAX - L'homme qui vient de loin;ScienceFiction, Drama, Mystery, Sci-Fi;7.4;197424;2000
The Spring to Come;Drama;4.7;555;2000
Kurtz;Comedy, Romance;4.6;456;2000
L'adversaire;Drama, Crime, Mystery;6.7;4149;2000
La chambre des officiers;Romance, Drama, War;7.4;1771;2000
Mariage et conséquences;Comedy, Romance, Drama;7.1;1504;2000
Ararat;Drama, War, History;6.3;14932;2000
Distant Shadow;, Thriller, Mystery, Horror;5.0;207;2000
It's all about love;Thriller, ScienceFiction, Romance, Drama, Sci-Fi;5.3;9980;2000
Pas d'histoires!;Comedy, Drama, Animation;6.5;52;2000
My Brother Tom;Drama;6.8;1017;2000
Sur mes lèvres;Romance, Thriller, Drama, Crime;7.3;16945;2000
Tanguy, 28 ans, habite encore chez ses parents;Comedy;6.4;7563;2000
Johnny English;Comedy, Adventure, Action;6.3;180145;2000
Un moment de bonheur;Drama;6.2;122;2000
Vera;Horror, ScienceFiction, Drama, Mystery;5.9;130;2000
24 Hour Party People;Comedy, Drama, Music, Biography;7.3;40819;2000
Callas Forever;Music, Romance, Drama, Biography;6.4;2583;2000
Intervention divine;Comedy, Romance, Drama;6.6;4109;2000
Club Le Monde;Comedy, Romance, Drama;5.6;157;2000
Le doux amour des hommes;Drama;6.5;159;2000
South Kensington;Comedy, Romance;4.6;714;2000
Where Eskimos Live;Drama, Action;6.7;492;2000
Cyberflic;Comedy, Crime, Sci-Fi;4.4;553;1990
Au bonheur des hommes;Comedy, Romance;4.8;194;2000
Rue des plaisirs;Romance, Drama;5.3;828;2000
Betelnut Beauty;Romance, Drama;6.4;466;2000
Mafia Love;Comedy, Action, Crime;5.1;10429;2000
Out of Bounds;Romance, Thriller, Drama;4.5;363;2000
Fogbound;Thriller, Drama;4.9;218;2000
Lawless Heart;Comedy, Romance, Drama;6.6;1458;2000
Puckoon;Comedy;5.7;400;2000
Beijing Bicycle;Drama;7.2;4828;2000
Pour un garçon;Comedy, Romance, Drama;7.1;196086;2000
Blueberry : L'Expérience secrète;Fantasy, Adventure, Western;5.2;12531;2000
Café de la plage;Comedy, Drama;6.0;125;2000
Cum to Live;Comedy, Thriller;5.6;89;2000
Daresalam;Drama, War;7.0;72;2000
Dogville;Thriller, Drama, Crime;8.0;164060;2000
All Night Bodega;Drama;6.8;91;2000
Les Rebelles de la ferme;Comedy, Family;4.9;97;2000
Jurassic Trash;Comedy, Fantasy, Horror, Sci-Fi;5.3;70;1990
L'ange de goudron;Drama;6.8;284;2000
Hotel;Comedy;4.1;2196;2000
Revelation;ScienceFiction, Adventure, Horror, Fantasy, Drama;4.6;1704;2000
Spider;Thriller, Drama, Mystery;6.7;42362;2000
L'emploi du temps;Drama;7.3;5140;2000
Justine: In the Heat of Passion;Romance, Adventure, Comedy;4.1;170;1990
Night of Vampyrmania;Comedy, Horror;5.6;15;1990
Dark Blue;Thriller, Drama, Crime, Action;6.6;24892;2000
Time Demon;ScienceFiction, Horror, Action, Comedy, Sci-Fi;4.9;58;1990
Anne Frendo;Romance, , Drama;5.4;95;2000
The Navigators;Comedy, Drama;6.9;3218;2000
The Barber;Mystery, Crime, Horror;5.7;1387;2000
Twentyman;Comedy, Action, Crime;6.0;3935;2000
Bloody Sunday;Drama, War, History;7.6;26223;2000
Carnages;Comedy, Romance, Drama;6.1;756;2000
Dog Soldiers;Thriller, Action, Horror;6.8;68617;2000
Le Vicaire;Drama, Crime, History, Biography;7.2;15337;2000
Femme fatale;Thriller, Mystery, Crime, Romance, Drama;6.2;38568;2000
Le gourou et les femmes;Comedy, Romance, Music;5.4;15659;2000
Iris;Romance, Drama, Biography;7.0;19501;2000
Le loup de la côte Ouest;Drama, Crime, Mystery;5.7;93;2000
Killing Angel;Thriller, Crime, Horror, Action, Romance;6.2;795;2000
My Little Eye;Thriller, Mystery, Horror;5.5;13263;2000
Nid de guêpes;Thriller, Action, Crime;6.7;5863;2000
Pesvebi;Drama;8.8;1212;1980
Le Raid;Adventure, Action, Family, Comedy, Drama;3.5;1029;2000
La petite moutarde qui monte au nez;Comedy, Drama, Action, Crime;6.6;44347;2000
Dina;Drama;6.5;5805;2000
Les marins perdus;Adventure, Drama;5.3;239;2000
Sexy Boys;Comedy;4.5;782;2000
Vivante;Drama;6.1;227;2000
Gangsters;Drama, Action, Crime;6.4;947;2000
The Ghost of Greville Lodge;Family, Mystery;5.7;403;2000
Riders;Thriller, Action, Crime;5.4;6237;2000
Autour de Lucy;Comedy, Romance;5.9;3626;2000
Mike Bassett: England Manager;Comedy, Sport;6.8;7380;2000
The Emperor's New Clothes;Comedy, Romance, Drama;6.8;2816;2000
The Mystic Masseur;Comedy, Drama, Biography;5.8;481;2000
Plein gaz;Comedy, ScienceFiction, Family, Sci-Fi;3.8;6318;2000
The eXtremists;Thriller, Adventure, Action;4.4;5808;2000
Millennium Mambo;Romance, Drama;7.0;7565;2000
Gypsy Woman;Romance;5.8;283;2000
Je rentre à la maison;Comedy, Drama;6.8;1938;2000
Kandahar;Drama;6.8;7183;2000
No Man's Land;Action, War, Comedy, Drama, History;7.9;49731;2000
Mr Garden;Comedy, Crime;6.3;7296;2000
Pau et son frère;Drama;6.2;244;2000
La repentie;Drama, Crime;5.3;468;2000
8 femmes;Thriller, Mystery, Crime, Musical, Comedy;7.0;35347;2000
And Now... Ladies and Gentlemen...;Romance, Thriller, Drama, Crime;6.1;2439;2000
L'auberge espagnole;Comedy, Romance, Drama;7.3;43454;2000
Le baiser de l'ours;Fantasy, Romance, Drama;5.9;994;2000
Le boulet;Comedy, Adventure, Action;6.0;5553;2000
Butterfly Man;Romance, Drama;4.9;285;2000
Demonlover;Thriller, Drama, Mystery;5.9;6789;2000
Couac, le vilain petit canard;Comedy, Music, Family, Animation;6.3;32;2000
Fleurs de sang;Drama;5.3;91;2000
Gagner la vie;Drama;6.6;177;2000
Lundi matin;Comedy, Romance, Drama;6.8;1146;2000
Martha... Martha;Drama;6.8;205;2000
Petit Potam;Animation;6.5;26;2000
