tconst;id;frenchTitle;primaryTitle;averageRating;runtimeMinutes;genres;startYear;overview;directors;acteurs;poster_path;video;frenchOverview
tt0294594;10943;Les témoins;The Gathering;5.6;92;Horror, Thriller;2003;Cassie Grant (Christina Ricci) is a young girl from the United States who is wandering through England on foot. On her way to Ashby Wake Cassie is hit by a car. The driver of the car, Mrs Marion Kirkman (Kerry Fox), immediately calls an ambulance. During an examination at the local hospital the doctor comes to the conclusion that Cassie only has some scratches and not even a concussion, but Cassie has lost her memory due to the accident. She only knows her name and mother country, but she does not know which town she comes from, who her family is and why she is in England.;Brian Gilbert;Christina Ricci, Ioan Gruffudd, Stephen Dillane;https://image.tmdb.org/t/p/original//b3BERSAca86KM1udQ6lAhf9q0Ns.jpg;Non disponible;A Ashby Wake, une petite ville dans la campagne anglaise, la découverte des ruines enfouies d'une église du premier siècle révèle une scène unique : la croix du Christ tourne le dos à la nef et fait face à un étrange bas-relief représentant une assemblée de personnages venus observer le supplice.  Le même jour, non loin de là, Cassie, une jeune touriste américaine, se fait renverser par une voiture et perd la mémoire. Hébergée par une famille d'Ashby Wake, Cassie devient la victime d'étranges et terrifiantes visions.
tt0294870;1833;Rent;Rent;6.8;135;Drama, Romance, Musical;2005;This rock opera tells the story of one year in the life of a group of bohemians struggling in late 1980s East Village, New York, USA. The film centers around Mark and Roger, two roommates. While a  tragedy has made Roger numb to new experiences, Mark begins capturing their world through his attempts to make a personal movie. In the year that follows, they and their friends deal with love, loss, and working together.;Chris Columbus;Taye Diggs, Wilson Jermaine Heredia, Rosario Dawson;https://image.tmdb.org/t/p/original//pRl3DHOsIixdLcfHu6EID69eoL2.jpg;Non disponible;Deux amis, Mark et Roger, partagent un appartement à New York. Mark, vidéaste, filme sans cesse son entourage, tandis que Roger, atteint du sida, rêve d'écrire une dernière chanson avant que la maladie de l'emporte. Sa rencontre avec Mimi, jeune toxicomane séropositive, changera sa vie. Se sachant condamnés, les deux amoureux connaîtront un amour aussi fiévreux qu'éphémère.
tt0295178;818;Austin Powers dans Goldmember;Austin Powers in Goldmember;6.2;94;Adventure, Crime, Action, Comedy, ScienceFiction;2002;The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.;Jay Roach;Mike Myers, Beyoncé, Seth Green;https://image.tmdb.org/t/p/original//6Yzxy8mLECEkjyetXcLBxBQHGbn.jpg;Non disponible;Après avoir appris que son père a été enlevé, Austin Powers doit se rendre en 1975 et vaincre le méchant et bien nommé Goldmember, et qui travaille avec le Dr Evil.
tt0295238;32625;Personal Velocity;Personal Velocity;6.4;86;Drama, Romance;2002;In a series of three vignettes, three women in turn struggle to free themselves from the men who restrict their personal freedom.;Rebecca Miller;Kyra Sedgwick, Parker Posey, Fairuza Balk;https://image.tmdb.org/t/p/original//2Jkt0PQBU2lmSm4zQcyJBWvRGpv.jpg;Non disponible;
tt0295254;9544;Terreur;Feardotcom;3.4;101;Crime, Horror, Thriller;2002;When four bodies are discovered among the industrial decay and urban grime of New York City, brash young detective Mike Reilly teams with ambitious Department of Health researcher Terry Huston to uncover the cause behind their violent and inexplicable deaths. The only common factor shared by the victims? Each died exactly 48 hours after logging onto a website called feardotcom.;William Malone;Stephen Dorff, Natascha McElhone, Stephen Rea;https://image.tmdb.org/t/p/original//cyZjvUS5ZcfEvrAXcWtD8a7fnm4.jpg;Non disponible;"Mike Reilly, un jeune inspecteur new-yorkais, se trouve confronté à plusieurs morts horribles, probablement consécutives à une mystérieuse épidémie. Epaulé d'une ambitieuse chercheuse du Département de la Santé, Terry Huston, il découvre l'existence d'un site Internet, Terreurpointcom, sur lequel les victimes se sont connectées deux jours avant leur décès. L'épidémie dissimulerait en fait une série de meurtres, orchestrés par une ""veuve noire"" qui hante le réseau et cherche à se venger.Mike ne tarde pas à se connecter au fameux site. Il dispose dorénavant de 48 heures pour trouver et détruire cet esprit démoniaque, sinon il subira le même sort que les autres victimes."
tt0295289;9582;Ivresse et conséquences;A Guy Thing;5.6;101;Comedy, Romance;2003;Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.;Chris Koch;Jason Lee, Julia Stiles, Selma Blair;https://image.tmdb.org/t/p/original//cnLZdCZWLdFwlPeBYAAVuBsJMkp.jpg;Non disponible;Au lendemain de son enterrement de vie de garçon, le futur marié se réveille aux côtés d'une parfaite inconnue. Incapable de se souvenir de cette nuit bien arrosée, il craint d'avoir trompé sa fiancée. Il tente alors de cacher la vérité à son entourage et mène paralllèlement son enquête sur cette fille.
tt0295297;672;Harry Potter et la Chambre des secrets;Harry Potter and the Chamber of Secrets;7.4;161;Fantasy, Adventure, Family;2002;Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.;Chris Columbus;Daniel Radcliffe, Rupert Grint, Emma Watson;https://image.tmdb.org/t/p/original//8KpHRokGpiaqEGpjYe0rpywtvUx.jpg;https://www.youtube.com/watch?v=Z3T8PuWuoL0;Après de très mauvaises vacances passées chez ses odieux oncle et tante et son affreux cousin, Harry rejoint, non sans mal, l'École des Sorciers où, avec ses amis Ron et Hermione et l'aide ponctuelle de nouveaux venus, il parvient à élucider le mystère de la Chambre des secrets, malgré les pièges tendus par ses ennemis et sans le concours de Lockhart, un nouveau professeur fanfaron et lâche, chargé pourtant de vaincre les Forces du Mal.
tt0295427;13908;Le maître du déguisement;The Master of Disguise;3.4;80;Adventure, Comedy, Family;2002;A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!;Perry Andelin Blake;Dana Carvey, Jennifer Esposito, Harold Gould;https://image.tmdb.org/t/p/original//lobJiTBzjfv4L2wr9Tt0DpEnrK.jpg;Non disponible;"Pistachio Disguisey, serveur dans le restaurant italien de son père Fabbrizio, ne comprend pas pourquoi ce dernier ne peut s'empêcher d'imiter ses clients et de se déguiser. Son père lui apprend bientôt qu'il a hérité d'un don particulier et qu'il descend d'une lignée de maîtres du déguisement capables de prendre n'importe quel aspect en un temps record. Avec l'aide de Jennifer, une sublime assistante, Pistachio développe peu à peu ses talents et se lance à la poursuite de Devlin Bowman, un terrible criminel qui, entre-temps, a enlevé ses parents pour utiliser les dons de Fabbrizio et s'emparer des plus grands trésors de ce monde."
tt0295682;23305;The Warrior;The Warrior;6.6;86;Drama, Adventure;2001;In feudal India, a warrior (Khan) who renounces his role as the longtime enforcer to a local lord becomes the prey in a murderous hunt through the Himalayan mountains.;Asif Kapadia;Irrfan Khan, Puru Chibber, Aino Annuddin;https://image.tmdb.org/t/p/original//eF6DTVSZJE4zXi5UqAfRc08qyYk.jpg;Non disponible;En Inde, Lafcadia, un guerrier redoutable, décide de ne plus être violent et de retourner dans son pays natal. Il se heurte alors à son seigneur qui refuse que l'un de ses meilleurs hommes prenne sa retraite. Il envoie donc des tueurs sur les traces de Lafcadia. Le fils de ce dernier est assassiné et le guerrier crie vengeance.
tt0295700;9902;Détour mortel;Wrong Turn;6.1;84;Horror, Thriller;2003;Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.;Rob Schmidt;Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui;https://image.tmdb.org/t/p/original//mtH0tdL2O1Qw2gyNnW9sm4FLEbr.jpg;Non disponible;Un accident paralyse totalement la circulation. Chris ne veut pas manquer son rendez-vous. Il quitte l'autoroute et s'engage dans un chemin de terre pour contourner l'embouteillage. Alors qu'il s'enfonce dans la forêt, il heurte une voiture bloquée au milieu de la route. Ses occupants partaient camper pour le week-end lorsque les pneus ont étrangement éclaté.Le groupe va chercher de l'aide et trouve une cabane. En pénétrant à l'intérieur, le soulagement laisse vite place au cauchemar. Tétanisés par l'horreur de ce qu'ils découvrent, ils n'ont pas le temps de fuir que les occupants arrivent.
tt0295701;7451;xXx;xXx;5.8;124;Drama, Adventure, Action, Thriller;2002;"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.";Rob Cohen;Vin Diesel, Asia Argento, Marton Csokas;https://image.tmdb.org/t/p/original//4nLTMNCGQ4rKsrlPVMPG4YnxV0k.jpg;Non disponible;Après une série de tests, Xander Cage dit « xXx », un spécialiste des sports extrêmes couvert de tatouages, est recruté par Augustus Gibbons, un agent de la National Security Agency (NSA), pour s’infiltrer dans une organisation criminelle et mettre fin à ses agissements. Dirigée par un certain Yorgi, celle‐ci se fait appeler « Anarchie 99 » et son siège se situe à Prague, en République tchèque. Gibbons est persuadé que Xander Cage réussira là où les espions conventionnels ont échoué.Ce dernier insiste toutefois pour accomplir cette mission à sa façon. Il se présente alors directement à Yorgi et se lie rapidement d’amitié avec lui, l’occasion pour Xander Cage de découvrir les terribles desseins de l’organisation.
tt0295721;2334;Taxi 3;Taxi 3;5.8;84;Crime, Comedy, Action;2003;A gang of thieves calling themselves the Santa Claus Gang are wreaking havoc, and the police can't keep up. Police Captain Gilbert is distracted by a Chinese reporter writing a story on his squad, and taxi driver Daniel is in the midst of a relationship crisis. After a string of mistakes in which the thieves outsmart the police time and time again, Daniel and his super-taxi pitch in.;Gérard Krawczyk;Samy Naceri, Frédéric Diefenthal, Bernard Farcy;https://image.tmdb.org/t/p/original//7WFk7RUzVpOgd8v2SExD7XHjd1y.jpg;Non disponible;C'est décembre à Marseille. Daniel rajoute des options à son taxi et Lili voit rouge. Le commissaire Gilbert est aveuglé par Qiu, sa stagiaire chinoise, et son enquête piétine. Emilien voit des pères Noël partout et Petra s'impatiente. De Marseille à Tignes, de la Canebière aux pistes de ski, l'aventure peut commencer...
tt0295725;45767;Time Changer;Time Changer;5.3;95;Sci-Fi, Family, Drama, Fantasy, ScienceFiction;2002;"The year is 1890 and Bible professor Russell Carlisle has written a new manuscript entitled ""The Changing Times"". His colleague, Dr. Norris Anderson, believes that what Carlisle has written could greatly affect the future of coming generations and, using his secret time machine, Anderson sends Carlisle over 100 years into the future, offering him a glimpse of where his beliefs will lead.";Rich Christiano;D. David Morin, Gavin MacLeod, Hal Linden;https://image.tmdb.org/t/p/original//cqkfKoK5YLqrOhvnsqdz9Zbgni6.jpg;Non disponible;
tt0295743;45044;Vendredi soir;Friday Night;6.7;90;Drama, Romance;2002;Paris, 1995. Laure is about to meet friends for dinner. But on her way out, she discovers that the entire city is stalled by a massive transit strike. When she offers a handsome stranger a ride, Laure takes a highly charged, impossibly erotic detour.;Claire Denis;Valérie Lemercier, Vincent Lindon, Hélène de Saint-Père;https://image.tmdb.org/t/p/original//3HQxf7cpl3rucUKVF2Gzmk1o2bk.jpg;Non disponible;En novembre-décembre 1995, les grèves des transports paralysent Paris. Laure, une jeune femme, décide après mûre réflexion de s'installer chez son fiancé, François, médecin de profession. Ce vendredi soir, elle quitte son appartement vide, où elle n'est plus vraiment chez elle, pour aller dîner chez Marie et Bernard.  Alors qu'elle est prise dans les embouteillages, un auto-stoppeur, vêtu d'une veste de cuir et se nommant Jean, monte dans sa voiture. Une attirance mutuelle naît rapidement de cette rencontre et les amène à passer la nuit ensemble. Cette brève aventure va bouleverser l'existence, jusque-là très ordonnée, de Laure, mais leur liaison aura-t-elle un avenir ?
tt0296166;30309;Ana;Real Women Have Curves;6.9;90;Drama, Comedy;2002;Freshly graduated from high school, Ana receives a full scholarship to Columbia University. Her very traditional, old-world parents feel that now is the time for Ana to help provide for the family, not the time for college.;Patricia Cardoso;America Ferrera, Lupe Ontiveros, Ingrid Oliu;https://image.tmdb.org/t/p/original//yqhGc2ZdtWl422aLVKRsnFKekSa.jpg;Non disponible;"Ana vient de réussir brillamment sa dernière année au lycée et s'apprête à entrer à l'université. L'avenir s'annonce radieux. Et le campus de Columbia devient un horizon bien plus attrayant que le quartier est de Los Angeles où elle a grandi. Seulement, pas facile de décider de son avenir quand on étouffe au sein d'une famille latino ! Si son père aimerait bien la soutenir, mais craint de briser l'unité familiale. Sa mère, elle, estime que l'heure n'est plus aux études et qu'il est temps de gagner de l'argent. Partagée entre son ambition et sa loyauté, Ana accepte de passer l'été à travailler dans l'usine de sa sœur où, pour des salaires de misère, des ouvrières fabriquent des robes de haute couture. Des modèles qui semblent devoir toujours rester comme leurs rêves à elles: inaccessibles..."
tt0296572;2789;Les Chroniques de Riddick;The Chronicles of Riddick;6.6;119;ScienceFiction, Adventure, Action, Sci-Fi;2004;After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.;David Twohy;Vin Diesel, Judi Dench, Colm Feore;https://image.tmdb.org/t/p/original//5UqOPbrCuxjU9AJ6vwhTnQcv8gS.jpg;Non disponible;Une lourde menace pèse sur l’univers. Planète après planète, les féroces Necromongers étendent leur empire, ne laissant aux populations conquises qu’une alternative : se convertir ou mourir. Et c’est ainsi que le plus improbable sauveur de la galaxie est tiré de son exil et appelé à la rescousse…
tt0296845;50573;La gardienne des secrets;Little Secrets;6.4;96;Drama, Comedy, Family;2001;Emily is a plucky preteen who is entrusted with her young neighbors' most private and cherished secrets. Every Wednesday, Emily sets up a booth in her backyard that regularly attracts the guilty young souls of the neighborhood. These include Philip, whose clumsiness and his interest in Emily make him a challenging client. But complications ensue when she suddenly finds it difficult to keep all of her neighbors' secrets to herself.;Blair Treu;Evan Rachel Wood, Michael Angarano, David Gallagher;https://image.tmdb.org/t/p/original//rIIIeV0qcKjXkrix7c3B9JD1icE.jpg;Non disponible;Pendant ses vacances d'été, une jeune violoniste met au point un petit commerce : contre 50 cents, elle garde vos secrets. Mais certains secrets sont bien lourds à porter.
tt0297037;37964;Brown Sugar;Brown Sugar;6.5;109;Drama, Comedy, Music, Romance;2002;Friends since childhood, a magazine editor and a hip-hop record executive stumble into romantic territory.;Rick Famuyiwa;Taye Diggs, Sanaa Lathan, Yasiin Bey;https://image.tmdb.org/t/p/original//hKltNdfxKg28mOgFwizNyhIFkJ2.jpg;Non disponible;Deux amis d'enfance, un rédacteur en chef et une directrice de maison de disques spécialisée dans le hip hop, tombent amoureux.
tt0297162;10167;Mission Alcatraz;Half Past Dead;4.6;98;Crime, Action, Thriller;2002;A man goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there, he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.;Don Michael Paul;Morris Chestnut, Steven Seagal, Matt Battaglia;https://image.tmdb.org/t/p/original//mTUWlZqkkee3A1aCvTx2LerupB1.jpg;Non disponible;Alcatraz vient de rouvrir. C'est aujourd'hui une prison de très haute sécurité, bénéficiant des toutes dernières techniques de surveillance. Alors que Sascha, un agent du FBI, s'y trouve enfermé pour une mission secrète, un commando prend d'assaut le célèbre pénitencier afin de faire libérer Lester, un détenu condamné à mort. Ce dernier est en fait le seul à connaître l'endroit où est cachée une somme de plus de deux cent millions de dollars. Sascha va avoir fort à faire face à cette bande de criminels extrêmement dangereux et organisés.
tt0297181;8427;Espion et demi;I Spy;5.4;97;Thriller, Adventure, Action, Comedy;2002;When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.;Betty Thomas;Eddie Murphy, Owen Wilson, Famke Janssen;https://image.tmdb.org/t/p/original//scPMPA14mfnciTYe9gklkzT6tIA.jpg;Non disponible;Lorsque le prototype d'un avion espion des plus sophistiqués, le Double Sabre, est dérobé au gouvernement américain, Alex Scott, un agent secret, est appelé en urgence pour le retrouver. Ce qu'il ne sait pas c'est qu'il va devoir faire équipe avec un champion du monde de boxe très suffisant et sûr de lui, Kelly Robinson. Leur mission sera d'utiliser leurs dons complémentaires pour attraper Arnold Gundars, vendeur d'armes illégales très réputé, et reprendre possession de l'avion. Mais Alex tombera rapidement sous le charme de Rachel, sa collègue venue lui prêter main forte.
tt0297284;16617;Profession profiler;Mindhunters;6.3;106;Crime, Mystery, Horror, Thriller;2004;Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.;Renny Harlin;Val Kilmer, LL Cool J, Christian Slater;https://image.tmdb.org/t/p/original//oukjhnf2sdHTldgy3xIS5t51kxb.jpg;Non disponible;Sept jeunes agents parmi les plus prometteurs du FBI n'ont plus qu'un ultime test à passer pour devenir des profileurs psychologiques. Jake Harris, chargé de leur entraînement, n'est pas un agent comme les autres. La dernière épreuve qu'il leur a concocté va se révéler plus vraie que nature, au risque de leur coûter la vie...Isolés sur une île, coupés du monde, les jeunes agents vont rapidement découvrir qu'un véritable serial killer se cache parmi eux.
tt0297753;11572;Gaïna;Kaena: The Prophecy;6.0;92;Animation, Adventure, Family;2003;Compelled by a mysterious force, Kaena, a rebellious, high-spirited teenage girl will defy the High Priest and her people's ancestral beliefs to take the perilous journey through the Axis and discover what dark secrets lie beyond the clouds.;Chris Delaporte, Pascal Pinon;Kirsten Dunst, Anjelica Huston, Richard Harris;https://image.tmdb.org/t/p/original//2fPRDTrHHcJtYruX5Alty7WTsAq.jpg;Non disponible;L'Axe est un arbre gigantesque qui s'élève au-delà des nuages. Sur ses hautes branches vit une petite communauté imaginaire en danger de mort. La sève a en effet tendance à se raréfier. Les dieux sont implorés en vain. Kaena, une jeune fille déterminée et rebelle, défie le Grand Prêtre et les croyances ancestrales. Allant à l'encontre des siens, elle se lance dans un périlleux voyage pour découvrir quels sombres desseins se cachent derrière les nuages.
tt0297884;10712;Loin du paradis;Far from Heaven;7.3;107;Drama, Romance;2002;In 1950s Connecticut, a housewife's life is upended by a marital crisis and mounting racial tensions in society.;Todd Haynes;Julianne Moore, Dennis Quaid, Dennis Haysbert;https://image.tmdb.org/t/p/original//nvBUhaOpl2RsiJ95QBetJhqwdX5.jpg;Non disponible;Dans l'Amérique provinciale des années cinquante, Cathy Whitaker est une femme au foyer exemplaire, une mère attentive, une épouse dévouée. Son sourire éclatant figure souvent dans les colonnes du journal local.Cathy sourit toujours. Même quand son mariage s'effondre, même quand ses amies l'abandonnent. Quand l'amitié qui la lie à son jardinier provoquera un scandale, elle sera forcée, derrière son sourire, d'affronter la réalité.
tt0298082;11958;Ni pour, ni contre (bien au contraire);Not for, or Against (Quite the Contrary);6.4;111;Crime, Drama;2003;"""Ni Pour, Ni Contre"" tracks the fall of a young TV camerawoman, Caty, after she becomes involved with a group of petty criminals and their enigmatic leader, Jean. The gang lives hand-to-mouth until the day Jean plans a daring bank robbery. Although other gang members feel out of their league, Jean persuades them to take part and Caty finds herself in a hellish world of betrayal, violence and murder.";Cédric Klapisch;Marie Gillain, Vincent Elbaz, Simon Abkarian;https://image.tmdb.org/t/p/original//rgd2DStNLE8zblUPJcez6r3Y3b5.jpg;Non disponible;Caty, une jeune fille de 27 ans, travaille depuis quelques années comme caméraman pour le journal télévisé. Elle fait bientôt la rencontre d’une bande de malfrats qui ont besoin de quelqu’un pour filmer leur prochain braquage. Elle accepte leur proposition et découvre la vie de ces charismatiques gangsters. Tentée par leur vie de pacha, Caty devient leur complice, quitte à risquer la prison. Elle accepte même de participer à un dernier gros coup avec la bande : l’attaque d’un dépôt de transfert où sont garés des fourgons blindés remplis d’argent. Caty aura pour mission de séduire le patron du dépôt.
tt0298130;565;Le Cercle;The Ring;7.1;115;Mystery, Horror;2002;Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.;Gore Verbinski;Naomi Watts, Martin Henderson, Brian Cox;https://image.tmdb.org/t/p/original//pUOsQIEdQYjZruGvIoQTuQK63as.jpg;Non disponible;Lorsque sa nièce trouve la mort foudroyée par la peur une semaine après avoir visionné une mystérieuse cassette vidéo, Rachel Keller, une journaliste de Seattle, décide d'enquêter sur ce fameux enregistrement. Aidée de son ex-mari Noah, elle découvre que cette cassette est porteuse d'une étrange malédiction : quiconque la visionne est condamné à périr dans de terribles circonstances. Rachel prend tout de même le risque de regarder l'enregistrement. Le téléphone sonne alors, le décompte mortel s'enclenche : la jeune femme ne dispose plus que de sept jours pour sauver sa vie et celle de son fils. Sept jours pour tenter de déjouer le sortilège du Cercle…
tt0298148;809;Shrek 2;Shrek 2;7.4;93;Adventure, Comedy, Family, Fantasy, Animation, Romance;2004;Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.;Andrew Adamson, Kelly Asbury;Mike Myers, Eddie Murphy, Cameron Diaz;https://image.tmdb.org/t/p/original//2e8hcPLaWjLXdQLgdi5otr4Jj9L.jpg;Non disponible;Devenus de jeunes mariés, Shrek et Fiona rentrent de leur heureuse lune de miel. Ils sont invités par les parents de Fiona à venir dîner dans leur royaume, à Far Far Away. Mais ils ne se doutent pas que leur fille est devenue une ravissante ogresse… Ce mariage met par ailleurs en péril l’avenir et les projets les plus secrets du Roi…
tt0298203;65;8 Mile;8 Mile;7.2;110;Drama, Music;2002;For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.;Curtis Hanson;Eminem, Brittany Murphy, Kim Basinger;https://image.tmdb.org/t/p/original//9DUYN04hWHVy1tAf8MhXK1vAZ.jpg;Non disponible;À Detroit, en 1995, Jimmy Smith Jr. a des rêves plein la tête, mais il lui manque encore les mots pour les exprimer. Sa vie d’adolescent se déroule entre banlieue blanche et quartiers noirs, le long de cette ligne de démarcation que l’on nomme 8 Mile Road. En dépit de tous ses efforts, Jimmy n’a jamais franchi cette barrière symbolique et continue d’accumuler les déboires familiaux, professionnels et sentimentaux.Un jour, il participe à un clash – une joute oratoire de rappeurs – où il doit faire face à Papa Doc, le chef de la bande des « Leaders du Monde Libre ». Paralysé par le trac, il reste muet et doit quitter la scène sous les huées de la foule. Cette nouvelle humiliation l’oblige à un salutaire examen de conscience. Quelques jours plus tard, Jimmy se retrouve forcé de tenter un come‐back…
tt0298296;17774;Point d'impact;Derailed;3.9;89;Action, Thriller;2002;NATO operative Jacques Kristoff (Jean-Claude Van Damme) is summoned into action—on his birthday, no less—to track down Galina Konstantin (Laura Harring), who has stolen an extremely valuable and dangerous top-secret container from the Slovakian Government.  Finding Galina doesn't take long, and Jacques must wrap up the mission by returning Galina and the contraband to his superiors by train.  Things seem to be going smoothly as Jacques and Galina board the train posing as a couple, but soon all hell breaks loose.;Bob Misiorowski;Jean-Claude Van Damme, Tomas Arana, Laura Harring;https://image.tmdb.org/t/p/original//33gRphjOaGtqZbp3AlCU3T3tzkg.jpg;Non disponible;Jacques Kristoff, un agent spécial, est dans un train qui va de Slovaquie en Allemagne. Il doit escorter Galin, une espionne, mais le train est pris en otage par des terroristes qui demandent une arme bio-chimique en échange des otages.
tt0298337;14453;Libérez Jimmy;Free Jimmy;5.9;86;Animation, Comedy;2006;Four stoners, five vegans, three mobsters, four hunters and a million reasons to free one junkie elephant.;Christopher Nielsen;Woody Harrelson, Simon Pegg, Phil Daniels;https://image.tmdb.org/t/p/original//4Dp7vtFuTzb3iALzgBDxyZPzJBI.jpg;Non disponible;"L'histoire de quatre truands paumés, Roy Arnie, Odd, Gaz et Flea, qui ont été arrachés de leurs zones pour travailler avec Igor Stromowski dans un cirque itinérant russe en pleine déchéance. La coqueluche du cirque, Jimmy, est un éléphant que l'on shoote au quotidien pour qu'il reste ""high"" dans tous ses shows. Roy Arnie rêve qu'un jour il dirigera son propre cirque et il est convaincu que Jimmy est la clé de son succès. Le soir de la première, Jimmy s'échappe après avoir manqué sa dose et c'est le branle-bas de combat pour le retrouver avant qu'il ne soit sevré..."
tt0298388;15173;Jonas et les Végétaloufs;Jonah: A VeggieTales Movie;6.5;82;Adventure, Comedy, Family, Animation, Music;2002;Get ready as Bob the Tomato, Larry the Cucumber and the rest of the Veggies set sail on a whale of an adventure in Big Idea's first full-length, 3-D animated feature film. This is the story of Jonah and the Whale as you've never seen it before - a story where we learn that one of the best gifts you can give - or get - is a second chance.;Phil Vischer, Mike Nawrocki;Phil Vischer, Mike Nawrocki, Tim Hodge;https://image.tmdb.org/t/p/original//r048Ij0WYIGVzDB7ndARhyOJVb8.jpg;Non disponible;Alors que les Végétaloufs attendent une dépanneuse, des pirates leur racontent l'histoire d'une asperge en mission divine qui finit dans le ventre d'une baleine.
tt0298408;13819;Laurel Canyon;Laurel Canyon;6.4;103;Drama;2002;Laurel Canyon focuses on Sam and Alex, a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Enter Jane, Sam's estranged mother, a successful record producer, who's more than willing to put the couple up in her lavish digs. As Sam and Alex settle in at Jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment.;Lisa Cholodenko;Frances McDormand, Alessandro Nivola, Christian Bale;https://image.tmdb.org/t/p/original//40rJW1iXXSLdmBl0ihUeDc2ZNQw.jpg;Non disponible;Un étudiant en médecine à la vie très rangée déménage à Los Angeles avec sa fiancée pour habiter chez sa mère. Mais celle-ci vit sa liberté au rythme du rock'n roll. Productrice de disques, affranchie et indépendante, elle cherche à lancer un groupe de rock dont elle couche avec le chanteur...
tt0298504;10918;L'amour, six pieds sous terre;Undertaking Betty;6.5;94;Comedy, Romance;2002;A politician's wife and the mortician who has secretly loved her for years plan to fake her death so they can run away together.;Nick Hurran;Brenda Blethyn, Alfred Molina, Christopher Walken;https://image.tmdb.org/t/p/original//zAXWOj1qznqWWVcXpZ0JZOgvSp2.jpg;Non disponible;A Wrottin-Powys, Boris, entrepreneur de pompes funèbres, et Betty, femme au foyer insatisfaite, se retrouvent réunis le jour où la belle-mère de Betty meurt, et leur amour de jeunesse recommence. Entre-temps, un nouvel entrepreneur de pompes funèbres s'installe dans le village pour révolutionner le métier en ayant recours à des méthodes publicitaires pour attirer le chaland.
