tconst;id;frenchTitle;primaryTitle;averageRating;runtimeMinutes;genres;startYear;overview;directors;acteurs;poster_path;video;frenchOverview
tt0107943;1245;Les vestiges du jour;The Remains of the Day;7.8;134;Drama, Romance;1993;A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.;James Ivory;Anthony Hopkins, Emma Thompson, John Haycraft;https://image.tmdb.org/t/p/original//74by6zzrrfr817p1CLkvJKZtQRJ.jpg;Non disponible;Un Américain, Lewis, vient d'acheter la riche et vaste demeure de Darlington Hall. À peine installé, il prie James Stevens, majordome dans la maison depuis plus de 30 ans, de prendre des vacances. Stevens décide d'en profiter pour rendre visite à madame Benn, qu'il connut et aima sans jamais le lui avouer, lorsqu'elle n'était encore que miss Sarah Kenton et œuvrait comme gouvernante à Darlington Hall. Pendant le trajet, Stevens se souvient. Il revoit son maître, lord Darlington, un inépuisable partisan du rapprochement entre l'Allemagne nazie et l'Angleterre, éprouvant encore l'espèce de fidélité qui le liait à cet homme controversé…
tt0107953;28260;Le retour des morts-vivants 3;Return of the Living Dead III;5.9;97;Horror;1993;Having recently witnessed the horrific results of a top secret project to bring the dead back to life, a distraught teenager performs the operation on his girlfriend after she's killed in a motorcycle accident.;Brian Yuzna;J. Trevor Edmond, Melinda Clarke, Kent McCord;https://image.tmdb.org/t/p/original//omh46iIM1wjhqsb5ABCpSKMZpBk.jpg;Non disponible;Curt est le fils du colonel Sinclair, un scientifique qui a dédié sa vie à un étrange projet de recherche. Jumlie est une splendide adolescente dont Curl est éperdument amoureux. Quand Julie meurt dans un accident, Curt utilise le projet de son père pour la ramener à la vie...
tt0107969;7007;Soleil levant;Rising Sun;6.3;129;Crime, Drama, Action, Thriller;1993;When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.;Philip Kaufman;Sean Connery, Wesley Snipes, Harvey Keitel;https://image.tmdb.org/t/p/original//ktW3dtnHTuexLUtIPwxpzYrGzF5.jpg;Non disponible;Deux policiers, dont un vétéran féru de culture japonaise, vont mener l’enquête sur un crime commis dans le milieu nippon de Los Angeles.
tt0107977;8005;Sacré Robin des Bois;Robin Hood: Men in Tights;6.7;104;Adventure, Comedy, Musical;1993;Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.;Mel Brooks;Cary Elwes, Richard Lewis, Roger Rees;https://image.tmdb.org/t/p/original//a2zVlgn1AvVjfT6GLsCpFN9T5kj.jpg;Non disponible;Pendant que le peuple subit l'oppression du prince Jean, Robin des Bois vole aux riches pour donner aux pauvres dans cette parodie du célèbre conte signée Mel Brooks.
tt0107978;5550;RoboCop 3;RoboCop 3;4.2;104;Adventure, Sci-Fi, Crime, ScienceFiction, Action, Thriller;1993;The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.;Fred Dekker;Robert John Burke, Nancy Allen, Mario Machado;https://image.tmdb.org/t/p/original//y1Kt52v15WqNpROR64ivEnnvqtT.jpg;Non disponible;La terreur et la violence règnent de paire dans la ville de Détroit. L'OCP, une multinationale sous l'égide d'un groupe d'hommes d'affaires japonais, décide de construire la ville modèle de «Delta City» sur certains quartiers de l'actuelle ville de Détroit. Pour arriver à ses fins et chasser la population qui vit dans ces immeubles, l'OCP fait appel aux services d'une milice très structurée, qui utilise des mesures ô combien violentes pour chasser les habitants du quartier. Bertha, une jeune femme à la tête de ce groupe de rebelles, refuse de se plier aux exigences de cette firme odieuse, et organise un groupe de résistance.
tt0107979;40487;Robot Wars;Robot Wars;3.9;72;ScienceFiction, Action, Thriller, Sci-Fi;1993;In the year 2041, the rebel Centros are a plague to the survivors of the great toxic gas scare of 1993. A renegade Megarobot pilot and an archaeologist must team up (despite personal differences, a reluctant romance, and official pressure to cease and desist) to thwart the Centro's attempts to resurrect a hidden Megarobot, with which they can challenge the prevailing order.;Albert Band;Don Michael Paul, Barbara Crampton, James Staley;https://image.tmdb.org/t/p/original//wFMbece9Zl1hMgFegROfruDIfGD.jpg;Non disponible;Nous sommes en 2041. La ville abandonnée de Crystal City est devenue un lieu de tourisme. L'Alliance du Nord profite de l'une de ces visites pour présenter son tout nouveau modèle de robot géant en y faisant voyager des touristes. Un dignitaire de l'Alliance de l'Est, le Général Wa-Lee, parvient à s'infiltrer et à détourner le robot avec tous ses occupants et menace d'attaquer le monde libre avec cette technologie surpuissante. Le Capitaine Drake, son fidèle mécanicien et une séduisante archéologue n'ont qu'une seule solution : retrouver à Crystal City un ancien robot et le remettre sur pieds afin de contrecarrer les projets du machiavélique Wa-Lee...
tt0107983;2088;Romeo Is Bleeding;Romeo Is Bleeding;6.5;110;Crime, Drama, Romance;1993;A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.;Peter Medak;Gary Oldman, Lena Olin, Wallace Wood;https://image.tmdb.org/t/p/original//ojXNRpHMXU99UFmF9MKKiJCymKr.jpg;Non disponible;Jack Grimaldi, flic corrompu par Don Falcone, tombe dans les filets de Mona DeMarkov, une autre ponte de la mafia, qui l’entraîne dans une course sordide et infernale où se mêlent sexe, violence et perversion.
tt0107985;21845;La star de Chicago;Rookie of the Year;6.1;103;Fantasy, Comedy, Family;1993;"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.";Daniel Stern;Thomas Ian Nicholas, Gary Busey, Albert Hall;https://image.tmdb.org/t/p/original//kYDzM9JXB65ZtXaCrg985Ec8h2E.jpg;Non disponible;Lorsqu'on lui retire le plâtre de son bras cassé, Henry Rowengartner, 12 ans et maladroit, découvre avec stupeur qu'il a acquis une force et une rapidité surhumaines. Son lancer de balle exceptionnel attire l'attention de l'équipe de baseball des Chicago Cubs en perte de vitesse, qui le recrute comme nouveau lanceur. Avec les conseils d'un ancien sportif (Gary Busey), Henry fait des miracles.
tt0107999;69035;Deception;Deception;5.0;90;Mystery, Thriller;1992;Baseball cards and a food-aid worker help a woman follow her shady husband's money trail around the world.;Graeme Clifford;Andie MacDowell, Liam Neeson, Viggo Mortensen;https://image.tmdb.org/t/p/original//4K5XRQrCfALbGoLBsJb7hUwDZGV.jpg;Non disponible;Restée sans le sou après la disparition de son mari dans un accident d'avion, Bessie Faro découvre la face cachée de son défunt époux, et l'existence de fortunes dispersées dans des comptes en banque à travers le monde. Accompagnée par le séduisant et énigmatique Fergus Lamb, Bessie va de surprise en surprise. Mais quand celles-ci tournent au traquenard, la question se pose : qui veut l'empêcher de remettre la main sur le magot de son mari ?
tt0108000;47889;Ruby in Paradise;Ruby in Paradise;6.9;114;Drama, Romance;1993;Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.;Victor Nunez;Ashley Judd, Todd Field, Bentley Mitchum;https://image.tmdb.org/t/p/original//gk0vbIVYwpXxSf1wQbS2r9IsBoV.jpg;Non disponible;
tt0108002;14534;Rudy;Rudy;7.5;114;History, Drama, Biography, Sport;1993;Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.;David Anspaugh;Sean Astin, Jon Favreau, Ned Beatty;https://image.tmdb.org/t/p/original//fAbfTCRpjHe2rprXBly55KL1dL9.jpg;Non disponible;Rudy Ruettiger a toujours rêvé de jouer au football américain au sein de la prestigieuse équipe de Notre Dame. Malheureusement, le garçon est trop petit pour pratiquer la discipline. Il devra se battre et surmonter de nombreuses épreuves pour accomplir son rêve.
tt0108026;56583;Le saint de Manhattan;The Saint of Fort Washington;7.0;103;Drama;1993;Matthew, a young schizophrenic, finds himself out on the street when a slumlord tears down his apartment building. Soon, he finds himself in even more dire straits, when he is threatened by Little Leroy, a thug who is one of the tough denizens of the Fort Washington Shelter for Men. He reaches out to Jerry, a streetwise combat veteran, who takes Matthew under his wing as a son. The relationship between these two men grows as they attempt to conquer the numbing isolation of homelessness.;Tim Hunter;Danny Glover, Matt Dillon, Rick Aviles;https://image.tmdb.org/t/p/original//pJALJZaUBLU4LBVrFi9SbLZlKIK.jpg;Non disponible;La vie de Jerry, marié et père de famille, bascule lorsque son associé ruine leur affaire au jeu. Il se retrouve à la rue. Matthew, lui, perturbé et abandonné, sort d'un sejour à l'hôpital psychiatrique. Les deux hommes se rencontrent au foyer des sans-logis de Fort Washington et sympatisent. Ils décident de s'en sortir ensemble.
tt0108037;11528;Le gang des champions;The Sandlot;7.8;101;Drama, Comedy, Family;1993;During a summer of friendship and adventure, one boy becomes a part of the gang, nine boys become a team and their leader becomes a legend by confronting the terrifying mystery beyond the right field wall.;David Mickey Evans;Tom Guiry, Mike Vitar, Art LaFleur;https://image.tmdb.org/t/p/original//pXea9T8GUTaaIuuEc3Omceu5Gy.jpg;Non disponible;Scotty Smalls vient d'aménager en ville. Les enfants du quartier le considèrent comme une véritable andouille. Il ne sait même pas jeter une balle de base-ball ! Mais les choses ne tarderont pas à changer lorsque Scotty se joindra à eux sur le terrain de sport…
tt0108045;30361;Dans les griffes d'une blonde;Save Me;4.1;93;Mystery, Thriller;1994;An accountant beleaguered by personal and professional problems gets involved with a femme fatale and her mysterious psychiatrist.;Alan Roberts;Harry Hamlin, Lysette Anthony, Michael Ironside;https://image.tmdb.org/t/p/original//l2U4rHA2Nv2V6DatCeaqDyUPv5J.jpg;Non disponible;
tt0108052;424;La Liste de Schindler;Schindler's List;9.0;195;History, Drama, Biography, War;1993;The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.;Steven Spielberg;Liam Neeson, Ralph Fiennes, Ben Kingsley;https://image.tmdb.org/t/p/original//fLRbv1fGQD0OCPWkFy7PI2sESLj.jpg;Non disponible;Évocation des années de guerre d’Oskar Schindler, fils d’industriel d’origine autrichienne rentré à Cracovie en 1939 avec les troupes allemandes. Il va, tout au long de la guerre, protéger des juifs en les faisant travailler dans sa fabrique et en 1944 sauver 800 hommes et 300 femmes du camp d’extermination d’Auschwitz‐Birkenau.
tt0108065;14291;À la recherche de Bobby Fischer;Searching for Bobby Fischer;7.4;109;Drama, Biography, Sport;1993;A seven-year-old chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer. The film is based on the life of prodigy chess player Joshua Waitzkin.;Steven Zaillian;Joe Mantegna, Ben Kingsley, Max Pomeranc;https://image.tmdb.org/t/p/original//kt2gbK7GZG4GwheS3WwTQVP1Xxi.jpg;Non disponible;New York, années 80. Fred et Bonnie Waitzkin découvrent le talent exceptionnel de leur fils Josh pour les échecs. Ils le confient au professeur Pandolfini pour développer ses capacités. Stupéfait des aptitudes de l'enfant, il lui impose une discipline rigoureuse pour en faire un second Bobby Fischer, champion des Etats-Unis à 14 ans.
tt0108071;11236;Le jardin secret;The Secret Garden;7.3;101;Drama, Family, Fantasy;1993;A young British girl born and reared in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's castle. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' boys, she begins restoring the garden, and eventually discovers some other secrets of the manor.;Agnieszka Holland;Kate Maberly, Maggie Smith, Heydon Prowse;https://image.tmdb.org/t/p/original//9tzWlX6SgOvb4lVvblZJ9FbHYiq.jpg;Non disponible;Une jeune orpheline recueillie par son oncle dans un lugubre manoir du Yorkshire va découvrir en explorant la propriété un jardin laissé à l'abandon. Elle décide d'en faire son domaine et, aidée d'un jeune domestique, elle va redonner vie non seulement au jardin mais également aux habitants de la triste demeure.
tt0108101;10445;Les ombres du coeur;Shadowlands;7.3;131;Drama, Biography, Romance;1993;C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.;Richard Attenborough;Anthony Hopkins, Debra Winger, Julian Fellowes;https://image.tmdb.org/t/p/original//5jTWY1M2O4Zhid4rLOpftzazRGn.jpg;Non disponible;Les amours de C. S. Lewis, brillant professeur d'Oxford et auteur à succès et d'une jeune romancière juive américaine qui va déconcerter ce célibataire endurci.
tt0108122;695;Short Cuts - Les Américains;Short Cuts;7.6;188;Drama, Comedy;1993;Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.;Robert Altman;Andie MacDowell, Julianne Moore, Tim Robbins;https://image.tmdb.org/t/p/original//klBSGQweOLzQzRlF0fGqmiyoiNB.jpg;Non disponible;"Librement inspiré de neuf nouvelles et d'un poème de Raymond Carver, ""Short Cuts"" et un voyage à travers le Los Angeles des années 90, une fresque intimiste ou s'entremêlent les destins contrastés de 22 personnages aux prises avec les drames, les émotions, les plaisirs, les surprises et les hasards de la vie quotidienne."
tt0108147;6279;Sister Act, acte 2;Sister Act 2: Back in the Habit;5.7;107;Comedy, Music, Family;1993;Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.;Bill Duke;Whoopi Goldberg, Kathy Najimy, Maggie Smith;https://image.tmdb.org/t/p/original//x195QLkSpAPzGa76vkK7FIpZ16x.jpg;Non disponible;Deloris a repris ses activités de chanteuse à Las Vegas. Ses anciennes compagnes du couvent Sainte-Catherine l'appellent à l'aide. Deloris se fait bien un peu prier mais elle finit par accepter la mission que lui confient les soeurs. La voici donc professeur de musique, sous l'identité de soeur Mary-Clarence, dans un lycée sinistré de la banlieue de San Francisco, qu'il s'agit pour elle de galvaniser. Ses débuts sont difficiles. Sa classe est un ramassis de cancres et d'insolents, qui lui font subir mille avanies avant de s'incliner devant son infatigable énergie. Une conversation surprise révèle à Deloris que le lycée est menacé de fermeture...
tt0108149;23210;Six degrés de séparation;Six Degrees of Separation;6.8;112;Mystery, Drama, Comedy;1993;The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.;Fred Schepisi;Will Smith, Stockard Channing, Donald Sutherland;https://image.tmdb.org/t/p/original//iPb5mv0xp6Sb2RMoDBH7d9rWEY4.jpg;Non disponible;"À travers l'histoire d'une famille qui se fait berner par un élégant jeune homme, satire sur les rapports de classes, la naïveté de la bourgeoisie américaine libérale et les effets dévastateurs d'une imposture sur la vie d'une famille ""politiquement correcte""."
tt0108160;858;Nuits blanches à Seattle;Sleepless in Seattle;6.8;105;Drama, Comedy, Romance;1993;When Sam Baldwin's wife dies, he is left to bring up his eight-year-old son Jonah alone, and decides to move to Seattle to make a new start. On Christmas Eve, Jonah rings a radio phone-in with his Christmas wish to find a new wife for his dad. Meanwhile in Baltimore, journalist Annie Reed, who is having doubts about her own relationship, is listening in.;Nora Ephron;Tom Hanks, Meg Ryan, Ross Malinger;https://image.tmdb.org/t/p/original//vy5aRLGHL1AwyJN1qRWv7QkgzGF.jpg;Non disponible;Annie Reed, journaliste, s'émeut quand elle entend à la radio l'histoire de Sam Baldwin. Touchée par cette histoire, elle tente d'entrer en contact avec Sam, malgré l'approche de son mariage avec Walter et la distance qui sépare Seattle de Baltimore. C'est le début d'une course à l'amour.
tt0108162;867;Sliver;Sliver;5.1;107;Drama, Thriller;1993;A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.;Phillip Noyce;Sharon Stone, William Baldwin, Tom Berenger;https://image.tmdb.org/t/p/original//8hlrYuan14QjWBdbCAYZG7S1oc5.jpg;Non disponible;Carly Norris vient de divorcer. Une éprouvante épreuve qui la pousse à déménager pour s'installer dans un immeuble high-tech, baptisé « Silver ». Quelques jours après avoir pris possession des lieux, elle apprend que son voisin, avec qui elle avait sympathisé dès son arrivée, s'est défénestré. Un suicide qui vient s'ajouter aux deux accidents mortels que vient de connaître cet étrange immeuble...
tt0108169;41128;Snapdragon;Snapdragon;3.8;98;Mystery, Thriller, Romance;1993;An erotic amnesiac lures a police psychologist into a world of lust and danger.;Worth Keeter;Steven Bauer, Chelsea Field, Pamela Anderson;https://image.tmdb.org/t/p/original//6BRHL9vjzDpQWDRxaefkOJliLKn.jpg;Non disponible;Le jeune sergent Peckham enquête sur une série de meurtres commis par une prostituée lors de relations sexuelles.
tt0108171;9545;Sniper - Tireur d'élite;Sniper;6.1;98;Drama, Action, Thriller, War;1993;Tough guy Thomas Beckett is an US soldier working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller.;Luis Llosa;Tom Berenger, Billy Zane, J.T. Walsh;https://image.tmdb.org/t/p/original//tiwKYVeuGQCMuPJ4ftHspSHVxuW.jpg;Non disponible;Après avoir perdu son caporal au combat, le sergent Thomas Beckett, tireur d'élite d'exception, est décidé à travailler en solo. Mais ce n'est pas du goût de ses supérieurs qui lui imposent un premier de classe, Richard Miller, un champion de tir olympique sans aucune connaissance du terrain. Malgré leurs différences, les deux hommes doivent ensemble réaliser une mission importante : exécuter un général panaméen.
tt0108174;10442;Quand Harriet découpe Charlie;So I Married an Axe Murderer;6.5;93;Crime, Comedy, Romance;1993;"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.";Thomas Schlamme;Mike Myers, Nancy Travis, Anthony LaPaglia;https://image.tmdb.org/t/p/original//oObuic95KmxC81fUzvb8kwsdjm9.jpg;Non disponible;Charlie est un poète et un éternel romantique mais n'a pas beaucoup de chances avec les femmes. Un jour, il rencontre Harriet et en tombe immédiatement amoureux. Mais, au fur et à mesure que leur relation évolue, il commence à la soupçonner d'être Madame X, une tueuse qui assassine ses amants avec une hache.
tt0108185;1049;Sommersby;Sommersby;6.3;114;Mystery, Drama, Thriller, Romance;1993;Set in the South just after the US Civil War, Laurel Sommersby is just managing to work the farm without her husband, believed killed in battle. By all accounts, Jack Sommersby was not a pleasant man, thus when he suddenly returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart.;Jon Amiel;Richard Gere, Jodie Foster, Lanny Flaherty;https://image.tmdb.org/t/p/original//tAgQKLv0GK97Tr0bvdI66oXlEVb.jpg;Non disponible;Jack Sommersby revient dans son village après la Guerre Civile. Il y retrouve son fils, ses amis, mais surtout sa femme, Laurel. Celle-ci ne reconnaît pas vraiment l'homme qu'elle a épousé autrefois.
tt0108186;13203;L'apprenti fermier;Son in Law;5.9;95;Drama, Comedy, Romance;1993;Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.;Steve Rash;Pauly Shore, Carla Gugino, Lane Smith;https://image.tmdb.org/t/p/original//jH69Blc6izaANHBH10KUuLdLj0g.jpg;Non disponible;Après avoir goûté à la vie universitaire, une agricultrice radicalement transformée rentre chez elle pour la pause de Thanksgiving avec son meilleur ami, un fêtard flamboyant qui est clairement un poisson hors de l'eau dans une petite ville agricole.
tt0108187;46828;Le fils de la panthère rose;Son of the Pink Panther;3.9;93;Crime, Comedy;1993;The eighth and last of the Pink Panther series. The illegitimate son of Inspector Clouseau is on the case of the kidnapped Princess Yasmin.;Blake Edwards;Roberto Benigni, Herbert Lom, Claudia Cardinale;https://image.tmdb.org/t/p/original//yqP2JN8kMXGLZqat3ovPwUoxdT3.jpg;Non disponible;Le gendarme Jacques Gambrelli, fils de l'inspecteur Clouseau, est mêlé à l’enlèvement d'une princesse par des terroristes.
tt0108207;20339;Grandeur et descendance;Splitting Heirs;5.5;87;Crime, Comedy;1993;A member of the English upper class dies, leaving his estate and his business to an American, whom he thinks is his son who was lost as a baby and then found again. An Englishman who thinks he is an Indian comes to believe that he is actually the heir. He comes to hate the American who is his boss, his friend, and the man who has stolen the woman after whom he lusts.;Robert Young;Eric Idle, Rick Moranis, Barbara Hershey;https://image.tmdb.org/t/p/original//xumSebMn0Bnt5pMTC68XR20IUSf.jpg;Non disponible;En dépit de son teint de lait et de ses cheveux blonds, Tommy Patel a toujours cru qu'il était le fils d'un modeste épicier pakistanais. Mais, la trentaine venue, il découvre qu'il a été en fait abandonné à sa naissance par de richissimes parents et qu'il n'est autre que le quinzième duc de Bournemouth. Il apprend également qu'un Américain, Henry, dispose de son titre, mais aussi de son argent, de son château et de sa fiancée. Pour couronner le tout, sa véritable mère, la duchesse Lucinda, déploie tous ses charmes pour le séduire, tandis que la fille dont Tommy rêve, la ravissante Kitty, ne songe qu'à devenir duchesse de Bournemouth et à épouser l'usurpateur. Tommy, qui tient à reconquérir sa place, demande conseil à Shadgrind, un avocat bien étrange...
tt0108238;11074;Piège en eaux troubles;Striking Distance;5.9;102;Crime, Mystery, Action, Thriller;1993;Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.;Rowdy Herrington;Bruce Willis, Sarah Jessica Parker, Dennis Farina;https://image.tmdb.org/t/p/original//aHoo1A3NBwsYjvKQF2zFBz1RGkz.jpg;Non disponible;Tom Hardy et son père, tous deux dans la police, repèrent un soir un serial killer qui accumule les victimes. La poursuite se termine mal et le père de Tom est tué. Tom declare alors que le tueur fait partie de la police.
tt0108255;9607;Super Mario Bros.;Super Mario Bros.;4.2;104;Adventure, Comedy, Family, Fantasy, ScienceFiction;1993;Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.;Annabel Jankel, Rocky Morton;Bob Hoskins, John Leguizamo, Dennis Hopper;https://image.tmdb.org/t/p/original//rQJR3Xc5MXzN7qeOieSQbaMPITD.jpg;Non disponible;"Inspiré du jeu vidéo ""Super Mario"", ce film raconte l'histoire d'un peuple de dinosaures vivant pacifiquement sous la Terre, menacés par un tyran qui, pour arriver à ses fins, kidnappe Daisy, jeune et belle archéologue. Les frères Mario, plombiers, se rendent dans ce monde souterrain afin d'aider la jeune fille à s'échapper."
tt0108258;23470;Surf Ninjas;Surf Ninjas;5.1;87;Adventure, Action, Comedy, Family;1993;"Two Asian-American ""surfer-dude"" brothers discover they are the long lost princes from a China Sea Island. Part of their inheritance includes magically-induced martial arts prowess and seeing the future. Using their new powers, they act to overthrow the island's current dictator, a despotic madman with a metal face!";Neal Israel;Ernie Reyes Sr., Rob Schneider, Ernie Reyes Jr.;https://image.tmdb.org/t/p/original//4Xn0CBDAGADHc62MEGmFYcbhU1E.jpg;Non disponible;Deux frères surfeurs découvrent qu'ils sont les deux princes perdus d'une île chinoise. Une partie de leur héritage consiste dans la maitrise des arts martiaux. Ils décident de s'en servir pour vaincre le dictateur ayant pris le contrôle de leur île.
tt0108260;87078;Suture;Suture;6.5;96;Drama, Thriller;1993;Brothers Vincent and Clay meet up for the first time after their father's funeral and remark on how similar they look. But unknown to Clay, Vince is actually plotting to kill him with a car bomb and pass the corpse off as his own, planning to start a new life elsewhere with his father's inheritance. But Clay survives the blast and has his face, memory and identity restored in hospital... but are they the right ones?;Scott McGehee, David Siegel;Dennis Haysbert, Mel Harris, Sab Shimono;https://image.tmdb.org/t/p/original//8lbOpuNaJBNT1gXbIDDyYnDIYut.jpg;Non disponible;Deux frères: Vincent est riche, Clay est pauvre. Inconnus l'un pour l'autre, ils se rencontrent pour la première fois aux funérailles de leur père et s'amusent de leur ressemblance. Clay, aveuglé par la perspective de l'héritage, ne se doute pas un seul instant que Vince veut l'assassiner et faire passer son cadavre pour le sien, afin de refaire sa vie ailleurs grâce à l'argent de son père. Suite à cette tentative de meurtre, Clay survit, gravement blessé et défiguré. Les soins prodigués à l'hopital lui permettent de retrouver son visage, sa mémoire et son identité ... mais est-ce qu'il s'agit vraiment des siens?
tt0108265;10419;Swing Kids;Swing Kids;6.8;112;Drama, Music;1993;The story of a close-knit group of young kids in Nazi Germany who listen to banned swing music from the US. Soon dancing and fun leads to more difficult choices as the Nazi's begin tightening the grip on Germany. Each member of the group is forced to face some tough choices about right, wrong, and survival.;Thomas Carter;Robert Sean Leonard, Christian Bale, Frank Whaley;https://image.tmdb.org/t/p/original//o85xTgX5ByDewuYo5yOLIsP02CX.jpg;Non disponible;A Hambourg, en 1939, deux jeunes passionnés de swing sont contraints de s’enrôler dans les Jeunesses Hitlériennes suite à une mauvaise blague faite à un membre de la Gestapo...
tt0108277;56172;Commanders;TC 2000;4.5;95;ScienceFiction, Action, Sci-Fi;1993;Somewhere in the future the environmental overkill had come. Many people had died. The rich were able to build the underworld, the poor had to stay on the surface building gangs to survive. Jason Storm, an underworld guard gets knowledge of a conspiracy to kill all people on the surface. He needs to flee to the surface, and wins Sumai, a respected martial arts master, as his ally to stop the dirty plot.;T.J. Scott;Billy Blanks, Bolo Yeung, Jalal Merhi;https://image.tmdb.org/t/p/original//iVULeqvSEykblA3lBBHNbDBDVrq.jpg;Non disponible;Quelque part, dans un futur indéterminé, une catastrophe naturelle a tué une grande partie des humains. Les riches se sont terrés dans des abris, les pauvres ont formé des gangs à la surface de la terre pour parvenir à survivre parmi le chaos. Jason Storm, un gardien des territoires souterrains, a vent d'un complot visant à exterminer tous les peuples vivant à l'air libre. Il doit parvenir à l'air libre et combattre Sumai, un maître des arts martiaux, afin de déjouer le complot.
