tconst;frenchTitle;genres;averageRating;numVotes;actor1;actor2;actor3;decade
tt1094262;Médée miracle;Drama;5.2;146;Isabelle Huppert;Tommaso Ragno;Giulietta De Bernardi;2000
tt1094275;Sous les bombes;History, Drama, Romance, War;7.0;1789;Nada Abou Farhat;Georges Khabbaz;Rawia Elchab;2000
tt1094295;The Disappeared;Thriller, Drama, Horror;5.8;2141;Harry Treadaway;Greg Wise;Alex Jennings;2000
tt1094296;For Sale by Owner;Thriller, Drama, Horror;3.9;648;Scott Cooper;Rachel Nichols;Kris Kristofferson;2000
tt10944276;Mort d'un télémarketeur;Thriller, Comedy, Drama;4.8;727;Lamorne Morris;Jackie Earle Haley;Haley Joel Osment;2020
tt10944486;Combattantes;Comedy, Drama, Action;4.8;4686;Malin Akerman;Bella Thorne;Dulcé Sloan;2020
tt10944596;Here Today;Comedy, Drama, Music;6.7;6323;Billy Crystal;Chad Jennings;Dierdre Friel;2020
tt10944760;Titane;Thriller, Sci-Fi, Drama, Horror;6.5;62615;Vincent Lindon;Agathe Rousselle;Garance Marillier;2020
tt10945158;Ils sont vivants;Drama;5.7;280;Marina Foïs;Seear Kohi;Laetitia Dosch;2020
tt10945164;Février;Drama;6.5;242;Lachezar Dimitrov;Kolyo Dobrev;Ivan Nalbantov;2020
tt10945232;Hommes au bord de la crise de nerfs;Comedy;5.2;585;Thierry Lhermitte;Ramzy Bedia;François-Xavier Demaison;2020
tt10945254;Opération Portugal;Comedy;4.7;577;D'Jal;Sarah Perles;Pierre Azéma;2020
tt10945274;Mystère;Drama, Adventure, Family;6.3;2935;Vincent Elbaz;Shanna Keil;Marie Gillain;2020
tt10945288;Le loup et le lion;Drama, Adventure, Family;6.2;4487;Molly Kunz;Graham Greene;Charlie Carrick;2020
tt10945316;Les meilleures;Drama, Romance;6.3;280;Lina El Arabi;Esther Bernet-Rollande;Kiyane Benamara;2020
tt1094588;Dusk;Horror;7.7;25;Laura Bailey;Eduardo DeLeon;Bruce DuBose;2000
tt10945934;Baggage Red;Thriller;3.6;57;Alessandro Anglani;Simon Bass;Lucia Caporaso;2020
tt1094597;The Quiet Ones;, Thriller, Drama, Horror;5.3;85;Courtney Gains;Reggie Bannister;Bill Allen;2010
tt1094598;Ice Scream: The ReMix;Comedy, Horror;3.4;203;Bobbi Billard;Akira Lane;Gelusa Zaripova;2000
tt1094635;La petite fille de la terre noire;Drama;7.0;233;Ho-Seok Bang;Im Jin-taek;Ae-kyeong Kim;2000
tt1094666;The Hammer;History, Sport, Drama, Biography;6.9;1908;Russell Harvard;Raymond J. Barry;Shoshannah Stern;2010
tt1094668;C'est toujours mieux quand on sourit sur la photo;Comedy, Family, Romance;6.0;1611;Mélanie Laurent;Justin Bartha;Valérie Benguigui;2000
tt10946934;Como Caído Del Cielo;Comedy, Drama, Music, Musical;6.5;1665;Omar Chaparro;Ana Claudia Talancón;Stephanie Cayo;2010
tt10948366;Clown Nightmare;Horror;3.2;145;Penny Abney;Todd Burrows;Mark Holmberg;2010
tt10948718;Le braquage du siècle;Crime, Action, Thriller, Comedy, Biography;7.1;11570;Guillermo Francella;Diego Peretti;Luis Luque;2020
tt10949028;As They Made Us;Comedy, Drama, Romance;5.8;1931;Simon Helberg;Dustin Hoffman;Dianna Agron;2020
tt10949854;Flamenco Hoy! by Carlos Saura;, Musical;7.1;10;François Lamoureux;Pierre Lamoureux;Carlos Saura;2010
tt1095001;Explicit Ills;Drama, Romance;5.5;885;Paul Dano;Rosario Dawson;Naomie Harris;2000
tt1095018;Movin G;Comedy;6.3;89;J. Fabian;Elvin Bibiloni;Robin Arcuri;2000
tt1095174;New in Town;Comedy, Romance;5.7;25859;Renée Zellweger;Harry Connick Jr.;Siobhan Fallon Hogan;2000
tt10951972;Arthur Rambo;Drama;6.1;769;Rabah Nait Oufella;Bilel Chegrani;Antoine Reinartz;2020
tt1095217;Bad Lieutenant : Escale à la Nouvelle-Orléans;Mystery, Drama, Crime;6.6;83082;Nicolas Cage;Eva Mendes;Russell M. Haeuser;2000
tt1095404;Follow the Prophet;, Thriller, Drama, Crime;6.1;814;Robert Chimento;Diane Venora;Annie B. Compton;2000
tt1095442;Goodbye Solo;Drama;7.3;6220;Souleymane Sy Savane;Red West;Diana Franco Galindo;2000
tt10954600;Ant-Man et la Guêpe : Quantumania;Comedy, Adventure, Action, ScienceFiction;6.0;251703;Paul Rudd;Evangeline Lilly;Michael Douglas;2020
tt10954652;Old;Mystery, Thriller, Drama, Horror;5.8;176540;Gael García Bernal;Vicky Krieps;Rufus Sewell;2020
tt10954984;Nope;Mystery, Sci-Fi, Horror, ScienceFiction;6.8;299785;Daniel Kaluuya;Keke Palmer;Brandon Perea;2020
tt10955148;Rising Free;Drama, History;4.6;3039;Samantha Droke;Melanie Foust;Bob Grove;2010
tt10957044;Deadlock;Thriller, Action;3.6;2381;Bruce Willis;Patrick Muldoon;Matthew Marsden;2020
tt10958102;Our Scripted Life;Comedy;4.2;1571;Abby Wathen;Ryan Karloff;Pat Germano;2020
tt10958282;Banlieusards;Drama, Crime;6.4;2081;Kery James;Jammeh Diangana;Bakary Diombera;2010
tt10959454;Bloody Summer Camp;Comedy, Horror;3.9;791;Kay Leahy;Chanda Rawlings;Wayne Townsend;2020
tt10960976;Vampire Virus;Thriller, Horror;3.3;408;Natalie Martins;Derek Nelson;Jéssica Alonso;2020
tt10962368;Dans les angles morts;Mystery, Drama, Horror;5.3;38508;Amanda Seyfried;James Norton;Natalia Dyer;2020
tt10962562;All-American Boy;Drama;5.5;79;Christopher Brian;Gary Paul Bowman;Ginger Fries;2020
tt10963118;Landlocked;, Drama;6.1;30;Dustin Gooch;Delia Kropp;Ashlee Heath;2020
tt10963926;Two Witches;Horror;4.8;4479;Rebekah Kennedy;Kristina Klebe;Tim Fox;2020
tt10965108;Time Rewind;Sci-Fi, Adventure, Family, ScienceFiction;8.2;57;Tim Cullingworth-Hudson;Oliver Mason;Anna Fraser;2020
tt10965792;Belle fille;Comedy;5.8;581;Alexandra Lamy;Miou-Miou;Jonathan Zaccaï;2020
tt10965850;Bruno Reidal, confession d'un meurtrier;Drama, Biography, Crime;6.6;932;Dimitri Doré;Jean-Luc Vincent;Roman Villedieu;2020
tt10965976;Cette musique ne joue pour personne;Comedy, Drama, Romance;6.4;531;François Damiens;Ramzy Bedia;Vanessa Paradis;2020
tt10966156;Lucky;Comedy;4.6;445;Michaël Youn;Alban Ivanov;Florence Foresti;2020
tt10969370;Colombine;Comedy, Drama;5.7;19;Corinne Masiero;Annabelle Lengronne;Noom Diawara;2010
tt10969656;Dirty Sexy Saint;Comedy, Drama, Romance;5.6;1908;Jordan Lane Price;David A. Gregory;Luke Guldan;2010
tt10969668;Ghost Light;Thriller, Horror;4.3;141;Will Rothhaar;Sallieu Sesay;Maddisyn Carter;2020
tt1096986;Reach for Me;Comedy, Drama;6.2;338;Seymour Cassel;Johnny Whitworth;Lacey Chabert;2000
tt1096991;Red Velvet;Horror;4.7;665;Henry Thomas;Kelli Garner;Forrest J. Ackerman;2000
tt1096997;The Pagan Queen;Romance, History, Fantasy;4.5;2223;Winter Ave Zoli;Csaba Lucas;Lea Mornar;2000
tt1097013;Next Day Air;Comedy, Action, Crime;5.7;11324;Yasiin Bey;Mike Epps;Donald Faison;2000
tt1097015;Red Hook;Thriller, Comedy, Drama, Horror;3.1;585;Terrence Mann;Christina Brucato;Tate Ellington;2000
tt1097017;Shadowland;Thriller, Horror;3.7;481;Caitlin McIntosh;Jason Contini;Carlos Antonio León;2000
tt1097021;The Weekend;Comedy;3.2;685;Beau Allulli;Daniel Bartkewicz;Theodore Bouloukos;2000
tt10971092;The Devil's Fortune;Thriller;6.2;23;Connor Keene;Derek S. Orr;Craig Ng;2020
tt1097253;One Percent Full;Comedy, Drama, Action;6.1;12;Burton Richardson;Ronnie Ricketts;Andrea Del Rosario;2000
tt10974674;Danger! Danger!;Sci-Fi, Adventure, Action, ScienceFiction;2.9;462;Benedict Mazurek;Paul Haapaniemi;Angela Smeraldi;2020
tt10975750;Concrete Plans;Thriller, Crime;5.3;829;Goran Bogdan;Kevin Guthrie;Chris Reilly;2020
tt10975992;Prête-moi ta main à Noël;TVMovie, Comedy, Drama, Romance;6.5;1118;Kelley Jakle;Jake Epstein;Cory Lee;2010
tt1097643;La guerre de l'ombre;Thriller, Drama, Action, Crime;6.8;11798;Ben Kingsley;Jim Sturgess;Kevin Zegers;2000
tt10978398;Hasta el cielo;Adventure, Drama, Action, Thriller, Crime;5.6;5023;Miguel Herrán;Carolina Yuste;Asia Ortega;2020
tt10980638;Devil's Peak;Drama, Adventure, Crime;5.3;1387;Billy Bob Thornton;Robin Wright;Hopper Penn;2020
tt1098327;Dragonball Evolution;Adventure, ScienceFiction, Action, Fantasy, Thriller;2.5;83110;Justin Chatwin;James Marsters;Chow Yun-Fat;2000
tt1098358;The Attic Door;Western, Thriller, Drama, Family;6.2;145;Kay D'Arcy;Madison Davenport;Tom Fitzpatrick;2000
tt1098369;Reversion;Drama;7.7;57;Leslie Silva;Jason Olive;Tom Maden;2000
tt10984580;Utama: La terre oubliée;Drama;7.1;2336;José Calcina;Luisa Quispe;Candelaria Quispe;2020
tt10985648;Loon Lake;Thriller, Horror;3.6;49;Zach DuFault;Cate Burford;Jack Brennan;2020
tt10986214;To Be Someone;Comedy, Crime;3.7;289;Sam Gittins;George Appleby;Leslie Ash;2020
tt10986222;Nos âmes d'enfants;Drama;7.3;41312;Joaquin Phoenix;Gaby Hoffmann;Woody Norman;2020
tt10986262;Yesterday Is Gone;Sci-Fi, Drama, Action;3.7;14;Ken Shamrock;Christopher Bihrle;Melodie Roehrig;2020
tt10986394;Crypsis;Horror;2.6;309;Eddie Nason;Anthony Hoang;Michael Armata;2010
tt10988704;Boxes & Blessings;Comedy;6.7;37;Jaina Wright;Scout Wright;Cadence Wright;2010
tt10988894;What?;Comedy;4.8;138;John Maucere;Josh Breslow;Josep Daniel Rosello;2020
tt10989240;Night Drive;Thriller, Crime;5.6;861;AJ Bowen;Sophie Dalah;Scott Poythress;2010
tt10989808;Beckman;Action;4.3;853;David A.R. White;William Baldwin;Burt Young;2020
tt10990188;Scare Us;Horror;4.6;719;Tom Sandoval;Charlotte Lilt;Michelle Palermo;2020
tt10990248;The Matchmaker;Comedy, Drama, Family, Romance;7.0;92;Trae Ireland;Shirley Murdock;Lester Barrie;2020
tt10990970;Ouija Craft;Horror, Fantasy;3.1;246;Ivy Rhodes;Allison Shrum;Lacy Hartselle;2020
tt1099209;Silent Life: The Story of the Lady in Black;Drama;6.0;56;Terry Moore;Isabella Rossellini;Sherilyn Fenn;2020
tt1099212;Twilight: Chapitre 1 - Fascination;Drama, Romance, Fantasy;5.3;507754;Kristen Stewart;Robert Pattinson;Billy Burke;2000
tt10993078;Boneyard;Thriller, Drama, Action, Crime;4.1;5126;Mel Gibson;50 Cent;Brian Van Holt;2020
tt10993786;Middleton Christmas;Drama, Family, Romance;5.5;329;Eileen Davidson;Michael Paré;Kennedy Tucker;2020
tt10993976;For My Sister;Comedy, Drama, Sci-Fi;7.9;23;Stephanie Maltez;Cristina de Fatima;Natalie Vega;2010
tt10994518;Saint Cecilia of Spiralence;Drama;4.4;32;Al Carretta;Charlotte Reidie;Alex Stevens;2020
tt10994688;The Binge;Comedy;5.3;4800;Vince Vaughn;Skyler Gisondo;Dexter Darden;2020
tt10999120;Spirited, L'esprit de Noël;Comedy, Family, Fantasy;6.6;55706;Will Ferrell;Ryan Reynolds;Octavia Spencer;2020
tt1100048;35 rhums;Drama;7.1;5466;Alex Descas;Mati Diop;Nicole Dogué;2000
tt1100051;Bereavement;Thriller, Horror, Crime;5.0;8426;Michael Biehn;Alexandra Daddario;Brett Rickaby;2010
tt1100053;Tormented;Mystery, Comedy, Horror;5.1;6631;Alex Pettyfer;April Pearson;Dimitri Leonidas;2000
tt1100089;Foxcatcher;History, Thriller, Drama, Biography;7.0;152629;Steve Carell;Channing Tatum;Mark Ruffalo;2010
tt11001074;Rust;Western, Drama, Action;5.3;2267;Alec Baldwin;Josh Hopkins;Patrick Scott McDermott;2020
tt1100119;Shorts;Comedy, Adventure, Family, Fantasy;4.7;8267;Jimmy Bennett;James Spader;Kat Dennings;2000
tt11002900;Playlist;Comedy, Drama, Music;6.3;811;Sara Forestier;Laetitia Dosch;Bertrand Belin;2020
tt11003218;Pig;Mystery, Thriller, Drama;6.9;98955;Nicolas Cage;Alex Wolff;Adam Arkin;2020
tt11004566;The Curse of Professor Zardonicus;Thriller, Comedy, Drama;3.9;198;Alec White;Gabriel Theis;Cat Thomas;2020
tt11005128;Into the Deep;Thriller, Drama, Horror, Crime;4.6;1975;Ella-Rae Smith;Jessica Alexander;Matthew Daddario;2020
tt11006566;Toxica;Mystery, , Horror, Action;4.0;67;Charlie Blackwood;Grace Hendy;Paul McLaughlin;2020
tt11006570;Il faut un héritier;Comedy;5.5;406;Anaïs Demoustier;Josiane Balasko;Philippe Katerine;2020
tt11010074;The Nameless Days;Mystery, Thriller, Horror;4.1;685;Charles Halford;Ally Ioannides;Alejandro Akara;2020
tt11010804;Jesus;Music, Drama, Family, History;4.7;385;Stephen Foster Harris;Joshua Enck;;2020
tt11010888;Student Body;Thriller, Horror;4.3;2603;Christian Camargo;Montse Hernandez;Cheyenne Haynes;2020
tt11011218;Deadly Screams of a Naked Siren;Thriller, Comedy;4.3;47;Tristan Adler;Kory Anders;Jason Caceres;2010
tt11012066;Maman, j'ai raté l'avion! (ça recommence);Comedy, Family, Crime;3.6;21884;Ellie Kemper;Rob Delaney;Archie Yates;2020
tt11012320;Il buco;Drama;6.6;2068;Nicola Lanza;Antonio Lanza;Leonardo Larocca;2020
tt11013434;Antoinette dans les Cévennes;Comedy, Adventure, Romance;6.5;4270;Laure Calamy;Benjamin Lavernhe;Olivia Côte;2020
tt11013468;Chacun chez soi;Comedy;4.8;496;Michèle Laroque;Stéphane De Groodt;Alice de Lencquesaing;2020
tt11013572;Médecin de Nuit;Comedy;6.5;2497;Michel Blanc;Hakim Jemili;Solène Rigot;2010
tt11014432;Agent Toby Barks;Comedy, Adventure, Family;2.4;215;Good-Beasley;Casey Seymour Kim;Fred Sullivan;2020
tt11015752;La Pat'Patrouille: La grande course!;Animation, Family;4.5;507;Julius Cho;Anya Cooke;Cal Dodd;2010
tt1101675;Lake Tahoe;Comedy, Drama;6.6;1782;Diego Cataño;Hector Herrera;Daniela Valentine;2000
tt11018038;Dune Dreams;Mystery, Thriller, Drama, Fantasy;5.2;50;Benoît Magimel;Igor van Dessel;Mercedes Cabral;2020
tt11018402;Filles de joie;Drama;6.2;994;Sara Forestier;Noémie Lvovsky;Annabelle Lengronne;2020
tt11020728;Long Weekend;Comedy, Romance;6.2;2168;Steve Basilone;Jennifer Irwin;Jess Jacobs;2020
tt11023738;L'aventure magique de Noël;Adventure, Family, Fantasy;4.3;304;Denise Richards;Patrick Muldoon;Jamie Luner;2010
tt11023796;Fade Out Ray;Crime;3.3;168;Turk Matthews;Eliot;Madelyn Allen;2020
tt11024272;The Babysitter: Killer Queen;Comedy, Horror;5.8;55996;Judah Lewis;Samara Weaving;Jenna Ortega;2020
tt11027836;Outside;Drama;5.4;221;Megan A. Tully;Farahd Wallizada;Sebastian Cabanas;2020
tt11029976;Inside the Rain;Comedy, Drama, Romance;4.7;368;Ellen Toland;Aaron Fisher;Rosie Perez;2010
tt1103153;Kiss & Kill;Thriller, Comedy, Action, Romance;5.5;98215;Katherine Heigl;Ashton Kutcher;Tom Selleck;2010
tt1103221;Fix;Drama;6.0;962;Shawn Andrews;Olivia Wilde;Megalyn Echikunwoke;2000
tt1103256;Les Dunes de sang;Thriller, Horror, Action, War;4.3;3727;Shane West;Leonard Roberts;Aldis Hodge;2000
tt1103262;Deadlands 2: Trapped;Thriller, Sci-Fi, Horror, ScienceFiction;3.3;369;Jim Krut;Joseph D. Durbin;Chris L. Clark;2000
tt1103272;Night Things;Mystery, Sci-Fi, Horror, ScienceFiction;3.8;148;Kathryn Gould;Joey Nicole Thomas;Ari Azimi;2010
tt1103273;Peep World;Comedy, Drama;5.6;3886;Michael C. Hall;Sarah Silverman;Rainn Wilson;2010
tt1103275;Two Lovers;Drama, Romance;7.0;44900;Joaquin Phoenix;Gwyneth Paltrow;Vinessa Shaw;2000
tt11032810;5ème set;Sport, Drama;6.5;1574;Alex Lutz;Ana Girardot;Kristin Scott Thomas;2020
tt11033046;Blood Born;Horror;4.3;360;Rosie Moss;Antoine Perry;Melanie Haynes;2020
tt11033574;Bad Girl Dracula;Comedy;2.2;60;Dee Flowered;Tittiana Sprinkles;Thio Rose;2010
tt11033942;Bookworm and the Beast;Romance;5.3;399;Nicola Posener;Jake Stormoen;Aubrey Reynolds;2020
tt1103982;Girlfriend Experience;Drama;5.5;17549;Sasha Grey;Chris Santos;Philip Eytan;2000
tt1104001;Tron : L'Héritage;Sci-Fi, Adventure, Action, ScienceFiction;6.8;367821;Jeff Bridges;Garrett Hedlund;Olivia Wilde;2010
tt1104006;Les emmurés;Thriller, Horror;4.7;6391;Tim Allen;Mischa Barton;Darla Biccum;2000
tt1104052;The Commune;Mystery, Thriller, Comedy, Horror;5.0;164;Chauntal Lewis;David Scott Lago;Stuart G. Bennett;2000
tt11040762;Alice;Thriller, Drama, Crime;5.6;3596;Keke Palmer;Common;Jonny Lee Miller;2020
tt1104083;Little Ashes;History, Romance, Drama, Biography;6.3;9848;Robert Pattinson;Javier Beltrán;Matthew McNulty;2000
tt11040844;The Machine;Comedy, Action, Crime;5.7;17348;Bert Kreischer;Mark Hamill;Jimmy Tatro;2020
tt1104126;Shifty;Thriller, Drama, Crime;6.5;3158;Riz Ahmed;Daniel Mays;Jason Flemyng;2000
tt11044354;Femalien: Cosmic Crush;Sci-Fi, ScienceFiction, Fantasy;3.7;350;Kira Noir;Jillian Janson;Lilly Fairfield;2020
tt11044858;Nocturne;Drama, Thriller, Horror, Mystery, Music;5.7;14279;Sydney Sweeney;Madison Iseman;Jacques Colimon;2020
tt11045410;Into the Soul;Western, Drama, Romance;5.9;21;Ayden Tyler Hatch;McKenna Flory;Jak Karl;2020
tt11045776;Bride of the Werewolf;Thriller, Horror, Action;2.5;188;Mel Heflin;Jade Michael LaFont;Tony Brown;2010
tt11045932;Life's A Bitch and then One Kills You;Comedy, Horror;6.1;10;Dana Weddell;Kevin Nelson;Lindsay Plake;2010
tt11045972;Cold Feet;Comedy, Horror;4.2;144;Adam Burns;Allen C. Gardner;Matthew Gilliam;2010
tt11046384;Le réseau Shelburn;Drama, War;7.4;72;Alexandra Robert;Laurent Chandemerle;Brice Ormain;2010
tt1104684;Blackwater;Horror, Thriller, Adventure, Action;3.4;298;Georgia Chris;Amy Simon;McCayne Blomberg;2000
tt1104699;Night Dragon;Thriller, Drama, Crime;2.8;191;Imogen Church;Annette Kellow;Alan Ford;2000
tt1104733;Hamlet 2;Comedy, Music;6.3;17706;Steve Coogan;Elisabeth Shue;Catherine Keener;2000
tt1104814;Coffin Rock;Thriller, Drama;5.3;1683;Robert Taylor;Lisa Chappell;Sam Parsonson;2000
tt11050682;Frontier;Western;2.7;60;Sandra Guzman;Fernando Madrid;Roque Pantaleon Chavela;2020
tt11051562;The Greatest Gift Ever Given;Drama, Romance;4.7;38;Heather Bash;Bill Capskas;Kristine Fambrough;2020
tt11051582;Cemetery;Adventure;6.3;245;Wayne Bamford;Tony Lourds;Warna Sandeeya;2010
tt11051846;The Boonies;Horror;2.7;318;Rick Dutrow;Blake O'Donnell;Daniel Johnson;2020
tt11051868;Justified Force;Drama, Action, Crime;5.5;49;Matt Monaco;Kevin Karrick;Robert Paine;2010
tt11052678;The Silent Twins;Drama, Biography, Crime;5.7;2656;Letitia Wright;Tamara Lawrance;Leah Mondesir-Simmonds;2020
tt1105296;Street Team Massacre;Comedy, Horror, Action;5.7;88;Tim Allen;Diana Arone;Michael Boland;2000
tt11053476;Sound of Violence;Thriller, Horror, Crime;4.7;1324;Jasmin Savoy Brown;Lili Simmons;James Jagger;2020
tt1105355;Growing Up Smith;Comedy, Drama, Family;6.7;1566;Jason Lee;Anjul Nigam;Brighton Sharbino;2010
tt1105512;The Missing Person;Mystery, Thriller, Comedy, Drama;6.0;1809;Michael Shannon;Frank Wood;Amy Ryan;2000
tt11056028;Brick City;, Thriller, Drama, Action;7.0;16;Derrick De-Mond;Rawn Jones;Porsche Zeraia;2010
tt11056594;Drive or Die;Thriller, Drama, Action;5.1;1833;Francesco Filice;Vivica A. Fox;Hannah Gordon;2020
tt11056910;The Stylist;Drama, Horror;5.6;2930;Najarra Townsend;Brea Grant;Jennifer Seward;2020
tt11057302;Madame Web;Thriller, ScienceFiction, Action, Fantasy;4.0;102239;Dakota Johnson;Sydney Sweeney;Isabela Merced;2020
tt1105739;Le plaisir de chanter;Comedy, Crime;5.8;329;Marina Foïs;Lorànt Deutsch;Jeanne Balibar;2000
tt11057594;Rencontre fatale;Mystery, Thriller, Horror, Crime;4.6;7093;Nia Long;Omar Epps;Stephen Bishop;2020
tt11057644;Les chroniques de Noël 2;Comedy, Adventure, Family, Fantasy;6.0;38450;Kurt Russell;Goldie Hawn;Darby Camp;2020
tt11058006;La fille toxique de mon mari;Thriller, TVMovie;4.8;682;Claire Coffee;Matt Dallas;Jordan Lane Price;2010
tt11058214;Des feux dans la nuit;Drama, History;7.0;50;Igor van Dessel;Ana Girardot;Jérémie Elkaïm;2020
tt11058930;Kandisha;Horror;5.4;1627;Mathilde La Musse;Suzy Bemba;Samarcande Saadi;2020
tt11060092;Poly;Adventure, Family;5.7;236;François Cluzet;Julie Gayet;Patrick Timsit;2020
tt11067646;Dead Residence;Horror;4.1;97;Arius West;Kylie Remlinger;Martin Grobisen;2010
tt11068094;White Bird: Une histoire merveilleuse;Drama, Family, Biography;7.3;6616;Ariella Glaser;Orlando Schwerdt;Gillian Anderson;2020
tt1106815;Luke and Brie Are on a First Date;Comedy, Drama, Romance;6.2;114;George Ducker;Meghan Webster;Leisha Corcoran;2000
tt11068166;À l'abordage;Comedy, Drama;7.0;2721;Eric Nantchouang;Salif Cissé;Édouard Sulpice;2020
tt1106860;Ca$h;Mystery, Thriller, Comedy, Crime;5.9;10326;Sean Bean;Chris Hemsworth;Victoria Profeta;2010
tt11068718;The Bad Family;Drama;6.1;93;Luis Rojo;Nacho A. Villar;Carolina Cosmen;2020
tt1106884;Cut/Print;Thriller, Horror;4.4;188;Ele Bardha;Angela Chetcuti;Chelsey Fatula;2010
tt11069562;Love & Drugs 2;Drama;6.7;25;Missy Lee;Montreal Diggs;Raquel Belt-Brewer;2020
tt1107319;Dirty Girl;Comedy, Drama;6.4;11655;Juno Temple;Jeremy Dozier;Milla Jovovich;2010
tt1107365;Les rebelles de la forêt 2;Animation, Comedy, Adventure, Family;5.5;27899;Joel McHale;Mike Epps;Jane Krakowski;2000
tt1107394;Dog;Horror;4.7;74;Michelle Page;Jeremy Gladen;David Fine;2000
tt11075540;Subspecies V: Bloodrise;Horror, Fantasy;5.3;651;Anders Hove;Denice Duff;Kevin Spirtas;2020
tt11076026;Call of Silence;Adventure, ScienceFiction, Drama, Fantasy, Sci-Fi;5.8;394;Matej Sivakov;Sasko Kocev;Aleksandar Nichovski;2020
tt11076278;Controlled;Thriller, Drama;7.9;55;Eric Roberts;Dan Weisgerber;Wayne Lundy;2020
tt1107812;Dirty Movie;Comedy;3.1;3646;Emily Donahoe;Christopher Meloni;Diane Neal;2010
tt1107816;Giallo;Mystery, Thriller, Horror, Crime;4.5;6295;Adrien Brody;Emmanuelle Seigner;Elsa Pataky;2000
tt11078340;Slasher House 3;Sci-Fi, Horror, Action, ScienceFiction;4.3;68;Redd Nicholson;Luna Wolf;Carly Halse;2020
tt1107850;Unrelated;Drama;6.7;3084;Kathryn Worth;Harry Kershaw;Emma Hiddleston;2000
tt1107860;Un plan d'enfer;Comedy, Crime;6.0;18166;Christopher Walken;Joseph McKenna;Wynn Everett;2000
tt11079540;The Will;Drama, Romance;6.2;906;Megan Dodds;Chris McKenna;Caroline Mixon;2020
tt11080042;A Hard Problem;Sci-Fi, Drama, ScienceFiction;6.1;357;Catherine Haena Kim;Johnny Berchtold;Gavin Warren;2020
tt11080108;The Map of Tiny Perfect Things;Comedy, Romance, Fantasy;6.8;31109;Kathryn Newton;Kyle Allen;Jermaine Harris;2020
tt11082246;Toothfairy 2;Horror;2.0;499;Jake Watkins;Katie McKenna;Gus Fithen;2020
tt11082512;Adventure Force 5;Family, Adventure, Action;5.0;213;Dylan Arnold;Tate Birchmore;Donald Bowen;2010
tt11083442;Collision;Drama, Action;7.2;34;Zainab Balogun;Bamike Olawunmi;Chioma Chukwuka Akpotha;2020
tt11083552;Un homme en colère;Thriller, Adventure, Action, Crime;7.1;225338;Jason Statham;Holt McCallany;Josh Hartnett;2020
tt11084432;My Heart Can't Beat Unless You Tell It To;Drama, Horror;6.0;3522;Patrick Fugit;Ingrid Sophie Schram;Owen Campbell;2020
tt11084682;Spine Chiller;Horror;3.4;83;Derric Hyde;Rose Stainbrook;Taylor Rhoades;2010
tt11084896;Spirit: L'indomptable;Adventure, Animation, Western, Comedy, Family;5.5;5155;Isabela Merced;Marsai Martin;Mckenna Grace;2020
tt11086254;The Alpha Test;Thriller, Sci-Fi, Horror, ScienceFiction;3.6;802;Rae Hunt;Bella Martin;Deborah Seidel;2020
tt11089906;Before the Night Is Over;Thriller, Comedy, Horror;4.5;64;Graham Stokes;Ricky Irizarry;Samantha Acampora;2020
tt11090306;La Fortaleza;Drama, Adventure;6.1;202;Jorge Thielen Hedderich;Juan Luis Escriban Lott;Carlos Medina;2020
tt11092020;Shadow Force;Thriller, Drama, Action;5.3;845;Kerry Washington;Omar Sy;Jahleel Kamara;2020
tt11093134;Garçon chiffon;Comedy, Drama;5.5;542;Nicolas Maury;Nathalie Baye;Arnaud Valois;2020
tt11093266;De son vivant;Drama;6.7;978;Catherine Deneuve;Benoît Magimel;Gabriel A. Sara;2020
tt11094064;Ranchlands;Drama;5.3;196;Nick Molari;Zachary Beck;Burt Binder;2010
tt1109477;Attraction;Drama;5.0;2475;Jason Clarke;Paz Vega;Idris Elba;2000
tt1109478;Les disparus de Lötschental;Horror, Thriller, Adventure, Action;3.5;915;Sara Forestier;Lorànt Deutsch;Dominique Pinon;2000
tt1109499;Mrs. Worthington's Party;Drama;6.0;746;David Wall;Sean Patrick Brennan;Kerry Wall;2000
tt1109520;The Singles 2nd Ward;Comedy, Drama, Family, Romance;5.3;273;Erin Chambers;Kaitlin Gallagher;Kirby Heyborne;2000
tt11095458;Riptide;Drama;7.2;11;Tim Barrow;Josh Brock;Cameron Docker;2020
tt1109574;Between Us;Drama;4.7;1186;Julia Stiles;Melissa George;Taye Diggs;2010
tt1109582;Day of Violence;Thriller, Crime;3.7;400;Giovanni Lombardo Radice;Nick Rendell;Christopher Fosh;2010
tt1109594;Kalamity;Mystery, Thriller, Drama;4.5;460;Nick Stahl;Jonathan Jackson;Christopher M. Clark;2010
tt1109624;Paddington;Comedy, Adventure, Family;7.3;147810;Hugh Bonneville;Sally Hawkins;Julie Walters;2010
tt11096382;Rendir los machos;Comedy, Drama;5.7;52;Alejandro Benito;Emy Cazorla;Julio César;2020
tt11096780;Deck the Heart;Romance;4.6;387;Joe Kurak;Eliza Roberts;Julia Yorks;2020
tt11097384;Spaceman;Sci-Fi, Drama, Adventure, ScienceFiction;5.7;43512;Adam Sandler;Carey Mulligan;Paul Dano;2020
tt1110059;Pop Skull;Thriller, Drama, Horror;5.3;484;Lane Hughes;Brandon Carroll;Maggie Gwin;2000
tt11100856;Coup de foudre garanti;Comedy, Romance;5.6;19807;Rachael Leigh Cook;Damon Wayans Jr.;Heather Graham;2020
