tconst;frenchTitle;genres;averageRating;numVotes;actor1;actor2;actor3;decade
tt0114676;Timemaster;Western, Sci-Fi, Adventure, ScienceFiction;3.5;513;Jesse Cameron-Glickenhaus;Veronica Cameron-Glickenhaus;Joanna Pacula;1990
tt0114681;Prête à tout;Comedy, Drama, Crime;6.8;56730;Nicole Kidman;Matt Dillon;Joaquin Phoenix;1990
tt0114682;Extravagances;Comedy, Drama;6.8;38978;Wesley Snipes;Patrick Swayze;John Leguizamo;1990
tt0114683;To the Limit: une femme à abattre;Thriller, Action, Crime;3.3;1441;Anna Nicole Smith;Joey Travolta;John Aprea;1990
tt0114687;Dernier été à New Ulm;Drama, Romance;6.1;567;Matt Klemp;Ralf Schirg;Andrew Woodhouse;1990
tt0114693;Tomcat Angels;Comedy, Action;2.8;170;Darren Bonilla;Kent Bryant;Daphne Cheung;1990
tt0114694;Le courage d'un con;Comedy, Adventure;7.1;101516;Chris Farley;David Spade;Brian Dennehy;1990
tt0114697;Chien d'élite;Adventure, Action, Thriller, Comedy, Family, Crime;4.2;4003;Chuck Norris;Michele Lamar Richards;Erik von Detten;1990
tt0114702;Eclipse totale;Romance, Drama, Biography;6.4;17321;Leonardo DiCaprio;David Thewlis;Romane Bohringer;1990
tt0114709;Toy Story;Animation, Comedy, Adventure, Family;8.3;1124040;Tom Hanks;Tim Allen;Don Rickles;1990
tt0114732;Les Trois Frères;Comedy;7.2;7789;Didier Bourdon;Bernard Campan;Pascal Légitimus;1990
tt0114733;Tromeo and Juliet;Drama, Action, Fantasy, Horror, Mystery, Comedy, Romance;6.0;7147;Jane Jensen;Will Keenan;Valentine Miele;1990
tt0114737;Les truffes;Comedy;5.0;337;Jean Reno;Christian Charmetant;Isabelle Candelier;1990
tt0114746;L'Armée des 12 singes;Mystery, Thriller, Sci-Fi, ScienceFiction;8.0;664640;Bruce Willis;Madeleine Stowe;Brad Pitt;1990
tt0114749;Twilight of the Dogs;Thriller, Sci-Fi, ScienceFiction;4.7;51;Tim Sullivan;Ralph C. Bluemke;Gage Sheridan;1990
tt0114751;Twisted Love;Thriller;4.3;187;Lisa Dean Ryan;Sasha Jenson;Soleil Moon Frye;1990
tt0114752;Two Bits & Pepper;Comedy, Drama, Adventure, Family;4.1;527;Joe Piscopo;Dennis Weaver;Lauren Eckstrom;1990
tt0114753;Instant de bonheur;Comedy, Drama, Family;6.1;3722;Al Pacino;Mary Elizabeth Mastrantonio;Jerry Barone;1990
tt0114774;Un bruit qui rend fou;Mystery, Drama, Crime;6.6;1533;Fred Ward;Arielle Dombasle;Charles Tordjman;1990
tt0114775;Un été à La Goulette;Comedy, Drama;6.3;936;Sonia Mankaï;Ava Cohen-Jonathan;Sarah Pariente;1990
tt0114780;Under Lock and Key;Thriller, Drama, Action, Crime;4.8;373;Wendi Westbrook;Barbara Niven;Taylor Leigh;1990
tt0114781;Piège à grande vitesse;Thriller, Adventure, Action;5.6;51838;Steven Seagal;Eric Bogosian;Everett McGill;1990
tt0114786;Undercover;Mystery, Thriller;5.0;895;Athena Massey;Jeffrey Dean Morgan;Meg Foster;1990
tt0114787;Underground;Comedy, Drama, War, Fantasy;8.0;62871;Predrag 'Miki' Manojlovic;Lazar Ristovski;Mirjana Jokovic;1990
tt0114788;À fleur de peau;Thriller, Drama, Crime;6.1;4004;Peter Gallagher;Elisabeth Shue;Alison Elliott;1990
tt0114790;Une femme française;Drama, Romance;6.2;1432;Emmanuelle Béart;Daniel Auteuil;Gabriel Barylli;1990
tt0114798;Les liens du souvenir;Comedy, Drama, Family;6.7;3335;Andie MacDowell;John Turturro;Michael Richards;1990
tt0114812;Tragédie burlesque;Comedy, Drama, Fantasy;7.2;729;Vojislav 'Voja' Brajovic;Danilo 'Bata' Stojkovic;Dragan Nikolic;1990
tt0114814;Usual Suspects;Mystery, Thriller, Drama, Crime;8.5;1191294;Kevin Spacey;Gabriel Byrne;Chazz Palminteri;1990
tt0114824;Vampire Vixens from Venus;Comedy, Sci-Fi, Horror, ScienceFiction;3.1;286;Leon Head;Michelle Bauer;Theresa Lynn;1990
tt0114825;Un vampire à Brooklyn;Comedy, Horror, Romance, Fantasy;4.7;26045;Eddie Murphy;Angela Bassett;Allen Payne;1990
tt0114852;Le Village des damnés;Thriller, Sci-Fi, Horror, ScienceFiction;5.6;35654;Christopher Reeve;Kirstie Alley;Linda Kozlowski;1990
tt0114857;Programmé pour tuer;ScienceFiction, Action, Thriller, Sci-Fi, Crime;5.5;33782;Denzel Washington;Russell Crowe;Kelly Lynch;1990
tt0114863;Le regard d'Ulysse;History, Drama, War;7.6;7721;Harvey Keitel;Maia Morgenstern;Erland Josephson;1990
tt0114872;Voodoo;Thriller, Horror;4.6;746;Corey Feldman;Joel J. Edwards;Diane Nadeau;1990
tt0114885;Où sont les hommes?;Comedy, Drama, Romance;6.0;12899;Whitney Houston;Angela Bassett;Loretta Devine;1990
tt0114887;Les vendanges de feu;Drama, Romance;6.7;37900;Keanu Reeves;Aitana Sánchez-Gijón;Anthony Quinn;1990
tt0114888;The Walking Dead;Drama, Action, War;4.9;914;Allen Payne;Eddie Griffin;Joe Morton;1990
tt0114898;Waterworld;Sci-Fi, Adventure, Action, ScienceFiction;6.3;218357;Kevin Costner;Jeanne Tripplehorn;Dennis Hopper;1990
tt0114906;Bienvenue dans l'âge ingrat;Comedy, Drama;7.3;38928;Heather Matarazzo;Christina Brucato;Victoria Davis;1990
tt0114917;Jimmy;Sport, Drama;6.0;2608;Sean Bean;Emily Lloyd;Pete Postlethwaite;1990
tt0114921;Where Evil Lies;Thriller, Drama;4.2;111;Emile B. Levisetti;Mark Kinsey Stephenson;Melissa Park;1990
tt0114924;L'amour à tout prix;Comedy, Drama, Romance;6.8;120459;Sandra Bullock;Bill Pullman;Peter Gallagher;1990
tt0114925;White Cargo;Mystery, Drama, Crime;4.4;125;David Bradley;Shannon Tweed;Lydie Denier;1990
tt0114928;L'impossible rançon;Thriller, Drama;5.3;5293;John Travolta;Harry Belafonte;Kelly Lynch;1990
tt0114936;The Wife;Comedy, Drama, Romance;6.7;371;Julie Hagerty;Tom Noonan;Wallace Shawn;1990
tt0114940;Wild Malibu Weekend!;, Comedy;3.8;98;Barbara Moore;Kathy Pasmore;Anastasia Rova;1990
tt0114941;Wild Side;Drama, Action, Thriller, Comedy, Romance;5.6;2497;Christopher Walken;Joan Chen;Steven Bauer;1990
tt0114948;Windrunner;Drama, Family, Fantasy;6.2;271;Jason Wiles;Russell Means;Margot Kidder;1990
tt0114952;Guillaumet, les ailes du courage;Adventure, Romance;6.3;788;Craig Sheffer;Elizabeth McGovern;Tom Hulce;1990
tt0114955;Wish Me Luck;Comedy, Fantasy;5.2;95;Avalon Anders;Zen Gesner;Christine Harte;1990
tt0114957;Possession;Drama, Horror;4.2;933;David Nerman;Elizabeth Lambert;Cedric Smith;1990
tt0114973;The Wolves;Thriller, Drama, Action;5.7;78;Darren Dalton;Raimund Harmstorf;Ben Cardinal;1990
tt0115005;Xiu Xiu;Drama;7.5;3769;Xiaolu Li;Lopsang;Zheng Qian;1990
tt0115006;Xtro III;Sci-Fi, Horror, ScienceFiction;3.6;1485;J. Marvin Campbell;Douglas Cavanaugh;Robert Culp;1990
tt0115012;Shanghai Triad;History, Drama, Crime;7.1;6226;Gong Li;Baotian Li;Xiaoxiao Wang;1990
tt0115033;Le manuel d'un jeune empoisonneur;Comedy, Drama, Crime;7.0;3919;Hugh O'Conor;Antony Sher;Tobias Arnold;1990
tt0115040;The Garden;Comedy, Drama;7.6;2287;Roman Luknár;Zuzana Sulajová;Jana Svandová;1990
tt0115061;Golden Bottom;Action;5.2;35;Sergey Makhovikov;Vladimir Yakovlev;Aleksei Guskov;1990
tt0115069;À cran;Comedy, Drama, Romance;5.4;32;Clémentine Célarié;Bruno Todeschini;Sotigui Kouyaté;1990
tt0115071;À la vie, à la mort!;Comedy, Drama;7.1;212;Ariane Ascaride;Jacques Boudet;Jean-Pierre Darroussin;1990
tt0115079;État des lieux;, Comedy, Drama;5.6;177;Cyril Aubin;Cyrille Autin;Emmanuelle Bercot;1990
tt0115433;Les 101 Dalmatiens;Comedy, Adventure, Family, Crime;5.8;121253;Glenn Close;Jeff Daniels;Joely Richardson;1990
tt0115438;2 jours à Los Angeles;Thriller, Comedy, Crime;6.5;22359;Teri Hatcher;Jeff Daniels;Danny Aiello;1990
tt0115453;The Abominable Snowman;Horror, Action;3.9;44;Keith Barber;Byron Clark;Edward Dloughy;1990
tt0115471;Adrénaline;ScienceFiction, Action, Thriller, Sci-Fi, Horror;3.8;3945;Christopher Lambert;Natasha Henstridge;Norbert Weisser;1990
tt0115472;Pinocchio;Drama, Adventure, Family, Fantasy;5.2;6495;Martin Landau;Jonathan Taylor Thomas;Geneviève Bujold;1990
tt0115478;Les Affinités électives;Comedy, Drama, Romance;6.1;690;Isabelle Huppert;Fabrizio Bentivoglio;Jean-Hugues Anglade;1990
tt0115479;Pereira prétend;Drama;7.1;1528;Marcello Mastroianni;Joaquim de Almeida;Daniel Auteuil;1990
tt0115483;The Lambs;Drama;6.3;23;Richard Berry;Brigitte Roüan;Julia Maraval;1990
tt0115487;Airbag;Comedy, Action, Crime;6.7;5211;Karra Elejalde;Fernando Guillén Cuervo;Alberto San Juan;1990
tt0115495;Albino Alligator;Thriller, Drama, Crime;6.1;8773;Matt Dillon;Faye Dunaway;Gary Sinise;1990
tt0115500;Fantasmes d'un autre monde;Sci-Fi, Drama, Horror, ScienceFiction;3.5;304;Darcy DeMoss;Meredyth Holmes;Pía Reyes;1990
tt0115509;Charlie 2;Adventure, Animation, Fantasy, Family, Romance;5.5;6974;Charlie Sheen;Sheena Easton;Dom DeLuise;1990
tt0115512;All's Fair in Love & War;Thriller, Drama;3.1;36;James Tyler;Miki O'Brien;Bill Trillo;1990
tt0115522;Alone in the Woods;Comedy, Family, Crime;4.3;275;Daniel McVicar;Laraine Newman;Sarah Bibb;1990
tt0115526;Amanda;Drama, Adventure, Family;5.3;170;Kieran Culkin;Dennis Haysbert;Alice Krige;1990
tt0115530;American Buffalo;Drama;5.8;4154;Dustin Hoffman;Dennis Franz;Sean Nelson;1990
tt0115531;American Strays;Comedy, Action;5.2;763;Scott Plank;Melora Walters;John Savage;1990
tt0115536;L'amour nuit gravement à la santé;Comedy, Romance;6.5;1831;Ana Belén;Juanjo Puigcorbé;Gabino Diego;1990
tt0115549;Anna Oz;Mystery, Thriller, Drama;6.0;201;Charlotte Gainsbourg;Gérard Lanvin;Sami Bouajila;1990
tt0115561;L'appartement;Mystery, Drama, Romance;7.3;16515;Romane Bohringer;Vincent Cassel;Jean-Philippe Écoffey;1990
tt0115567;Arlette;Comedy, Romance, Crime;5.2;824;Josiane Balasko;Christopher Lambert;Ennio Fantastichini;1990
tt0115571;The Arrival;Mystery, Thriller, Sci-Fi, ScienceFiction;6.2;39990;Charlie Sheen;Lindsay Crouse;Richard Schiff;1990
tt0115577;Asphalt Tango;Comedy, Drama;8.0;1961;Charlotte Rampling;Mircea Diaconu;Florin Calinescu;1990
tt0115580;L'associé;Comedy;6.2;9449;Whoopi Goldberg;Dianne Wiest;Eli Wallach;1990
tt0115582;Astroesque;Sci-Fi, Adventure, Action;5.4;61;Bond Allred;Han Allred;Kelby Allred;1990
tt0115584;Enquête en enfer;Thriller, Drama, Horror;4.9;513;Robert Patrick;Karl Bury;Tom Poster;1990
tt0115591;August;Comedy, Drama, Romance;5.8;900;Anthony Hopkins;Leslie Phillips;Kate Burton;1990
tt0115600;Bitter Sugar;Drama, Romance;7.0;650;René Lavan;Mayte Vilán;Miguel Gutiérrez;1990
tt0115604;Babe Watch: Forbidden Parody;Comedy;3.0;381;Raelyn Saalman;Tane McClure;Ashlie Rhey;1990
tt0115610;Pleine Lune;Thriller, Horror;5.8;9105;Mariel Hemingway;Michael Paré;Mason Gamble;1990
tt0115614;Baja Run;Thriller, Action;4.6;36;Bentley Mitchum;Kimika Yoshino;Sam J. Jones;1990
tt0115618;Dojo la loi des arts martiaux;Thriller, Drama, Action;4.7;430;Billy Blanks;Mako;Lisa Jai;1990
tt0115624;Barb Wire;Sci-Fi, ScienceFiction, Action;3.6;32333;Pamela Anderson;Amir AboulEla;Adriana Alexander;1990
tt0115632;Basquiat;History, Drama, Biography;6.9;22997;Jeffrey Wright;Michael Wincott;Benicio Del Toro;1990
tt0115633;Bastard Out of Carolina;Drama;7.3;4982;Jennifer Jason Leigh;Ron Eldard;Glenne Headly;1990
tt0115638;Beaumarchais l'insolent;Comedy, Romance, Adventure, History;6.7;1518;Fabrice Luchini;Manuel Blanc;Sandrine Kiberlain;1990
tt0115639;Beautiful Girls;Comedy, Drama, Romance;7.1;35667;Matt Dillon;Timothy Hutton;Noah Emmerich;1990
tt0115640;Beautiful Thing;Comedy, Drama, Romance;7.6;26648;Glen Berry;Linda Henry;Scott Neal;1990
tt0115641;Beavis et Butt-Head se font l'Amérique;Animation, Comedy, Adventure;6.8;61792;Mike Judge;Bruce Willis;Demi Moore;1990
tt0115644;Pluie de roses;Drama, Romance;6.1;9043;Christian Slater;Mary Stuart Masterson;Pamela Adlon;1990
tt0115645;Le poids du déshonneur;Mystery, Thriller, Drama, Crime;6.1;10898;Meryl Streep;Liam Neeson;Edward Furlong;1990
tt0115647;Behind Enemy Lines;Thriller, Action, War;4.2;1128;Thomas Ian Griffith;Chris Mulkey;Mark Carlton;1990
tt0115649;Le bel été 1914;Drama;6.2;145;Claude Rich;Maria Pacôme;Hippolyte Girardot;1990
tt0115650;La belle verte;Comedy, Sci-Fi;7.1;5853;Coline Serreau;Vincent Lindon;Samuel Tasinaje;1990
tt0115658;Bernie;Comedy, Drama;7.1;4163;Claude Perron;Albert Dupontel;Roland Blanche;1990
tt0115671;Les Bidochon;Comedy;3.3;152;Anémone;Jean-François Stévenin;Annie Girardot;1990
tt0115675;Les rênes du pouvoir;Thriller, Drama;5.3;854;William Hurt;Nigel Hawthorne;Miranda Richardson;1990
tt0115676;Le souffre-douleur;Thriller, Comedy;4.8;5728;Rick Moranis;Tom Arnold;Julianne Phillips;1990
tt0115678;La Grande Nuit;Drama, Romance;7.3;24026;Tony Shalhoub;Stanley Tucci;Marc Anthony;1990
tt0115680;Le corps du délit;Comedy, Drama, Crime;5.0;343;Lara Flynn Boyle;Danny Nucci;Peter Dobson;1990
tt0115683;Bio-Dome;Comedy;4.4;30797;Pauly Shore;Stephen Baldwin;William Atherton;1990
tt0115684;La loi du talion;Music, Drama, Crime;4.6;248;Lenny von Dohlen;Boyan Milushev;Jennifer Tilly;1990
tt0115685;The Birdcage;Comedy;7.2;108206;Robin Williams;Nathan Lane;Gene Hackman;1990
tt0115697;Black Sheep;Comedy;6.2;44896;Chris Farley;David Spade;Tim Matheson;1990
tt0115701;Prise d'otages à Atlanta;Action;4.3;1819;Linden Ashby;Andrew Divoff;Kimberly Warren;1990
tt0115709;Savage;Mystery, Thriller, Crime;3.2;256;James Brolin;Billy Drago;Dean Tarrolly;1990
tt0115710;Blood & Wine;Thriller, Drama, Crime;6.0;11214;Jack Nicholson;Michael Caine;Stephen Dorff;1990
tt0115711;La Cible du dragon;Action;4.4;431;Don Wilson;John Patrick White;Jillian McWhirter;1990
tt0115715;The Bloody Child;Drama, Crime;5.0;218;Russ Little;Tinka Menkes;Robert Muller;1990
tt0115723;Body of Influence 2;Thriller, Drama;3.7;231;Jodie Fisher;Daniel D. Anderson;Jonathan Goldstein;1990
tt0115725;Bogus;Comedy, Family, Fantasy;5.4;7232;Whoopi Goldberg;Gérard Depardieu;Haley Joel Osment;1990
tt0115727;Bombshell;Thriller, Sci-Fi, ScienceFiction;3.9;293;Henry Thomas;Mädchen Amick;Frank Whaley;1990
tt0115734;Tête brûlée;Comedy, Drama, Crime;6.9;85990;Luke Wilson;Owen Wilson;Ned Dowd;1990
tt0115735;La bouche de Jean-Pierre;Drama;6.6;630;Sandra Sammartino;Denise Aron-Schropfer;Michel Trillot;1990
tt0115736;Bound;Thriller, Drama, Crime;7.3;64241;Jennifer Tilly;Gina Gershon;Joe Pantoliano;1990
tt0115738;Box of Moonlight;Comedy, Drama;7.1;6258;John Turturro;Sam Rockwell;Catherine Keener;1990
tt0115741;Boyfriends;Comedy, Drama, Romance;5.7;437;James Dreyfus;Mark Sands;Andrew Ableson;1990
tt0115742;Boys;Mystery, Drama, Romance;4.9;3926;Winona Ryder;Lukas Haas;John C. Reilly;1990
tt0115744;Les Virtuoses;Comedy, Drama, Music, Romance;7.2;21601;Pete Postlethwaite;Tara Fitzgerald;Ewan McGregor;1990
tt0115751;Breaking the Waves;Drama, Romance;7.8;74012;Emily Watson;Stellan Skarsgård;Katrin Cartlidge;1990
tt0115755;Brigands, chapitre VII;Comedy, Drama;7.0;384;Amiran Amiranashvili;Davit Gogibedashvili;Giorgi Tsintsadze;1990
tt0115759;Broken Arrow;Thriller, Adventure, Action;6.1;108159;John Travolta;Christian Slater;Samantha Mathis;1990
tt0115772;La buena vida;Comedy, Drama;6.6;823;Fernando Ramallo;Lucía Jiménez;Luis Cuenca;1990
tt0115775;Bugged;Comedy, Sci-Fi, Horror;4.1;311;Priscilla K. Basque;Ronald K. Armstrong;Jeff Lee;1990
tt0115781;Bullet;Thriller, Drama, Action, Crime;6.4;9285;Mickey Rourke;Frank Senger;Adrien Brody;1990
tt0115783;À l'épreuve des balles;Comedy, Action, Crime;5.8;41331;Damon Wayans;Adam Sandler;James Caan;1990
tt0115794;Bambola;Comedy, Drama, Romance;4.4;1631;Valeria Marini;Jorge Perugorría;Stefano Dionisi;1990
tt0115797;C'est la tangente que je préfère;Drama, Romance;5.9;296;Julie Delarme;Georges Corraface;Marie-Christine Barrault;1990
tt0115798;Disjoncté;Thriller, Comedy, Drama;6.1;184661;Jim Carrey;Matthew Broderick;Leslie Mann;1990
tt0115801;Cadillac Ranch;Comedy, Drama, Adventure, Action;5.2;252;Jim Metzler;Joe Stevens;Bill Wise;1990
tt0115811;Camp Stories;Comedy;5.4;110;Elliott Gould;Jerry Stiller;Paul Sand;1990
tt0115813;Mort de peur;Mystery, Horror;5.8;5667;James Marsden;Amy Smart;Frederick Lawrence;1990
tt0115818;Cannes Man;Comedy, Drama;5.1;836;François Petit;Robert Hockley;Luana Anders;1990
tt0115819;Cannibal! The Musical;Western, Thriller, Horror, Musical, Comedy;6.9;13518;Trey Parker;Dian Bachar;Stephen Blackpool;1990
tt0115822;Capitaine Conan;Drama, War;7.2;2558;Philippe Torreton;Samuel Le Bihan;Bernard Le Coq;1990
tt0115823;Les caprices d'un fleuve;Drama, Adventure;6.7;353;Bernard Giraudeau;Richard Bohringer;Thierry Frémont;1990
tt0115832;Carla's Song;Drama, Romance, War;6.7;3622;Robert Carlyle;Oyanka Cabezas;Scott Glenn;1990
tt0115834;Carnosaur 3;Sci-Fi, Horror, Action, ScienceFiction;3.2;2148;Rob Camilletti;Stephen Lee;Cyril O'Reilly;1990
tt0115836;En Route pour l'École;Comedy, Family;5.0;5489;Tom Arnold;David Paymer;Rhea Perlman;1990
tt0115842;Castle Ghosts of Ireland;Documentary, Drama, Horror, History;7.6;60;Robert Hardy;Pauline Cadell;Shane O'Neill;1990
tt0115847;Caught;Thriller, Drama, Action;6.5;1776;Edward James Olmos;Maria Conchita Alonso;Arie Verveen;1990
tt0115851;À la gloire des Celtics;Comedy, Sport;5.3;10868;Damon Wayans;Daniel Stern;Dan Aykroyd;1990
tt0115852;Centerfold;Drama;4.5;124;Cheryl Bartel;Gabriella Hall;Ed Hazzard;1990
tt0115856;Chacun cherche son chat;Comedy, Romance;6.9;3683;Garance Clavel;Zinedine Soualem;Renée Le Calm;1990
tt0115857;Poursuite;ScienceFiction, Drama, Action, Thriller, Sci-Fi;5.7;58195;Keanu Reeves;Morgan Freeman;Rachel Weisz;1990
tt0115861;Chamane;Drama, Adventure;7.1;308;Spartak Fedotov;Igor Gotesman;Bartabas;1990
tt0115862;L'héritage de la haine;Thriller, Drama, Crime;6.0;16753;Chris O'Donnell;Gene Hackman;Faye Dunaway;1990
tt0115864;Champions;Action;3.9;349;Louis Mandylor;Danny Trejo;Ken Shamrock;1990
tt0115865;Un nouveau départ;Comedy, Drama, Romance;5.8;384;Moira Kelly;Taylor Negron;Teri Garr;1990
tt0115880;Childhood's End;Comedy, Drama, Romance;4.6;257;Cameron Foord;Heather Gottlieb;Sam Trammell;1990
tt0115895;Chronique d'une disparition;Drama;7.0;931;Elia Suleiman;Nazira Suleiman;Fouad Sleiman;1990
tt0115897;La cible;Comedy, Crime;5.6;57;Daniel Russo;Sagamore Stévenin;Anémone;1990
tt0115906;Citizen Ruth;Comedy, Drama;7.0;9527;Laura Dern;Swoosie Kurtz;Mary Kay Place;1990
tt0115907;City Hall;Mystery, Thriller, Drama, Crime;6.2;23369;Al Pacino;John Cusack;Bridget Fonda;1990
tt0115920;Le coeur fantôme;Drama;7.0;208;Luis Rego;Aurélia Alcaïs;Maurice Garrel;1990
tt0115926;Embrasse-moi Pasqualino!;Comedy, Drama;5.8;344;Enrico Lo Verso;Vincent Cassel;Monica Bellucci;1990
tt0115928;Comment je me suis disputé... (ma vie sexuelle);Comedy, Drama, Romance;6.7;1775;Mathieu Amalric;Emmanuelle Devos;Emmanuel Salinger;1990
tt0115940;Conte d'été;Comedy, Drama, Romance;7.6;11067;Melvil Poupaud;Amanda Langlet;Gwenaëlle Simon;1990
tt0115946;Charmante promotion;Thriller, Action;4.8;279;Robert R. Shafer;Kathleen Kinmont;Talisa Soto;1990
tt0115950;Des choses que je ne t'ai jamais dites;Comedy, Drama, Romance;6.7;1645;Andrew McCarthy;Lili Taylor;Peggy West;1990
tt0115953;Countdown;Mystery, Thriller, Action, Crime;3.9;310;Yûki Amami;Lori Petty;Jason London;1990
tt0115956;À l'épreuve du feu;Drama, Action, War, Thriller, Mystery;6.6;61793;Denzel Washington;Meg Ryan;Lou Diamond Phillips;1990
tt0115961;Indomptables;Adventure, Action;5.6;220;Vinessa Shaw;Adam Beach;Bruce Weitz;1990
tt0115963;Dangereuse Alliance;Drama, Horror, Fantasy;6.5;114755;Robin Tunney;Fairuza Balk;Neve Campbell;1990
tt0115964;Crash;Drama;6.4;69723;James Spader;Holly Hunter;Elias Koteas;1990
tt0115973;Le Cri de la soie;Drama, Romance;6.7;187;Sergio Castellitto;Marie Trintignant;Anémone;1990
tt0115976;Crime Time;Thriller, Drama, Horror, Crime;4.6;935;Stephen Baldwin;Pete Postlethwaite;Sadie Frost;1990
tt0115977;Aux frontières du crime;Drama, Action, Crime;3.7;137;Frank Rossi;Ben Cross;Tahnee Welch;1990
tt0115985;La clé des mondes parallèles;Comedy, Sci-Fi, ScienceFiction, Action;5.3;3275;Rutger Hauer;Josh Charles;Stuart Wilson;1990
tt0115986;The Crow: La Cité des anges;Thriller, Action, Crime, Fantasy;4.6;22932;Vincent Perez;Mia Kirshner;Richard Brooks;1990
tt0115988;La Chasse aux sorcières;Drama, History;6.8;41665;Daniel Day-Lewis;Winona Ryder;Paul Scofield;1990
tt0115994;Sang-froid;Thriller, Comedy, Crime;5.9;5744;William Baldwin;Angela Jones;Bruce Ramsay;1990
tt0116000;Les petits champions 3;Comedy, Drama, Family, Action;5.5;29504;Emilio Estevez;Jeffrey Nordling;David Selby;1990
tt0116003;Jody, l'innocence du mal;Thriller, Drama, Horror;4.8;807;William Katt;Michele Greene;Roxana Zal;1990
tt0116016;Danger Zone;Drama, Action;4.4;1051;Billy Zane;Robert Downey Jr.;Cary-Hiroyuki Tagawa;1990
tt0116017;Dangerous Cargo;Thriller, Adventure, Action;6.3;66;Margaux Hemingway;Nicholas Worth;Rosemarie Belden;1990
tt0116022;Danish Girls Show Everything;Drama;6.0;94;Judi Martin Clark;Lis Dam;Sofie Gråbøl;1990
tt0116026;Dark Breed;ScienceFiction, Action, Thriller, Sci-Fi, Horror;4.3;785;Jack Scalia;Cindy Ambuehl;Jonathan Banks;1990
tt0116030;Dark Planet;Mystery, Sci-Fi, ScienceFiction;3.4;848;Paul Mercurio;Harley Jane Kozak;Michael York;1990
tt0116031;Dark Secrets;, Thriller, Drama;4.5;233;Justin Carroll;Chanda;Tom Crowl;1990
tt0116032;Darkdrive;Thriller, Sci-Fi, ScienceFiction, Action;3.2;571;Gian-Carlo Scandiuzzi;Claire Stansfield;Nick Eldredge;1990
tt0116039;Day of the Warrior;Thriller, Adventure, Action;3.8;1733;Kevin Light;Cristian Letelier;Julie Strain;1990
tt0116040;Daylight;Thriller, Drama, Adventure, Action;6.0;79177;Sylvester Stallone;Amy Brenneman;Viggo Mortensen;1990
tt0116041;En route vers Manhattan;Comedy, Drama;7.0;8063;Hope Davis;Stanley Tucci;Parker Posey;1990
tt0116046;Dead Girl;Comedy;4.2;376;Anne Parillaud;Adam Coleman Howard;Amanda Plummer;1990
tt0116052;Désir meurtrier;Thriller;4.3;149;Doug Jeffery;Shauna O'Brien;Bobby Johnston;1990
tt0116055;Evasion mortelle;Drama, Action;3.6;478;Michael Paré;Claudette Mink;Jan-Michael Vincent;1990
tt0116059;Escroc malgré lui;Comedy;5.5;4318;Greg Kinnear;Laurie Metcalf;Maria Pitillo;1990
tt0116064;Deep Cover;Adventure, Action;5.0;171;Cynthia Rothrock;Stephen Nichols;Patrick Wayne;1990
tt0116070;The Delta;Drama;5.5;1081;Shayne Gray;Thang Chan;Rachel Zan Huss;1990
tt0116075;Le Dentiste;Thriller, Horror;5.4;11105;Corbin Bernsen;Linda Hoffman;Michael Stadvec;1990
tt0116081;Des nouvelles du bon Dieu;, Comedy;7.1;514;Marie Trintignant;Maria de Medeiros;Christian Charmetant;1990
tt0116084;Désiré;Comedy, Romance;6.0;241;Jean-Paul Belmondo;Fanny Ardant;Claude Rich;1990
tt0116088;The Destiny of Marty Fine;Drama;5.3;123;Alan Gelfant;James Le Gros;Catherine Keener;1990
tt0116091;Les 2 papas et la maman;Comedy;3.2;308;Smaïn;Arielle Dombasle;Antoine de Caunes;1990
tt0116095;Diabolique;Mystery, Thriller, Drama, Horror;5.5;16003;Sharon Stone;Isabelle Adjani;Chazz Palminteri;1990
tt0116097;Diamond Run;Drama, Action, Crime;4.6;90;Linda Ljoka;Michael J. Valentine;Sean P. Donahue;1990
tt0116102;Different for Girls;Comedy, Drama, Romance;7.0;2085;Steven Mackintosh;Rupert Graves;Miriam Margolyes;1990
tt0116106;Dinosaur Valley Girls;Comedy, Adventure, Action;3.3;343;Jeff Rector;William Marshall;Griffin Drew;1990
tt0116111;La disparition de Kevin Johnson;Comedy;5.3;297;Pierce Brosnan;James Coburn;Dudley Moore;1990
tt0116121;Dogs: The Rise and Fall of an All-Girl Bookie Joint;Comedy;5.9;57;Pam Columbus;Pamela Gray;Melody Beal;1990
tt0116126;Spoof Movie;Comedy, Crime;6.5;64801;Shawn Wayans;Marlon Wayans;Keenen Ivory Wayans;1990
tt0116130;Touche pas à mon périscope;Comedy;6.2;28543;Kelsey Grammer;Lauren Holly;Rob Schneider;1990
tt0116136;Cœur de dragon;Drama, Adventure, Action, Fantasy;6.4;103986;Dennis Quaid;Sean Connery;Dina Meyer;1990
tt0116138;Drawing Flies;Thriller, Comedy, Drama;5.2;1522;Jason Lee;Renée Humphrey;Jason Mewes;1990
tt0116141;Rêve pour une insomniaque;Comedy, Drama, Romance;5.9;3057;Ione Skye;Jennifer Aniston;Mackenzie Astin;1990
tt0116142;Fantasmes sous contrôle;ScienceFiction, Fantasy, Thriller, Sci-Fi, Mystery, Romance;4.6;263;Lisa Boyle;Patrick Ahern;Kristen Elizabeth;1990
tt0116146;Drinking Games;Drama;6.1;141;Christian Leffler;Dinah Leffert;Geoffrey Smith;1990
