tconst,primaryTitle,title,frenchTitle,startYear,genres,production_countries,runtimeMinutes,revenue,tagline,overview,id,averageRating,numVotes,actor1,actor2,actor3
tt1188996,My Name Is Khan,My Name Is Khan,My Name Is Khan,2010,"Drama, Romance","AE,IN,US",165,42345360.0,"An Ordinary Man, An Extraordinary Journey ... FOR LOVE.","Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",26022,7.9,119827,Shah Rukh Khan,Kajol,Sheetal Menon
tt1189076,Ricky,Ricky,Ricky,2009,"Drama, Comedy, Fantasy",FR,89,0.0,,"When Katie meets Paco they fall in love. From this an extraordinary child is born; Ricky, who quickly develops into something wonderful and not so normal.",22136,5.8,3338,Alexandra Lamy,Sergi López,Mélusine Mayance
tt11891246,Lullaby,Lullaby,Berceuse mortelle,2022,Horror,"CA,US",89,0.0,Have you checked the baby?,A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing. But her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.,702621,4.9,2809,Oona Chaplin,Ramón Rodríguez,Liane Balaban
tt11891850,Hard Truths,Untitled Mike Leigh Project,Deux sœurs,2024,"Drama, Comedy","ES,GB",97,0.0,,Plot unknown.,1013154,7.2,6039,Marianne Jean-Baptiste,Michele Austin,David Webber
tt1189259,The Pleasure of Being Robbed,The Pleasure of Being Robbed,The Pleasure of Being Robbed,2008,Drama,US,71,0.0,,"A lost and troubled Eleonore looks for something everywhere, even in the bags of strangers.",42585,6.1,2113,Bat 'Batman' Baxter,Alex Billig,Wayne Chin
tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,La défense Lincoln,2011,"Crime, Mystery, Drama, Thriller",US,118,85412898.0,This Case is a Dangerous Game of Life and Death.,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,50348,7.3,262612,Matthew McConaughey,Marisa Tomei,Ryan Phillippe
tt11897478,The Stranger,The Stranger,The Stranger,2022,"Crime, Drama, Thriller","AU,GB,US",117,0.0,The closer you get...,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.",848791,6.6,28686,Joel Edgerton,Sean Harris,Jada Alberts
tt1190080,2012,2012,2012,2009,"ScienceFiction, Adventure, Action, Sci-Fi",US,158,791217826.0,We Were Warned.,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",14161,5.8,411073,John Cusack,Thandiwe Newton,Chiwetel Ejiofor
tt1190536,Black Dynamite,Black Dynamite,Black Dynamite,2009,"Comedy, Action",US,84,296557.0,He's super bad. He's outta sight. He's...,"This is the story of 1970s African-American action legend Black Dynamite. The Man killed his brother, pumped heroin into local orphanages, and flooded the ghetto with adulterated malt liquor. Black Dynamite was the one hero willing to fight The Man all the way from the blood-soaked city streets to the hallowed halls of the Honky House...",24804,7.4,53342,Michael Jai White,Arsenio Hall,Tommy Davidson
tt1190617,An American Carol,An American Carol,An American Carol,2008,"Comedy, Fantasy",US,83,7000000.0,Laugh like your country depends on it.,A cynical anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.,13948,4.0,10262,Kevin P. Farley,Kelsey Grammer,Leslie Nielsen
tt11908172,The Kill Room,The Kill Room,The Kill Room,2023,"Comedy, Thriller",US,98,0.0,,"The story follows a hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",958006,5.5,8724,Alexis Linkletter,Joe Manganiello,Danny Plaza
tt1190858,Amreeka,Amreeka,Amerrika,2009,Drama,"CA,JO,KW,AE,US",96,2176304.0,Life's best adventures are journeys of the heart.,"Eager to provide a better future for her son, Fadi, divorcée Muna Farah leaves her Palestinian homeland and takes up residence in rural Illinois -- just in time to encounter the domestic repercussions of America's disastrous war in Iraq. Now, the duo must reinvent their lives with some help from Muna's sister, Raghda, and brother-in-law, Nabeel.",29134,7.0,3735,Nisreen Faour,Melkar Muallem,Hiam Abbass
tt11908982,Jakob's Wife,Jakob's Wife,Jakob's Wife,2021,"Horror, Thriller",US,98,30000.0,Who's Your Master?,Bodies start to pile up when a woman discovers a new sense of power and an appetite to live bigger and bolder than ever before.,786110,5.5,4485,Barbara Crampton,Larry Fessenden,Bonnie Aarons
tt11909878,Hocus Pocus 2,Hocus Pocus 2,Hocus Pocus 2,2022,"Fantasy, Comedy, Family",US,103,0.0,Back and more glorious than ever.,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",642885,6.0,56415,Bette Midler,Sarah Jessica Parker,Kathy Najimy
tt1191111,Enter the Void,Enter the Void,Enter the Void,2009,"Drama, Fantasy","BR,CA,FR,DE,IT",161,754249.0,,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar, a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda. When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",34647,7.2,91708,Nathaniel Brown,Paz de la Huerta,Cyril Roy
tt11916254,Lucy Shimmers and the Prince of Peace,Lucy Shimmers And The Prince Of Peace,Lucy Shimmers and the Prince of Peace,2020,"Drama, Family",US,87,0.0,,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,770156,7.1,1811,Scarlett Diamond,Vincent Vargas,Adam Hightower
tt11924476,A Werewolf in England,A Werewolf in England,A Werewolf in England,2020,"Comedy, Horror",GB,84,0.0,Bark at the moon.,"In Victorian-Era England, a Parish Councillor and criminal take refuge from a storm, at a remote countryside Inn. Forced to stay the night, they soon uncover a deadly pact between the strange Innkeepers and the flesh-hungry werewolves that inhabit the surrounding woodlands... now, as the werewolves close in, the guests must band together and fight tooth and nail to survive the night!",710217,3.7,2360,Reece Connolly,Tim Cartwright,Natalie Martins
tt1192628,Rango,Rango,Rango,2011,"Adventure, Comedy, Family, Western, Animation, Action",US,107,245724603.0,Heroes come in all different colors.,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",44896,7.3,305870,Johnny Depp,Isla Fisher,Timothy Olyphant
tt1193088,Le code a changé,Change of Plans,Le code a changé,2009,"Drama, Comedy, Romance",FR,100,15016366.0,,So called friends at a dinner party end up acting like a dysfunctional family.,14688,5.8,2168,Karin Viard,Dany Boon,Marina Foïs
tt1193138,Up in the Air,Up in the Air,In the Air,2009,"Drama, Comedy, Romance",US,109,166842739.0,The story of a man ready to make a connection.,"Corporate downsizing expert Ryan Bingham spends his life in planes, airports, and hotels, but just as he’s about to reach a milestone of ten million frequent flyer miles, he meets a woman who causes him to rethink his transient life.",22947,7.4,355584,George Clooney,Vera Farmiga,Anna Kendrick
tt1193507,My Own Love Song,My Own Love Song,My Own Love Song,2010,"Drama, Adventure, Comedy","FR,US",102,300849.0,,A wheelchair-bound singer and her best friend embark on a roadtrip to Memphis.,43609,5.7,1888,Renée Zellweger,Madeline Zima,Forest Whitaker
tt1193631,Step Up 3D,Step Up 3D,Sexy Dance 3 The Battle,2010,"Drama, Music, Romance",US,107,159291809.0,Two Worlds. One Dream.,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",41233,6.2,61446,Sharni Vinson,Rick Malambri,Adam Sevani
tt1194173,The Bourne Legacy,The Bourne Legacy,Jason Bourne : L'Héritage,2012,"Adventure, Action, Thriller",US,135,276572938.0,There Was Never Just One,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,49040,6.6,322347,Jeremy Renner,Rachel Weisz,Edward Norton
tt1194242,The Villain,The Villain,Le Vilain,2009,"Crime, Comedy, Action",FR,86,6593565.0,,"With gun-toting rivals on his tail, a daring bank robber takes refuge in the quiet residential street here he grew up and where his mother, Maniette, still lives. An unscrupulous property developer, Korazy, is buying up the neighborhood to turn it into a gleaming new banking district, but to her son's disgust Maniette leads the inhabitants resistance. Her ingenious methods provoke her boy's admiration, but he fights back with sneaky traps and underhand tricks when Maniette tries to force him to do the right thing just once in his life.",35436,6.3,1559,Catherine Frot,Albert Dupontel,Bouli Lanners
tt1194263,Get Low,Get Low,Le grand jour,2009,"Mystery, Drama, Comedy",US,103,10522511.0,A true tall tale,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.",44718,7.0,24332,Robert Duvall,Bill Murray,Sissy Spacek
tt11944928,Red Stone,Red Stone,Tuer pour survivre,2021,"Mystery, Crime, Drama, Action, Thriller",US,97,0.0,His business is vengeance.,"With one bullet, Motley’s life spirals out of control as he’s forced to go on the run from the ruthless crime lord, Jed Haywood. The brother of Haywood's best friend Boons recently died in a terrible car accident and today is the funeral. He has 10 hours to bring Motley in and get to the cemetery. Over the course of a day, Motley and Boon play a game of cat and mouse as their fate brings them together for a climatic showdown.",823216,5.0,6595,Neal McDonough,Dash Melrose,Michael Cudlitz
tt1194577,The Door,The Door,The Door,2012,Drama,"DE,HU,GB",97,0.0,There are those who sweep and those who pay others to sweep.,"Emerenc, an elderly and private woman, is hired to be the housekeeper of a struggling writer, Magda. An event in the writer's life prompts Emerenc to disclose details of her traumatizing past, which will bond the two women forever. Based on the novel by Magda Szabó.",90130,6.5,2608,Helen Mirren,Martina Gedeck,Károly Eperjes
tt1194616,LOL (Laughing Out Loud),LOL (Laughing Out Loud),Lol,2008,"Comedy, Romance",FR,103,31451622.0,,"Lola, a striking teenaged girl who is on the cusp of adulthood, who longs to rush into the adult world of independence, freedom and sexual exploits, but is tenaciously held back by her mother.",21861,6.3,9948,Sophie Marceau,Christa Théret,Jérémy Kapone
tt1194620,Silent Wedding,Silent Wedding,"Au diable Staline, vive les mariés!",2008,"History, Drama, Comedy","RO,FR,LU",87,0.0,,"In a small village of Communist-era Romania a young couple wish to marry, but Joseph Stalin dies the night prior to their wedding ceremony forcing the bride and groom to marry in silence.",26752,7.8,7231,Meda Andreea Victor,Alexandru Potocean,Valentin Teodosiu
tt11951276,The Other Zoey,The Other Zoe,L'autre Zoey,2023,"Drama, Comedy, Romance",US,91,0.0,,"A college student who rejects traditional ideals of love, only to have her perspective turned around when another student mistakes her for his girlfriend.",912916,5.9,12669,Josephine Langford,Drew Starkey,Archie Renaux
tt11952606,Easter Sunday,Easter Sunday,Easter Sunday,2022,Comedy,US,96,13071438.0,Home is where the crazy is.,"A man returns home for an Easter celebration with his riotous, bickering, eating, drinking, laughing, loving family, in this love letter to the Filipino-American community.",824281,5.3,2994,Jo Koy,Lydia Gaston,Brandon Wardell
tt1195478,The Five-Year Engagement,The Five-Year Engagement,5 ans de réflexion,2012,"Drama, Comedy, Romance",US,124,54169363.0,A comedy about the journey between popping the question and tying the knot.,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",72207,6.2,104071,Jason Segel,Emily Blunt,Chris Pratt
tt1196134,Crazy on the Outside,Crazy on the Outside,Crazy on the Outside,2010,"Crime, Comedy, Romance",US,96,88335.0,He survived three years of hard time. Now comes a little family time.,A recently paroled ex-con who has trouble adjusting to the wacky normalcy of life outside of prison. He has spent the last three years behind bars after getting caught committing a crime and taking the rap for his much more dangerous pal.,35458,5.5,7330,Tim Allen,Sigourney Weaver,Jeanne Tripplehorn
tt1196141,Diary of a Wimpy Kid,Diary of a Wimpy Kid,Le journal d'un dégonflé,2010,"Drama, Comedy, Family","GB,US",94,76196538.0,"It's not a diary, it's a movie.","Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",33217,6.2,62141,Zachary Gordon,Robert Capron,Rachael Harris
tt1196204,Cemetery Junction,Cemetery Junction,Adieu à Cemetery Junction,2010,"Drama, Comedy",GB,95,0.0,Be young. Be free. Be somebody.,"In 1970s England, three blue-collar friends spend their days joking, drinking, fighting and chasing girls. Freddie wants to leave their working-class world but cool, charismatic Bruce and lovable loser Snork are happy with life the way it is. When Freddie gets a new job as a door-to-door salesman and bumps into his old school sweetheart Julie, the gang are forced to make choices that will change their lives for ever.",36801,6.8,24473,Christian Cooke,Felicity Jones,Tom Hughes
tt1196334,After Last Season,After Last Season,After Last Season,2009,"Drama, ScienceFiction, Thriller, Sci-Fi",US,93,0.0,The end of a season means the beginning of a new one.,"Two neurology students create a telepathy experiment together to visualize a murderer, who recently knifed another student.",64104,1.6,8557,Jason Kulas,Peggy McClellan,Scott Winters
tt1196340,Inhale,Inhale,État de choc,2010,"Drama, Action, Thriller",US,83,55089.0,"One man, one chance, no rules.",A couple goes to dangerous lengths to find a lung donor for their daughter.,12645,6.5,6794,Dermot Mulroney,Diane Kruger,Sam Shepard
tt11967116,The Night Doctor,The Night Doctor,Médecin de nuit,2020,"Crime, Drama, Thriller",FR,82,0.0,,"Mikael is doctor on night call. It’s a vocation. Between two patient-visits in slum areas, he cares for those whom no one else wants to see: the drug addicts, the homeless… He rubs shoulders with destitution. His life is in shambles. Especially when it comes to his pharmacist cousin who makes him write false prescriptions for Subutex. Overnight, he decides to get out of drug trafficking and rebuild his life. But there will be a heavy price to pay.",712124,6.6,1905,Vincent Macaigne,Pio Marmaï,Sara Giraudeau
tt1196948,Charlie Countryman,Charlie Countryman,Charlie Countryman,2013,"Drama, Comedy, Action, Thriller, Romance",US,103,11650.0,"The only way to save the one you love, is to die.","While traveling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.",41602,6.3,30359,Shia LaBeouf,Evan Rachel Wood,Mads Mikkelsen
tt1196956,One Chance,One Chance,Un incroyable talent,2013,"Drama, Comedy, Biography, Music","GB,US",103,10900434.0,The incredible true story of an underdog who never gave up.,"This film follows the remarkable and inspirational true story of Paul Potts, a shy, bullied shop assistant by day and an amateur opera singer by night.",209361,6.8,13628,James Corden,Alexandra Roach,Julie Walters
tt1197624,Law Abiding Citizen,Law Abiding Citizen,Que justice soit faite,2009,"Crime, Drama, Action, Thriller",US,109,127944208.0,Justice at any cost.,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,22803,7.4,334526,Gerard Butler,Jamie Foxx,Leslie Bibb
tt1197628,Observe and Report,Observe and Report,Ronnie la Gaffe,2009,"Crime, Drama, Comedy, Action",US,86,24007324.0,"Right now, the world needs a hero.","Mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective is recruited to close the case.",16991,5.8,66561,Seth Rogen,Anna Faris,Ray Liotta
tt11976532,Vengeance,Vengeance,Vengeance,2022,"Mystery, Comedy, Music, Thriller",US,107,4225720.0,Find the story before it finds you.,A journalist and podcaster from New York City travels to West Texas in order to report on the death of a girl he was hooking up with.,683340,6.8,40292,B.J. Novak,Boyd Holbrook,Lio Tipton
tt1198075,Cougars Inc.,"Cougars, Inc.",Cougars Inc.,2011,"Drama, Comedy, Romance","DE,US",81,0.0,It's 10 p.m. Do you know where your mother is?,"When Sam learns his mother cannot afford to send him to another school after he is kicked out, he and his friends start their own escort service for mature women to pay for his tuition.",60302,4.9,4280,Kyle Gallner,Sarah Hyland,Jim Belushi
tt1198138,Obsessed,Obsessed,Obsessed,2009,"Drama, Thriller, Romance",US,108,73830340.0,Sharon and Derek have all they've ever wanted... but someone else wants it more.,"Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear.",17335,5.0,35294,Beyoncé,Idris Elba,Ali Larter
tt1198153,The Assassin Next Door,The Assassin Next Door,Loin d'Eden,2009,"Crime, Drama, Action, Thriller","FR,US,IL",103,0.0,Beware of thy neighbor.,"In an old apartment building on the wrong side of the tracks, two women, unknown to each other, live across the hall on the second floor. Galia is an assassin involved against her will with the local sex-traffic mafia. All she wants is to reunite with her little daughter that she left back home in Ukraine . Eleanor is a grocery store cashier and a battered wife. She dreams of winning the lottery and running away from her abusive husband. Galia and Eleanor don't know each other, but as neighbors they share two things: an adjoining wall and a strong need to plan their escape. As Galia disobeys her latest contract, a woman target, and Eleanor discovers that she's pregnant, the two women decide to take action against their oppressors in a fight for survival and freedom.",37714,5.7,3117,Olga Kurylenko,Ninet Tayeb,Henry David
tt1198156,You're Not You,You're Not You,Le Second souffle,2014,Drama,US,102,894964.0,Life is measured in moments that leave you breathless.,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,290542,7.3,27522,Hilary Swank,Emmy Rossum,Josh Duhamel
tt1198385,In the Beginning,In the Beginning,Je suis parti de rien,2009,"Crime, Drama",FR,130,0.0,,"France, present day. A professional conman passes himself off as the boss of a construction site building a highway extension. He cons the whole region, hires dozens of workers and cynically enjoys the profits of his scam until he meets the lady mayor of a small village that the road will go through. She intrigues and unsettles him, before revealing to him a world he never knew: feelings. How far will he go now to save his victims and save himself from his own lies?",35164,7.1,2675,François Cluzet,Emmanuelle Devos,Gérard Depardieu
tt1198408,Tenure,Tenure,Tenure,2008,"Drama, Comedy",US,89,5000000.0,He's having a mid-term crisis.,"Despite his outstanding intellect, associate professor Charlie Thurber is a chronic underachiever and has never received university tenure. Aided by his nutty best friend, Charlie launches a final effort to make the grade at Gray College. But a beautiful new teacher whose ascending star threatens to eclipse him shakes up Charlie's plans.",33215,6.0,2853,Luke Wilson,Gretchen Mol,David Koechner
tt11992694,Corsage,Corsage,Corsage,2022,"History, Drama, Biography","AT,FR,DE,LU",114,537274.0,"No pain, no reign.","A fictional account of one year in the life of Empress Elisabeth of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; she starts trying to maintain her public image.",888321,6.5,10963,Vicky Krieps,Florian Teichtmeister,Katharina Lorenz
tt1200263,The Color Purple,The Color Purple,La couleur pourpre,2023,"Drama, Romance, Music, Musical",US,141,0.0,,"An adaptation of the Broadway musical The Color Purple, based on the acclaimed novel and its film adaptation.",558915,6.8,19241,Fantasia Barrino,Taraji P. Henson,Danielle Brooks
tt1200272,La Mission,La Mission,La Mission,2009,Drama,US,117,0.0,"Growing up in the Mission district of San Francisco, Che Rivera has always had to be tough to survive.","Growing up in the Mission district of San Francisco, Che Rivera has always had to be tough to survive. He's a powerful man respected throughout the Mission barrio for his masculinity and his strength, as well as for his hobby building beautiful lowrider cars. A reformed inmate and recovering alcoholic, Che has worked hard to redeem his life and do right by his pride and joy: his only son, Jes, whom he has raised on his own after the death of his wife. Che's path to redemption is tested, however, when he discovers Jes is gay. To survive his neighborhood, Che has always lived with his fists. To survive as a complete man, he'll have to embrace a side of himself he's never shown.",43219,7.0,2030,Benjamin Bratt,Alex Hernandez,Christopher Borgzinner
tt12003946,Violent Night,Violent Night,Violent Night,2022,"Crime, Comedy, Action, Thriller",US,112,75734910.0,You better watch out.,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",899112,6.7,114282,David Harbour,John Leguizamo,Beverly D'Angelo
tt12004038,Watcher,Watcher,Le voyeur,2022,"Mystery, Drama, Horror, Thriller","AE,US",96,2543216.0,Evil wants to be seen.,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",807356,6.3,57111,Maika Monroe,Karl Glusman,Burn Gorman
tt1201167,Funny People,Funny People,Funny People,2009,"Drama, Comedy",US,146,71585235.0,"George Simmons was prepared to die, but then a funny thing happened.","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.",20829,6.3,125661,Adam Sandler,Seth Rogen,Leslie Mann
tt1201607,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,Harry Potter et les Reliques de la Mort : partie 2,2011,"Fantasy, Adventure, Family","GB,US",130,1341511219.0,It all ends here.,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",12445,8.1,999583,Daniel Radcliffe,Emma Watson,Rupert Grint
tt1202222,Lies & Illusions,Lies & Illusions,Double illusion,2009,"Comedy, Action, Thriller",US,93,0.0,"A writer, torn between two lovers is hunted by spies in search of stolen diamonds.","When a menacing smuggler coolly insists that best-selling author Wes Wilson take a chauffeured backseat ride with him, Wilson's charmed life explodes into a world of violence and espionage, and he learns shocking truths about two women in his life.",23736,3.5,3121,Christian Slater,Cuba Gooding Jr.,Sarah Ann Schultz
tt12024308,Wildflower,Wildflower,Wildflower,2022,"Drama, Comedy","CA,US",105,0.0,"A little heartache, a lot of love.",The story of Bea Johnson from birth to graduation as she navigates life with an intellectually disabled parent and an extended family who can't quite agree on the best way to help.,915523,6.8,4882,Alexandra Daddario,Jean Smart,Kiernan Shipka
tt1203517,The Graves,The Graves,The Graves: les tombes de Skull City,2009,"Adventure, Horror, Thriller",US,88,0.0,,Two inseparable sister's visit to a remote mine town turns into a mind-bending fight for survival against menaces both human and supernatural.,34231,3.6,2223,Clare Grant,Jillian Murray,Bill Moseley
tt1204340,Tyrannosaur,Tyrannosaur,Tyrannosaur,2011,"Drama, Romance",GB,92,676111.0,,"The story of Joseph, a man plagued by violence and a rage that is driving him to self-destruction. As Joseph's life spirals into turmoil a chance of redemption appears in the form of Hannah, a Christian charity shop worker. Their relationship develops to reveal that Hannah is hiding a secret of her own with devastating results on both of their lives.",76543,7.5,34617,Peter Mullan,Olivia Colman,Eddie Marsan
tt1204342,The Muppets,The Muppets,"Les Muppets, le retour",2011,"Adventure, Music, Comedy, Family",US,103,165184237.0,One girl has his dream.,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",64328,7.1,99055,Amy Adams,Jason Segel,Chris Cooper
tt12048234,Save the Cinema,Save the Cinema,Save the Cinema,2022,"Drama, Comedy",GB,109,0.0,,"The true story of Liz Evans, a hairdresser and leader of a youth theatre in Carmarthen, Wales, who began a campaign in 1993 to save the Lyric theatre from closure. Alongside then Mayor of Carmarthen Richard Goodridge, they enlisted the help of Steven Spielberg, securing a special premiere of Jurassic Park.",790386,6.5,1664,Louisa Cliffe,Krrish Patel,Jonathan Pryce
tt1204883,Boogeyman 3,Boogeyman 3,Boogeyman 3 : Le Dernier Cauchemar,2008,"Horror, Thriller",US,94,156941.0,,"When a college student witnesses the alleged suicide of her roommate, it sets into motion a series of horrific events that cause her to fear the supernatural entity. As she tries to convince the rest of her dorm that the Boogeyman does exist, the evil force grows stronger and her friends begin to pay the price. Now she must stop this ultimate evil before the entire campus falls prey.",15262,4.6,5480,Erin Cahill,Charles Hittinger,Mimi Michaels
tt1204975,Last Vegas,Last Vegas,Last Vegas,2013,Comedy,US,105,134402450.0,It's going to be legendary.,"Aging pals Billy, Paddy, Archie, and Sam have been best friends since childhood. When Billy finally proposes to his much-younger girlfriend, all four friends go to Las Vegas to celebrate the end of Billy's longtime bachelorhood and relive their glory days. However, the four quickly realize that the intervening decades have changed Sin City and tested their friendship in ways they had not imagined.",137093,6.6,138764,Robert De Niro,Michael Douglas,Morgan Freeman
tt1204977,Ouija,Ouija,Ouija,2014,"Mystery, Horror, Thriller","JP,US",89,103590271.0,Keep telling yourself it's just a game.,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,242512,4.5,60176,Olivia Cooke,Ana Coto,Daren Kagasoff
tt1204979,Vacancy 2: The First Cut,Vacancy 2: The First Cut,Motel 2,2008,"Crime, Horror, Thriller",US,86,0.0,"If the camera is on, you're dead.","Three young people check into the Meadow View Inn for a night's rest, fully unaware of the inn's sick-minded employees and their nefarious intentions.",15641,4.9,8910,Agnes Bruckner,David Moscow,Scott Anderson
tt1205489,Gran Torino,Gran Torino,Gran Torino,2008,Drama,"US,DE",116,269958228.0,Ever come across somebody you shouldn't have f#cked with?,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",13223,8.1,840601,Clint Eastwood,Bee Vang,Christopher Carley
tt1205535,The Rebound,The Rebound,Mon babysitter,2009,"Comedy, Romance","TR,US",95,21791288.0,She's still got it. He's just getting it.,"Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and  it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?",24122,6.3,51345,Catherine Zeta-Jones,Justin Bartha,Andrew Cherry
tt1205537,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,The Ryan Initiative,2014,"Drama, Action, Thriller","RU,US",105,135511030.0,Trust no one.,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",137094,6.2,140774,Chris Pine,Kevin Costner,Keira Knightley
tt1205558,Hick,Hick,Hick,2011,"Drama, Comedy",US,99,0.0,Trouble travels together.,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,94363,5.5,21376,Chloë Grace Moretz,Blake Lively,Rory Culkin
tt12058582,Demigod,Demigod,Demigod,2021,"Mystery, Drama, Horror",US,95,0.0,His time has come.,"Robin, who travels with her husband to Germany’s Black Forest upon learning that her huntsman grandfather has died and left her all his worldly possessions. Upon arrival, a terrifying secret forces her to reckon with her family’s past and a mysterious ritual she thought was the stuff of fairy tales.",760871,3.6,2256,Sherri Eakin,Sarah S. Fisher,Lindsay Anne Williams
tt12059016,Red Snow,Red Snow,Red Snow,2021,"Comedy, Horror, Thriller",US,80,0.0,Season's bleedings.,A struggling vampire romance novelist must defend herself against real-life vampires during Christmas in Lake Tahoe.,774454,5.0,2294,Dennice Cisneros,Nico Bellamy,Laura Kennon
tt1206543,Out of the Furnace,Out of the Furnace,Les brasiers de la colère,2013,"Crime, Drama, Thriller","US,GB",116,15400000.0,Sometimes your battles choose you.,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",164457,6.7,128755,Christian Bale,Casey Affleck,Zoe Saldaña
