tconst,primaryTitle,title,frenchTitle,startYear,genres,production_countries,runtimeMinutes,revenue,tagline,overview,id,averageRating,numVotes,actor1,actor2,actor3
tt0026529,The Informer,The Informer,Le mouchard,1935,"Crime, Drama",US,91,950000.0,,"Gypo Nolan is a former Irish Republican Army man who drowns his sorrows in the bottle. He's desperate to escape his bleak Dublin life and start over in America with his girlfriend. So when British authorities advertise a reward for information about his best friend, current IRA member Frankie, Gypo cooperates. Now Gypo can buy two tickets on a boat bound for the States, but can he escape the overwhelming guilt he feels for betraying his buddy?",43896,7.4,7573,Victor McLaglen,Heather Angel,Preston Foster
tt0026643,The Lives of a Bengal Lancer,The Lives of a Bengal Lancer,Les 3 Lanciers du Bengale,1935,"Drama, Adventure, War",US,109,0.0,"Set in the spectacle of mystic India with its glittering mosques, oirental palaces, weird music, bronzed nautch dancers","In the Northwest Frontier of India, the 41st Bengal Lancers leaded by the harsh Colonel Tom Stone are having trouble with the rebellious leader Mohammed Khan. After two casualties, the experienced but insubordinate Lieutenant Alan McGregor receives as replacement, the arrogant Lieutenant Forsythe and the immature son of Colonel Stone, Lieutenant Donald Stone. With the intention to prove that he will not have any privilege in the troop, the reception of Colonel Stone to his son is absolutely cold, but he becomes the protégé of McGregor. When Lieutenant Stone is kidnapped by Mohammed Khan, McGregor and Forsythe disobey the direct order of their commander, disguise as Indian peddlers and go to Khan's fortress to attempt to rescue their friend",43898,7.0,3406,Gary Cooper,Franchot Tone,Richard Cromwell
tt0026663,Mad Love,Mad Love,Les mains d'Orlac,1935,"Sci-Fi, Horror, Romance",US,68,0.0,"A new, a strange, a gifted personality comes to the screen!",An insane surgeon's obsession with an actress leads him to replace her wounded pianist husband's hands with the hands of a knife murderer--hands which still have the urge to throw knives.,28261,7.2,6174,Peter Lorre,Frances Drake,Colin Clive
tt0026725,Les Misérables,Les Misérables,Les Misérables,1935,"History, Drama, Romance",US,108,0.0,The immortal classic that shook a nation… is now a glorious picture !,"In early nineteenth-century France Jean Valjean, an ex-convict who failed to report to parole, is relentlessly pursued over a twenty-year period by Javert, an obsessive policeman.",43893,7.6,4085,Fredric March,Charles Laughton,Cedric Hardwicke
tt0026752,Mutiny on the Bounty,Mutiny on the Bounty,Les révoltés du Bounty,1935,"History, Drama, Adventure, Biography",US,132,4460000.0,Clark Gable as the daring mutineer in the screen's most exciting adventure story!,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on revenge.",12311,7.6,25839,Charles Laughton,Clark Gable,Franchot Tone
tt0026778,A Night at the Opera,A Night at the Opera,Une nuit à l'opéra,1935,"Comedy, Music, Musical",US,96,0.0,Don't miss it! The funniest picture ever made!,The Marx Brothers take on high society and the opera world to bring two lovers together. A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,37719,7.8,35707,Groucho Marx,Chico Marx,Harpo Marx
tt0026942,Roberta,Roberta,Roberta,1935,"Comedy, Romance, Music, Musical",US,106,0.0,Jerome Kern's Queen of Musical Romances!,"Football player John Kent tags along as Huck Haines and the Wabash Indianians travel to an engagement in Paris, only to lose it immediately. John and company visit his aunt, owner of a posh fashion house run by her assistant, Stephanie. There they meet the singer Scharwenka (alias Huck's old friend Lizzie), who gets the band a job. Meanwhile, Madame Roberta passes away and leaves the business to John and he goes into partnership with Stephanie.",31798,7.0,3791,Irene Dunne,Fred Astaire,Ginger Rogers
tt0026955,Ruggles of Red Gap,Ruggles of Red Gap,L'admirable Mister Ruggles,1935,"Mystery, Comedy, Romance",US,90,0.0,SH-H-H-H! TONIGHT'S YOUR NIGHT TO HOWL! And howl you will at this funniest of all comedies...,"In this comedy of an Englishman stranded in a sea of barbaric Americans, Marmaduke Ruggles, a gentleman's gentleman and butler to an Earl is lost in a poker game to an uncouth American cattle baron. Ruggles's life is turned upside down as he's taken to the USA, is gradually assimilated into American life, accidently becomes a local celebrity, and falls in love along the way.",36006,7.6,4711,Charles Laughton,Mary Boland,Charles Ruggles
tt0027075,A Tale of Two Cities,A Tale of Two Cities,Le marquis de Saint-Evremond,1935,"History, Drama, Action, Romance",US,128,0.0,The Immortal Story of Love and Intrigue During the French Revolution!,"The exciting story of Dr. Manette, who escapes the horrors of the infamous Bastille prison in Paris. The action switches between London and Paris on the eve of the revolution where we witness 'the best of times and the worst of times' - love, hope, the uncaring French Aristocrats and the terror of a revolutionary citizen's army intent on exacting revenge.",17831,7.8,6634,Ronald Colman,Elizabeth Allan,Edna May Oliver
tt0027125,Top Hat,Top Hat,Le Danseur du dessus,1935,"Comedy, Romance, Music, Musical",US,101,3202000.0,They're Dancing Cheek-To-Cheek Again!,"Showman Jerry Travers is working for producer Horace Hardwick in London. Jerry demonstrates his new dance steps late one night in Horace's hotel room, much to the annoyance of sleeping Dale Tremont below. She goes upstairs to complain and the two are immediately attracted to each other. Complications arise when Dale mistakes Jerry for Horace.",3080,7.7,21494,Fred Astaire,Ginger Rogers,Edward Everett Horton
tt0027214,The Whole Town's Talking,The Whole Town's Talking,Toute la ville en parle,1935,"Crime, Drama, Comedy",US,93,0.0,The most exciting picture in a decade..Inspired by the biggest front page sensation in recent years,"Ordinary man-in-the-street Arthur Ferguson Jones leads a very straightforward life. He's never late for work and nothing interesting ever happens to him. One day everything changes: he oversleeps and is fired as an example, he's then mistaken for evil criminal killer Mannion and is arrested. The resemblance is so striking that the police give him a special pass to avoid a similar mistake. The real Mannion sees the opportunity to steal the pass and move around freely and chaos results.",52561,7.3,3571,Edward G. Robinson,Jean Arthur,Arthur Hohl
tt0027260,After the Thin Man,After the Thin Man,"Nick, gentleman détective",1936,"Crime, Mystery, Comedy",US,112,3165000.0,Continuing the fun in their NEW hit!,"Nick and Nora Charles investigate when Nora's cousin reports her disreputable husband is missing, and find themselves in a mystery involving the shady owners of a popular nightclub, a singer and her dark brother, the cousin's forsaken true love, and Nora's bombastic and controlling aunt.",14588,7.6,12653,William Powell,Myrna Loy,James Stewart
tt0027336,The Lower Depths,The Lower Depths,Les bas-fonds,1936,"Crime, Drama, Romance",FR,90,0.0,From the world-famous play by MAXIM GORKI,"Inhabitants of a flophouse struggle to survive under the harsh treatment imposed by the landlord, Kostyleva. One resident, young thief Wasska Pepel, ends his affair with the landlord's wife, Vassilissa, and takes up with her sister, Natacha. Pepel also befriends the baron, a former nobleman fallen on hard times, but Pepel's attempts at happiness are complicated when he's accused of murder by a spiteful Vassilissa.",45802,7.5,3808,Jean Gabin,Suzy Prim,Louis Jouvet
tt0027342,They Were Five,They Were Five,Jours de Pâques,1936,Drama,FR,100,0.0,,"Five unemployed workers win 100,000 Francs in the national lottery. Instead of sharing the money, they buy a ruin and build an open-air cafe. But difficulties come to split their friendly group apart.",67443,7.5,1517,Jean Gabin,Charles Vanel,Raymond Aimos
tt0027367,Black Legion,Black Legion,La légion noire,1937,"Crime, Drama, Film-Noir",US,83,0.0,They Murdered at Midnight!,"When a hard-working machinist loses a promotion to a Polish-born worker, he is seduced into joining the secretive Black Legion, which intimidates foreigners through violence.",42683,7.0,4100,Humphrey Bogart,Ann Sheridan,Dick Foran
tt0027407,Bullets or Ballots,Bullets or Ballots,Guerre au crime,1936,"Crime, Drama, Film-Noir, Thriller",US,82,0.0,WHO Rules The Rackets ? This picture puts the finger on the political higher-ups!,"After Police Captain Dan McLaren becomes police commissioner, former detective Johnny Blake publicly punches him, convincing rackets boss Al Kruger that Blake is sincere in his effort to join the mob. ""Bugs"" Fenner, meanwhile, is certain that Blake is a police agent.",27974,7.0,3651,Edward G. Robinson,Joan Blondell,Barton MacLane
tt0027421,Captain January,Captain January,Captain January,1936,"Comedy, Musical, Family",US,77,0.0,"A classic of childish heartache, courage, and laughter!",A little girl named Star lives with a lighthouse keeper who rescued her when her parents drowned. A truant officer decides she should go to boarding school but she's rescued by relatives.,57840,7.0,1568,Shirley Temple,Guy Kibbee,Slim Summerville
tt0027438,The Charge of the Light Brigade,The Charge of the Light Brigade,La charge de la brigade légère,1936,"Adventure, War, Drama, Action, Romance",US,115,2736000.0,"Theirs not to reason why, theirs but to do and die","In 1853, as the British and Russian empires compete to gain and maintain their place in the dreadful Great Game of political intrigues and alliances whose greatest prize is the domination of India and the border territories, Major Geoffrey Vickers must endure several betrayals and misfortunes before he can achieve his revenge at the Balaclava Heights, on October 25, 1854, the most glorious day of the Crimean War.",43884,7.0,5669,Errol Flynn,Olivia de Havilland,Patric Knowles
tt0027440,Charlie Chan at the Opera,Charlie Chan at the Opera,Charlie Chan à l'opéra,1936,"Crime, Mystery, Thriller",US,68,0.0,A fiendish killer lurks at the opera! Weird! Thrilling! The Master Minds of Crime Match Wits Against Each Other!,"A dangerous amnesiac escapes from an asylum, hides in the opera house, and is suspected of getting revenge on those who tried to murder him 13 years ago.",28044,7.1,2366,Warner Oland,Boris Karloff,Keye Luke
tt0027441,Charlie Chan at the Race Track,Charlie Chan at the Race Track,Charlie Chan aux courses,1936,"Crime, Mystery, Comedy, Thriller",US,70,0.0,THE DEADLY PHANTOM HORSESHOE STRIKES! AN OCEAN LINER BLAZES ...TO COVER CRIME! THE INFRA-RAY HURLS UNSEEN DEATH! THE POISON FOAM BUBBLES VENOMOUSLY!,"When a friend of Charlie's is found kicked to death by his own race horse on board a Honolulu-bound liner, the detective discovers foul play and uncovers an international gambling ring.",33387,7.0,1664,Warner Oland,Keye Luke,Helen Wood
tt0027478,The Crime of Monsieur Lange,The Crime of Monsieur Lange,Sur La Cour,1936,"Crime, Drama, Comedy",FR,77,0.0,,"A man and a woman arrive in a cafe-hotel near the Belgian frontier. The customers recognize the man from the police's description: his name is Amedee Lange, and he murdered somebody in Paris. Lange was an employee in a printing works. His boss was a real bastard, swindling every one, seducing female workers... One day he fled to avoid facing his creditors, and the workers set up a cooperative to go on working. What then made Lange a killer?",52677,7.3,3902,René Lefèvre,Florelle,Jules Berry
tt0027489,César,César,César,1936,"Drama, Comedy",FR,168,0.0,,"Honoré Panisse is dying, cheerfully, with friends, wife, and son at his side. He confesses to the priest in front of his friends; he insists that the doctor be truthful. But, he cannot bring himself to tell his son Césariot that his real father is Marius, the absent son of César, Césariot's godfather. Panisse leaves that to Fanny, the lad's mother. Dissembling that he's off to see a friend, Césariot then seeks Marius, now a mechanic in Toulon. Posing as a journalist, Césariot spends time with Marius and leaves believing tales he is a petty thief. Only after the truth comes out can Marius, Fanny, César, and Césariot step beyond the falsehoods, benign though they may be.",43873,7.6,1737,Raimu,Pierre Fresnay,Orane Demazis
tt0027515,Desire,Desire,Désir,1936,"Crime, Drama, Comedy, Romance",US,95,0.0,Love was her precious loot!,"Madeleine steals a string of pearls in Paris and uses US engineer Tom, who is driving on his vacation to Spain, to get the pearls out of France. But getting the pearls back from him proves to be difficult without falling in love.",78998,7.1,3167,Marlene Dietrich,Gary Cooper,John Halliday
tt0027521,The Devil-Doll,The Devil-Doll,Les poupées du diable,1936,"ScienceFiction, Drama, Horror, Sci-Fi",US,78,0.0,"Greater Than ""The Unholy Three""","Wrongfully convicted of a robbery and murder, Paul Lavond breaks out of prison with a genius scientist who has devised a way to shrink humans. When the scientist dies during the escape, Lavond heads for his lab, using the shrinking technology to get even with those who framed him and vindicate himself in both the public eye and the eyes of his daughter, Lorraine. When an accident leaves a crazed assistant dead, however, Lavond must again make an escape.",29320,7.0,5278,Lionel Barrymore,Maureen O'Sullivan,Frank Lawton
tt0027532,Dodsworth,Dodsworth,Jeunesse perdue,1936,"Drama, Romance",US,101,0.0,Here is a picture that was marked for greatness before it was ever screened!,A retired auto manufacturer and his wife take a long-planned European vacation only to find that they want very different things from life.,31507,7.7,10681,Walter Huston,Ruth Chatterton,Paul Lukas
tt0027552,"Bizarre, Bizarre","Bizarre, Bizarre",Drôle de drame,1937,Comedy,FR,84,0.0,,A French farce set in Victorian London where a botanist and his wife get into trouble when they pretend to go missing in order to hide from their sanctimonious cousin - an Anglican bishop who is leading a campaign against such writing.,59950,7.4,2054,Françoise Rosay,Michel Simon,Jean-Pierre Aumont
tt0027630,Follow the Fleet,Follow the Fleet,En suivant la flotte,1936,"Comedy, Romance, Music, Musical",US,110,0.0,In the Super-Dreadnought of Musical Shows,"When the fleet puts in at San Francisco, sailor Bake Baker tries to rekindle the flame with his old dancing partner, Sherry Martin, while Bake's buddy Bilge Smith romances Sherry's sister, Connie. But it's not all smooth sailing—Bake has a habit of losing Sherry's jobs for her and, despite Connie's dreams, Bilge is not ready to settle down.",28292,7.1,4902,Fred Astaire,Ginger Rogers,Randolph Scott
tt0027652,Fury,Fury,Furie,1936,"Crime, Drama, Film-Noir, Thriller",US,92,1300000.0,Two lovers… victims of mob violence!,"Joe, who owns a gas station along with his brothers and is about to marry Katherine, travels to the small town where she lives to visit her, but is wrongly mistaken for a wanted kidnapper and arrested.",14615,7.8,14310,Sylvia Sidney,Spencer Tracy,Walter Abel
tt0027884,Libeled Lady,Libeled Lady,Une fine mouche,1936,"Comedy, Romance",US,98,0.0,At the top of their game.,"When a major newspaper accuses wealthy socialite Connie Allenbury of being a home-wrecker, and she files a multi-million-dollar libel lawsuit, the publication's frazzled head editor, Warren Haggerty, must find a way to turn the tables on her. Soon Haggerty's harried fiancée, Gladys Benton, and his dashing friend Bill Chandler are in on a scheme that aims to discredit Connie, with amusing and unexpected results.",31773,7.8,9368,Jean Harlow,William Powell,Myrna Loy
tt0027893,Little Lord Fauntleroy,Little Lord Fauntleroy,Le petit Lord Fauntleroy,1936,"Drama, Family",US,102,0.0,WHETHER YOUR HEART IS YOUNG OR OLD...THIS GREAT PICTURE TELLS A STORY THAT WILL TOUCH YOU DEEPLY!,"An American boy turns out to be the heir of a wealthy British earl. He is sent to live with the irritable and unsentimental aristocrat, his grandfather.",23114,7.3,2684,Freddie Bartholomew,Dolores Costello,C. Aubrey Smith
tt0027977,Modern Times,Modern Times,Les Temps modernes,1936,"Drama, Comedy, Romance",US,87,0.0,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,3082,8.5,273575,Charles Chaplin,Paulette Goddard,Henry Bergman
tt0027996,Mr. Deeds Goes to Town,Mr. Deeds Goes to Town,L'extravagant Mr. Deeds,1936,"Drama, Comedy, Romance",US,115,0.0,Rocking America with laughter!,"Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen.",24807,7.8,24202,Gary Cooper,Jean Arthur,George Bancroft
tt0028010,My Man Godfrey,My Man Godfrey,Godfrey,1936,"Drama, Comedy, Romance",US,94,684200.0,Butler! FOR THE COCK-EYEDEST FAMILY in the WHOLE WORLD!...and the butler-blonde battle was on!,"Fifth Avenue socialite Irene Bullock needs a ""forgotten man"" to win a scavenger hunt, and no one is more forgotten than Godfrey Park, who resides in a dump by the East River. Irene hires Godfrey as a servant for her riotously unhinged family, to the chagrin of her spoiled sister, Cornelia, who tries her best to get Godfrey fired. As Irene falls for her new butler, Godfrey turns the tables and teaches the frivolous Bullocks a lesson or two.",13562,7.9,27600,William Powell,Carole Lombard,Alice Brady
tt0028070,Our Relations,Our Relations,C'est donc ton frère,1936,"Comedy, Family",US,71,0.0,Two innocent sailors on a holiday....but they ended up all at sea.....,Two sailors get caught in a mountain of mix-ups when they meet their long-lost twins. Laurel and Hardy play themselves and their twins.,46026,7.3,3645,Stan Laurel,Oliver Hardy,Alan Hale
tt0028096,The Petrified Forest,The Petrified Forest,La forêt pétrifiée,1936,"Crime, Drama, Thriller, Romance",US,82,0.0,AGAIN THEY TRIUMPH!...The stars of 'Human Bondage' in a picture greater than the play!,"Gabby, the waitress in an isolated Arizona diner, dreams of a bigger and better life. One day penniless intellectual Alan drifts into the joint and the two strike up a rapport. Soon enough, notorious killer Duke Mantee takes the diner's inhabitants hostage. Surrounded by miles of desert, the patrons and staff are forced to sit tight with Mantee and his gang overnight.",17030,7.5,15522,Leslie Howard,Humphrey Bogart,Bette Davis
tt0028118,Poor Little Rich Girl,Poor Little Rich Girl,Pauvre petite fille riche,1936,"Adventure, Music, Comedy, Family",US,79,0.0,ARE YOU AN ARMFUL OF HEAVEN ON EARTH? ...YOU ARE---BUT DEFINITELY!,"Cossetted and bored, Barbara Barry is finally sent off to school by her busy if doting widowed soap manufacturer father. When her nurse is injured en route, Barbara finds herself alone in town, ending up as part of radio song-and-dance act Dolan and Dolan sponsored by a rival soap company.",43268,7.0,1651,Shirley Temple,Alice Faye,Gloria Stuart
tt0028141,The Prisoner of Shark Island,The Prisoner of Shark Island,Je n'ai pas tué Lincoln,1936,"History, Drama, Biography",US,96,0.0,Based on the life story of Dr. Samuel A. Mudd,"After healing the leg of the murderer John Wilkes Booth, responsible for the assassination of President Abraham Lincoln, perpetrated on April 14, 1865, during a performance at Ford's Theatre in Washington; Dr. Samuel A. Mudd, considered part of the atrocious conspiracy, is sentenced to life imprisonment and sent to the sinister Shark Island Prison.",77245,7.2,2731,Warner Baxter,Gloria Stuart,Claude Gillingwater
tt0028167,Rembrandt,Rembrandt,Rembrandt,1936,"Drama, Biography",GB,85,0.0,He knew all women! Their lives...Loves...Their souls!,"This character study joins the painter at the height of his fame in 1642, when his adored wife suddenly dies and his work takes a dark, sardonic turn that offends his patrons. By 1656, he is bankrupt but consoles himself with the company of pretty maid Hendrickje, whom he's unable to marry. Their relationship brings ostracism but also some measure of happiness. The final scenes find him in his last year, 1669, physically enfeebled but his spirit undimmed.",50031,7.0,2057,Charles Laughton,Gertrude Lawrence,Elsa Lanchester
tt0028201,The Story of a Cheat,The Story of a Cheat,Le roman d'un tricheur,1936,"Drama, Comedy",FR,81,0.0,,"Life story of a charming scoundrel, with little dialogue other than the star/director's witty narration. As a boy, only he survives a family tragedy when he's deprived of supper (poisonous mushrooms!) for stealing...concluding that dishonesty pays. Through years of dabbling in crime and amusing adventures, two women appear and reappear in his life, a dazzling blonde jewel thief and a stunning brunette gambler. Finally, he meets the mysterious Charbonnier who had saved his life in World War I, leading to the surprising next phase in his career...",65642,7.5,2666,Sacha Guitry,Adolphe Borchard,Marcel Lucien
tt0028212,Sabotage,Sabotage,Agent secret,1936,"Crime, Drama, Thriller",GB,76,0.0,… A bomb plot … A killing … Justice,Karl Anton Verloc and his wife own a small cinema in a quiet London suburb where they live seemingly happily. But Mrs. Verloc does not know that her husband has a secret that will affect their relationship and threaten her teenage brother's life.,12684,7.0,19839,Sylvia Sidney,Oscar Homolka,Desmond Tester
tt0028216,San Francisco,San Francisco,San Francisco,1936,"Drama, Music, Romance",US,115,5273000.0,She Fell In Love . . . with the toughest guy on the toughest street in the world!,A beautiful singer and a battling priest try to reform a Barbary Coast saloon owner in the days before the great earthquake and subsequent fires in 1906.,43881,7.1,6398,Clark Gable,Jeanette MacDonald,Spencer Tracy
tt0028249,Show Boat,Show Boat,Show Boat,1936,"Drama, Comedy, Music, Musical",US,113,0.0,HEAR Glorious New Music and Songs by Jerome Kern and Oscar Hammerstein II:,"Despite her mother's objections, the naive young daughter of a show boat captain is thrust into the limelight as the company's new leading lady.",31548,7.4,3878,Irene Dunne,Allan Jones,Charles Winninger
tt0028313,The Story of Louis Pasteur,The Story of Louis Pasteur,La vie de Louis Pasteur,1936,"History, Drama, Biography",US,86,0.0,If This Story Didn't Have a Happy Ending YOU and YOU and YOU Might Not Be Alive Today to See It...,"A true story about Louis Pasteur, who revolutionized medicine by proving that much disease is caused by microbes, that sanitation is paramount and that at least some diseases can be cured by vaccinations.",74469,7.3,3378,Paul Muni,Josephine Hutchinson,Anita Louise
tt0028315,Stowaway,Stowaway,Tchin-Tchin,1936,"Adventure, Musical, Music, Family",US,87,0.0,She sings and speaks Chinese!,"Chin-Ching gets lost in Shanghai and is befriended by American playboy Tommy Randall. She falls asleep in his car which winds up on a ship headed for America. Susan Parker, also on the ship, marries Randall to give Chin-Ching a family.",27597,7.1,1548,Shirley Temple,Robert Young,Alice Faye
tt0028333,Swing Time,Swing Time,Sur les ailes de la danse,1936,"Comedy, Romance, Music, Musical",US,103,2600000.0,A glorious songburst of gaiety and laughter!,"Lucky is tricked into missing his own wedding again and has to make $25,000 so her father allows him to marry Margaret. He and business partner Pop go to New York where they run into dancing instructor Penny. She and Lucky form a successful dance partnership, but romance is blighted by his old attachment to Margaret and hers for Ricky Romero.",20325,7.4,15146,Fred Astaire,Ginger Rogers,Victor Moore
tt0028355,Theodora Goes Wild,Theodora Goes Wild,Théodora devient folle,1936,"Mystery, Comedy, Romance",US,94,0.0,RIOTOUS ROMANTIC COMEDY!,"The small-town prudes of Lynnfield are up in arms over 'The Sinner,' a sexy best-seller. They little suspect that author 'Caroline Adams' is really Theodora Lynn, scion of the town's leading family. Michael Grant, devil-may-care book jacket illustrator, penetrates Theodora's incognito and sets out to 'free her' from Lynnfield against her will. But Michael has a secret too, and gets a taste of his own medicine.",52429,7.1,3121,Irene Dunne,Melvyn Douglas,Thomas Mitchell
tt0028356,These Three,These Three,Ils étaient trois,1936,"Drama, Romance",US,93,0.0,Were they the innocent victims of a whispering campaign?,"Martha and Karen graduate from college and turn an old Massachusetts farm into a school for girls. The friends are aided in their venture by local doctor Joe Cardin, who begins a relationship with Karen, and a prominent woman whose granddaughter, Mary, later enrolls in the new school. Mary soon reveals herself to be a spiteful child and tells a scandalous lie about Martha and Joe that threatens to destroy the lives of all involved.",54569,7.4,3259,Miriam Hopkins,Merle Oberon,Joel McCrea
tt0028505,Wife vs. Secretary,Wife vs. Secretary,Sa femme et sa dactylo,1936,"Drama, Comedy, Romance",US,88,0.0,3 GREAT STARS IN THE PERFECT TRIANGLE!,"Magazine publisher Van Stanhope is a hard-working, dynamic executive very happily married to his beautiful wife Linda. Although their relationship is built on unconditional trust, friends, and even Van's mother, caution Linda about the dangers of allowing Whitey, her husband's extremely sexy secretary, to continue to have access to him. Although Whitey has a faithful boyfriend, she secretly harbors unrequited feelings for her boss. When they take a business trip to Havana, circumstantial evidence convinces Linda that the rumors she's heard may have a basis in fact.",38721,7.0,4077,Clark Gable,Jean Harlow,Myrna Loy
tt0028575,Angel,Angel,Ange,1937,"Drama, Comedy, Romance",US,91,0.0,I want love - and I'm going to get it!,"A woman and her husband take separate vacations, and she falls in love with another man.",44208,7.2,3520,Marlene Dietrich,Herbert Marshall,Melvyn Douglas
tt0028597,The Awful Truth,The Awful Truth,Cette sacrée vérité,1937,"Comedy, Romance",US,90,3000000.0,Danger! Wild woman on the loose!,"Unfounded suspicions lead a married couple to begin divorce proceedings, whereupon they start undermining each other's attempts to find new romance.",14675,7.7,22468,Irene Dunne,Cary Grant,Ralph Bellamy
tt0028683,Camille,Camille,Le roman de Marguerite Gautier,1936,"History, Drama, Romance",US,109,0.0,You who are so young—where can you have learned all you know about women like me?,"Life in 1847 Paris is as spirited as champagne and as unforgiving as the gray morning after. In gambling dens and lavish soirees, men of means exert their wills and women turned courtesans exult in pleasure. One such woman is Marguerite Gautier, who begins a sumptuous romance with Armand Duval.",43874,7.3,9138,Greta Garbo,Robert Taylor,Lionel Barrymore
tt0028691,Captains Courageous,Captains Courageous,Capitaines courageux,1937,"Drama, Adventure, Family",US,117,0.0,"As great as ""Mutiny on the Bounty""","Harvey, the arrogant and spoiled son of an indulgent absentee-father, falls overboard from a transatlantic steamship and is rescued by a fishing vessel on the Grand Banks. Harvey fails to persuade them to take him ashore, nor convince the crew of his wealth. The captain offers him a low-paid job, until they return to port, as part of the crew that turns him into a mature, considerate young man.",16515,7.9,11482,Spencer Tracy,Freddie Bartholomew,Lionel Barrymore
tt0028708,Charlie Chan at the Olympics,Charlie Chan at the Olympics,Charlie Chan aux jeux olympiques,1937,"Mystery, Action, Thriller",US,71,0.0,Murderous Spies invade Olympic Games!,"Get ready for a Gold Medal murder mystery! This ""tense, thrilling mystery"" ('California Congress of Parents and Teachers') pits Charlie Chan against international spies who are using the Berlin Olympic games as the perfect cover...for cold-blooded murder!",25148,7.0,1907,Warner Oland,Katherine DeMille,Pauline Moore
tt0028709,Charlie Chan on Broadway,Charlie Chan on Broadway,Charlie Chan à Broadway,1937,"Crime, Mystery, Thriller",US,68,0.0,,"Returning from European exile where she avoided testifying against her criminal associates, a former singer with a tell-all diary is murdered to insure her silence.",38454,7.0,1677,Warner Oland,Keye Luke,Joan Marsh
tt0028772,A Day at the Races,A Day at the Races,Un jour aux courses,1937,"Comedy, Musical, Music, Family",US,111,0.0,Three Great Laff Stars ! . . . more gags and gals . . . more songs and dances !,"Doctor Hugo Hackenbush, Tony, and Stuffy try and save Judy's farm by winning a big race with her horse. There are a few problems. Hackenbush runs a high priced clinic for the wealthy who don't know he has his degree in Veterinary Medicine.",11939,7.5,15032,Groucho Marx,Chico Marx,Harpo Marx
tt0028773,Dead End,Dead End,Rue sans issue,1937,"Crime, Drama, Film-Noir",US,93,0.0,THE GREATEST GANGSTER THRILLER THAT EVER EXPLODED FROM THE SCREEN!,"Mobster ""Baby Face"" Martin returns home to visit the New York neighborhood where he grew up, dropping in on his mother, who rejects him because of his gangster lifestyle, and his old girlfriend, Francey, now a syphilitic prostitute. Martin also crosses paths with Dave, a childhood friend struggling to make it as an architect, and the Dead End Kids, a gang of young boys roaming the streets of the city's East Side slums.",27973,7.2,9172,Sylvia Sidney,Joel McCrea,Humphrey Bogart
tt0028816,Easy Living,Easy Living,Vie facile,1937,"Comedy, Romance",US,88,0.0,"It's dizzy - it's daffy, It's cockeyed - it's laughy!","J.B. Ball, a rich financier, gets fed up with his free-spending family. He takes his wife's just-bought (very expensive) sable coat and throws it out the window, it lands on poor hard-working girl Mary Smith. But it isn't so easy to just give away something so valuable, as he soon learns.",80364,7.5,4392,Jean Arthur,Edward Arnold,Ray Milland
tt0028818,The Edge of the World,The Edge of the World,A l'angle du monde,1937,"History, Drama, Romance",GB,74,0.0,,"A way of life is dying on a remote Scottish  island, but some of the inhabitants resist evacuating to the mainland.",44407,7.3,2254,Niall MacGinnis,Belle Chrystall,John Laurie
tt0028944,The Good Earth,The Good Earth,Visages d'Orient,1937,"History, Drama, Romance",US,138,0.0,China… Land of unrest… Tomorrow they may starve!,"China, during the rule of the Qing Dynasty. The arranged marriage between Wang Lung, a humble farmer, and O-Lan, a domestic slave, will endure the many hardships of life over the years; but the temptations of a fragile prosperity will endanger their love and the survival of their entire family.",36652,7.5,5624,Paul Muni,Luise Rainer,Walter Connolly
tt0028950,The Grand Illusion,Grand Illusion,La grande illusion,1937,"History, Drama, War",FR,113,0.0,A Great Drama of Human Emotions,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",777,8.1,40186,Jean Gabin,Dita Parlo,Pierre Fresnay
tt0028988,Heidi,Heidi,Heidi la sauvageonne,1937,"Drama, Family, Music, Musical",US,88,0.0,Shirley's A Little Swiss Miss In The Loveliest Story of Her Career !,"Heidi is orphaned and her uncaring maternal Aunt Dete takes her to the mountains to live with her reclusive, grumpy paternal grandfather, Adolph Kramer. Heidi brings her grandfather back into mountain society through her sweet ways and sheer love. When Dete later returns and steals Heidi away to become the companion of a rich man's wheelchair-bound daughter, the grandfather is heartsick to discover his little girl missing and immediately sets out to get her back.",28345,7.2,5205,Shirley Temple,Jean Hersholt,Arthur Treacher
