tconst;primaryTitle;title;frenchTitle;startYear;genres;production_countries;runtimeMinutes;revenue;tagline;overview;id;averageRating;numVotes;actor1;actor2;actor3
tt0073092;Hard Times;Hard Times;Le Bagarreur;1975;Sport, Drama, Crime;US;93;5000000.0;New Orleans, 1933. In those days words didn't say much.;In the depression, Chaney, a strong silent streetfighter, joins with Speed, a promoter of no-holds-barred street boxing bouts. They go to New Orleans where Speed borrows money to set up fights for Chaney, but Speed gambles away any winnings.;22094;7.2;12881;Charles Bronson;James Coburn;Jill Ireland
tt0073096;Hearts of the West;Hearts of the West;Hollywood Cow-Boy;1975;Western, Comedy;US;102;0.0;"Jeff Bridges is Lewis Tater, the Iowa farmboy who blazed a trail across the barren wastes of Hollywood and Vine in MGM's comedy surprise ""Hearts of the West.""";"Naive Iowa farm boy Lewis Tater dreams of being a famous Western novelist like his hero, Zane Grey. He leaves home to answer a writing correspondence course's ad for on-campus classes, only to discover that the school consists of a row of postboxes at an isolated Nevada train depot. On the run from the con men responsible, Lewis stumbles across ""real"" cowboys--cowboy actors shooting a movie in the desert. The would-be writer soon finds himself instead acting in Westerns, for the rundown Tumbleweed Productions studio, in Depression-era Hollywood.";84259;6.5;1838;Jeff Bridges;Andy Griffith;Donald Pleasence
tt0073107;Hester Street;Hester Street;Hester Street;1975;Drama, Romance;US;89;0.0;;A Russian emigre prides himself on the way he's molded himself into a real Yankee in the USA, though the world he lives in, New York's Lower East Side in the late 19th century, is almost exclusively populated by other Jewish immigrants. When his wife finally arrives in the New World, however, she has a lot of assimilating to do.;42257;7.0;2220;Steven Keats;Carol Kane;Mel Howard
tt0073109;The Hiding Place;The Hiding Place;La valse des souvenirs;1975;History, Drama, Biography;NL,US;150;0.0;The true story of a family that fought Nazi madness with the only weapon they had. Love.;The Hiding Place is an account of a Dutch family who risk their lives by offering a safe haven for Jews during World War II;37720;7.3;2517;Julie Harris;Jeannette Clift;Arthur O'Connell
tt0073113;The Hindenburg;The Hindenburg;L'odyssée du Hindenburg;1975;Thriller, Drama, Adventure, History;US;125;0.0;The truth at last? What really happened to The Hindenburg?;In this highly speculative historical thriller, Colonel Franz Ritter (George C. Scott), a former hero pilot now working for military intelligence, is assigned to the great Hindenburg airship as its chief of security. As he races against the clock to uncover a possible saboteur aboard the doomed zeppelin he finds that any of the passengers and crew could be the culprit.;17599;6.3;6872;George C. Scott;Anne Bancroft;William Atherton
tt0073114;The Story of Adele H;The Story of Adele H.;L'histoire d'Adèle H.;1975;History, Romance, Drama, Biography;FR;96;763000.0;What kind of woman would wait her whole life for one man...? And what kind of man would deny her...?;Adèle Hugo, daughter of renowned French writer Victor Hugo, falls in love with British soldier Albert Pinson while living in exile off the coast of England. Though he spurns her affections, she follows him to Nova Scotia and takes on the alias of Adèle Lewly. Albert continues to reject her, but she remains obsessive in her quest to win him over.;1829;7.2;9486;Isabelle Adjani;Bruce Robinson;Sylvia Marriott
tt0073133;Hustle;Hustle;La cité des dangers;1975;Mystery, Thriller, Drama, Crime;US;120;10390000.0;She's the call girl. He's the cop. They both take their jobs seriously.;The body of teenager Gloria Hollinger is found dead on a Los Angeles beach, and Lt. Phil Gaines is in charge of the investigation. Gaines learns that the girl, a stripper and prostitute, committed suicide, but he ignores the connection between her and a powerful mob lawyer, Leo Sellers. Hollinger's father, however, is not satisfied with Gaines's results, and attempts to investigate the case on his own.;4990;6.2;3105;Burt Reynolds;Catherine Deneuve;Ben Johnson
tt0073155;That Most Important Thing: Love;That Most Important Thing: Love;L'important c'est d'aimer;1975;Thriller, Drama, Romance;FR,DE,IT;109;0.0;;Servais Mont, a freelance photographer who works taking compromising photos, gets fascinated by Nadine Chevalier, a tormented low-budget movie actress married to an eccentric film photo collector.;3476;7.0;4973;Romy Schneider;Fabio Testi;Jacques Dutronc
tt0073163;Incorrigible;Incorrigible;L'incorrigible;1975;Comedy, Crime;FR;100;0.0;;Victor Vautier is incorrigible: he's in constant motion, working several cons at once, using different names and changing disguises. He's charming and outrageous, incapable of uttering a sentence that isn't embellished or an outright lie. His life goal is to make enough money to build a sea wall to protect Mont-Saint-Michel. Charlotte, a parole officer, shows up: she's young and seems taken in by Victor. He discovers she lives above the Senlus Museum, where her parents are the curators. With two pals he decides to steal a priceless El Greco triptych and then ransom it back to the cultural ministry. What will Charlotte do when she realizes he's used her to make a fortune?;61226;6.5;1931;Jean-Paul Belmondo;Geneviève Bujold;Julien Guiomar
tt0073166;India Song;India Song;India Song;1975;Drama, Romance, Fantasy;FR;120;0.0;;India, 1937. Anne-Marie Stretter is the wife of the French ambassador and leads a solitary yet privileged life in Calcutta. The tedium of her existence is relieved by numerous illicit love affairs with government officials, young men who find her an object of desire and fascination. The Vice Consul is driven insane by his love for her and, expelled from the ambassador’s palace, cries like a sick animal. Life continues for Anne-Marie Stretter, the same tedious existence…;85927;6.1;2773;Delphine Seyrig;Michael Lonsdale;Mathieu Carrière
tt0073169;Dirty Hands;Innocents with Dirty Hands;Les innocents aux mains sales;1975;Thriller, Crime;FR,DE,IT;102;0.0;Savage Greed. Searing Sex. Shattering Suspense.;Saint Tropez. Julie Wormser and her lover, writer and neighbour Jeff Marle, plan the murder of her wealthy husband Louis, an alcoholic impotent. She hits him, and leaves the rest of the task to Jeff. Julie finds herself alone the following day, and becomes therefore the prime suspect. Where is Louis' body? Where is Jeff? Is there any secret beyond a door?;3479;6.8;2518;Romy Schneider;Rod Steiger;François Maistre
tt0073172;Inserts;Inserts;Gros plan;1975;Comedy, Drama;GB;117;0.0;A degenerate film, with dignity.;A young, once-great Hollywood film director refuses to accept changing times during the early 1930s, and confines himself to his decaying mansion to make silent porn flicks.;32069;6.3;2662;Richard Dreyfuss;Jessica Harper;Bob Hoskins
tt0073195;Jaws;Jaws;Les Dents de la mer;1975;Horror, Thriller, Drama, Adventure;US;124;470653000.0;Don't go in the water;When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.;578;8.1;695618;Roy Scheider;Robert Shaw;Richard Dreyfuss
tt0073198;Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles;Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles;Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles;1975;Drama;BE,FR;202;0.0;;A lonely widowed housewife does her daily chores and takes care of her apartment where she lives with her teenage son, and turns the occasional trick to make ends meet. Slowly, her ritualized daily routines begin to fall apart.;44012;7.5;16149;Delphine Seyrig;Jan Decorte;Henri Storck
tt0073219;The Judge and the Assassin;The Judge and the Assassin;Le juge et l'assassin;1976;History, Drama, Crime;FR;128;0.0;;France, 1893. Joseph Bouvier attempts to shoot his love who refused to marry him and to commit suicide. Upon release from the filthy asylum where he was placed, with bullets still remaining in his head, he wanders the country roads and rapes and murders many teenagers over years. The judge Rousseau captures him, but to serve his ambition seeks to avoid that Bouvier is simply declared insane.;38080;7.3;2489;Philippe Noiret;Michel Galabru;Isabelle Huppert
tt0073221;Just Before Nightfall;Just Before Nightfall;Juste avant la nuit;1971;Drama, Crime;FR;100;0.0;;A married man who killed the wife of his best friend during a tryst feels compelled to turn himself in.;76200;7.2;2374;Celia;Marina Ninchi;Michel Bouquet
tt0073240;The Killer Elite;The Killer Elite;Tueur d'élite;1975;Thriller, Action, Crime;US;122;1000000.0;They protect us from the enemy, but who protects us from them?;Mike Locken is one of the principle members of a group of freelance spies. A significant portion of their work is for the C.I.A. and while on a case for them one of his friends turns on him and shoots him in the elbow and knee. His assignment, to protect someone, goes down in flames. He is nearly crippled, but with braces is able to again become mobile. For revenge as much as anything else, Mike goes after his ex-friend.;31604;6.0;7762;James Caan;Robert Duvall;Arthur Hill
tt0073282;Let's Do It Again;Let's Do It Again;Le coup à refaire;1975;Comedy, Action, Crime;US;110;11800000.0;"It's the same two dudes from ""Uptown Saturday Night""...but this time they're back with kid dyn-o-mite!";Clyde Williams and Billy Foster are a couple of blue-collar workers in Atlanta who have promised to raise funds for their fraternal order, the Brothers and Sisters of Shaka. However, their method for raising the money involves travelling to New Orleans and rigging a boxing match.;29473;6.7;3494;Sidney Poitier;Bill Cosby;Calvin Lockhart
tt0073298;Lisztomania;Lisztomania;Lisztomania;1975;Comedy, Music, Biography, Fantasy;GB;103;0.0;The erotic, exotic electrifying rock fantasy... It out-Tommy's TOMMY.;Roger Daltrey of The Who stars as 19th century genius pianist Franz Liszt in this brash, loud and free-wheeling rock 'n' roll fantasia centered around an imagined rivalry between Liszt and composer Richard Wagner-- painted here as a vampiric harbinger of doom and destruction.;67298;6.1;3268;Roger Daltrey;Sara Kestelman;Paul Nicholas
tt0073312;Love and Death;Love and Death;Guerre et amour;1975;Comedy, History, War;US;85;20173742.0;The Comedy Sensation of the Year!;In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.;11686;7.6;42485;Woody Allen;Diane Keaton;Georges Adet
tt0073335;Mahogany;Mahogany;Mahogany;1975;Drama, Romance;US;109;0.0;Mahogany – the woman every woman wants to be – and every man wants to have;Tracy, an aspiring designer from the slums of Chicago puts herself through fashion school in the hopes of becoming one of the world's top designers. Her ambition leads her to Rome spurring a choice between the man she loves or her newfound success.;3554;6.1;2392;Diana Ross;Billy Dee Williams;Anthony Perkins
tt0073341;The Man Who Would Be King;The Man Who Would Be King;L'homme qui voulut être roi;1975;Drama, Adventure, War;US,GB;129;12678.0;Rudyard Kipling's epic of splendor, spectacle and high adventure at the top of a legendary world.;"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.";983;7.7;53874;Sean Connery;Michael Caine;Christopher Plummer
tt0073345;The Man in the Glass Booth;The Man in the Glass Booth;The Man in the Glass Booth;1975;Thriller, Drama, Action, War;US;117;0.0;The kidnapping . . . . The masquerade . . . The murder trial . . . . Perhaps the most suspenseful shocker of our time.;Arthur Goldman is a rich Jewish industrialist, living in luxury in a Manhattan high-rise. He banters with his assistant Charlie, often shocking Charlie with his outrageousness and irreverence about aspects of Jewish life. Nonetheless, Charlie is astonished when, one day, Israeli secret agents burst in and arrest Goldman for being not a Jewish businessman but a Nazi war criminal. Whisked to Israel for trial, Goldman forces his accusers to face not only his presumed guilt--but their own.;48364;7.0;1693;Maximilian Schell;Lois Nettleton;Lawrence Pressman
tt0073349;Mandingo;Mandingo;Mandingo;1975;Romance, Drama, History;US;127;0.0;Expect The Savage. The Sensual. The Shocking. The Sad. The Powerful. The Shameful. Expect The Truth.;Warren Maxwell, the owner of a run-down plantation, pressures his son, Hammond, to marry and produce an heir to inherit the plantation. Hammond settles on his own cousin, Blanche, but purchases a sex slave when he returns from the honeymoon. Meanwhile, Warren buys a new Mandingo slave named Mede to breed and to earn money as a prize-fighter.;38027;6.5;4475;James Mason;Susan George;Perry King
tt0073440;Nashville;Nashville;Nashville;1975;Comedy, Drama, Music;US;160;9991258.0;The damnedest thing you ever saw.;The intersecting stories of twenty-four characters—from country star to wannabe to reporter to waitress—connect to the music business in Nashville, Tennessee.;3121;7.6;29945;Keith Carradine;Karen Black;Ronee Blakley
tt0073453;Night Moves;Night Moves;La fugue;1975;Mystery, Thriller, Drama, Crime;US;100;0.0;Maybe he would find the girl... maybe he would find himself.;Private detective and former football player Harry Moseby gets hired on to what seems a standard missing person case, as a former Hollywood actress whose only major roles came thanks to being married to a studio mogul wants Moseby to find and return her daughter. Harry travels to Florida to find her, but he begins to see a connection between the runaway girl, the world of Hollywood stuntmen, and a suspicious mechanic when an unsolved murder comes to light.;32042;7.1;19620;Gene Hackman;Jennifer Warren;Edward Binns
tt0073486;One Flew Over the Cuckoo's Nest;One Flew Over the Cuckoo's Nest;Vol au-dessus d'un nid de coucou;1975;Drama;US;133;108981275.0;If he's crazy, what does that make you?;A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.;510;8.7;1118470;Jack Nicholson;Louise Fletcher;Michael Berryman
tt0073502;Overlord;Overlord;Overlord;1975;Drama, History, War;GB;83;0.0;Code name, D-Day, June 6th 1944;During World War II, a young man is called up and, with an increasing sense of foreboding, undertakes his army training ready for D-day, June 6th, 1944.;55343;7.1;3579;Brian Stirner;Davyd Harries;Nicholas Ball
tt0073535;The Night Caller;Fear Over the City;Peur sur la ville;1975;Thriller, Drama, Action, Crime;FR,IT;91;0.0;;A serial-killer frightens Paris by phoning young ladies at night, telling them insults about their lives. Minos, as he calls himself, wants to prevent the world from free women and he targets at first these ones. Commissaire Letellier is given the investigation and he has hard work with the maniac.;40180;6.9;4658;Jean-Paul Belmondo;Charles Denner;Adalberto Maria Merli
tt0073559;Posse;Posse;Le détachement sauvage;1975;Western, Drama;US;92;0.0;"""Posse"" begins like most Westerns. It ends like none of them. It will knock you off your horse.";A tough marshal with political ambitions leads an elite posse to capture a notorious train robber and his gang.;45874;6.5;2587;Kirk Douglas;Bruce Dern;Bo Hopkins
tt0073580;The Passenger;The Passenger;Profession: reporter;1975;Thriller, Drama, Romance;IT,FR,US,ES;126;0.0;I used to be somebody else...but I traded him in.;David Locke is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman, Locke attempts to avoid both the police and criminals out to get him.;9652;7.4;27689;Jack Nicholson;Maria Schneider;Jenny Runacre
tt0073600;Race with the Devil;Race with the Devil;Course contre l'enfer;1975;Thriller, Drama, Horror, Action;US;88;0.0;If you're going to race with the devil, you've got to be as fast as Hell!;Two couples vacationing together in an R.V. from Texas to Colorado are terrorized after they witness a murder during a Satanic ritual.;32051;6.6;7848;Peter Fonda;Warren Oates;Loretta Swit
tt0073605;Rancho Deluxe;Rancho Deluxe;Rancho Deluxe;1975;Western, Comedy, Romance;US;93;0.0;Oh give me a home, with a low interest loan, A cowgirl and two pickup trucks. A color TV, all the beer should be free, And that, man, is Rancho Deluxe.;Two drifters, of widely varying backgrounds, rustle cattle and try to avoid being caught in contemporary Montana.;42261;6.3;2274;Jeff Bridges;Sam Waterston;Elizabeth Ashley
tt0073615;The Reincarnation of Peter Proud;The Reincarnation of Peter Proud;La réincarnation de Peter Proud;1975;Mystery, Thriller, Horror;US;105;0.0;Suppose you knew who you had been in your previous life. Where you had lived...whom you had loved and how you had died. What then?;When college professor, Peter Proud begins experiencing flashbacks of an earlier life, he's mysteriously drawn to a place he's never been to, but which seems familiar and where he soon finds his previous incarnation's wife.;101422;6.4;2428;Michael Sarrazin;Jennifer O'Neill;Margot Kidder
tt0073620;Report to the Commissioner;Report to the Commissioner;Rapport confidentiel;1975;Drama, Action, Crime;US;112;0.0;No One Knew She Was An Undercover Policewoman. Including The Detective Who Killed Her.;"Police officer Patty Butler, alias ""Chicklet,"" is the live-in girlfriend of Thomas 'Stick' Henderson to gather evidence. Detective Bo Lockley is instructed to try to find her, not knowing she's also a cop.";42262;6.7;1324;Michael Moriarty;Yaphet Kotto;Susan Blakely
tt0073626;Revolver;Revolver;La poursuite implacable;1973;Thriller, Drama, Action, Crime;FR,DE,IT;111;0.0;The last battle between crime and the law in every major city in the world.;An Italian prison official's wife is kidnapped, and the kidnappers demand that a notorious prisoner be released in order for the man to get his wife back. He gets the man released - but then kidnaps him himself, in order to ensure that the man's colleagues don't kill his wife. Enraged, the gang sets out to free their compatriot and kill the man who took him.;4788;6.9;2558;Oliver Reed;Fabio Testi;Paola Pitagora
tt0073629;The Rocky Horror Picture Show;The Rocky Horror Picture Show;The Rocky Horror Picture Show;1975;ScienceFiction, Fantasy, Horror, Musical, Comedy;GB,US;100;112892319.0;A different set of jaws.;Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rockv'.;36685;7.4;175219;Tim Curry;Susan Sarandon;Barry Bostwick
tt0073631;Rollerball;Rollerball;Rollerball;1975;Sci-Fi, Sport, ScienceFiction, Action;US,GB;125;30000000.0;In the not-too-distant future, wars will no longer exist. But there WILL be...The Game;In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.;11484;6.5;30930;James Caan;John Houseman;Maud Adams
tt0073634;The Romantic Englishwoman;The Romantic Englishwoman;Une Anglaise romantique;1975;Comedy, Drama, Romance;FR,GB;116;0.0;;"What is real and what is fiction? Faced with writer's block with his novel, Lewis Fielding turns to a film script about a woman finding herself after his wife Elizabeth returns from Baden Baden. She didn't quite find herself there but had a brief encounter in a lift with a German who says he is a poet. Now the German is in England, gets himself invited to tea where he claims he admires Fielding's books. Which one does he like the best? ""Tom Jones."" Amused at being confused with the other Fielding, the novelist works the German into the plot.";42266;6.0;1558;Glenda Jackson;Michael Caine;Helmut Berger
tt0073636;Rooster Cogburn;Rooster Cogburn;Une bible et un fusil;1975;Western, Drama, Adventure;US;108;8022000.0;"The man of ""True Grit"" is back and look who's got him!";After a band of drunken thugs overruns a small Indian Nation town, killing Minister Goodnight and raping the women folk, Eula Goodnight enlists the aid of Marshal Cogburn to hunt them down and bring her father's killers to justice.;17538;6.8;13834;John Wayne;Katharine Hepburn;Anthony Zerbe
tt0073639;Royal Flash;Royal Flash;Le froussard héroïque;1975;Comedy, Romance, Adventure, History;GB,US;102;0.0;See Capt. Harry Flashman surrender his way to victory!;Cowardly rogue Harry Flashman's (Malcolm McDowell) schemes to gain entry to the royal circles of 19th-century Europe go nowhere until he meets a pair of devious nobles with their own agenda. At their urging, Flashman agrees to re-create himself as a bogus Prussian nobleman to woo a beautiful duchess. But the half-baked plan quickly comes unraveled, and he's soon on the run from several new enemies who are all calling for the rapscallion's head.;54302;6.3;2360;Malcolm McDowell;Alan Bates;Florinda Bolkan
tt0073663;Le Sauvage;Lovers Like Us;Le sauvage;1975;Comedy, Drama, Adventure, Romance;FR,IT;107;0.0;;A young Frenchwoman fleeing her Italian fiancé in Caracas thrusts herself and those around her into madcap events.;76829;6.5;2245;Yves Montand;Catherine Deneuve;Luigi Vannucchi
tt0073679;Special Section;Special Section;Section spéciale;1975;Thriller, Drama, History, War;FR,DE,IT;110;0.0;;In occupied France during the WWII, a German officer is murdered. The collaborationist Vichy government decides to pin the murder on six petty criminals. Loyal judges are called in to convict them as quickly as possible.;79921;7.6;1759;Louis Seigner;Roland Bertin;Michael Lonsdale
tt0073692;Shampoo;Shampoo;Shampoo;1975;Comedy, Drama, Romance;US;110;49407734.0;Your hairdresser does it better.;"George Roundy is a Beverly Hills hairstylist whose uncontrolled libido stands between him and his ambitions. He wants the security of a relationship. He wants to be a hairdressing ""star"" and open his own salon. But the fact that he beds down with the wife, daughter and mistress of a potential backer doesn't help. It also does little for his relationship with his current girlfriend.";31121;6.4;15096;Warren Beatty;Julie Christie;Goldie Hawn
tt0073722;Smile;Smile;Smile;1975;Comedy;US;113;0.0;This beauty pageant's about to get ugly.;"It's time again for California's ""Young American Miss"" beauty pageant, the biggest event of the year for Big Bob Freelander and Brenda DiCarlo, who give their all to put on a successful pageant. But Brenda is having marital difficulties and Bob's son is up to some mischief. Could this year's pageant be in jeopardy?";42264;7.1;2702;Bruce Dern;Barbara Feldon;Michael Kidd
tt0073747;The Stepford Wives;The Stepford Wives;Le mystère Stepford;1975;ScienceFiction, Thriller, Sci-Fi, Horror, Mystery;US;115;0.0;Something strange is happening in the town of Stepford.;Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.;12223;6.9;20682;Katharine Ross;Paula Prentiss;Peter Masterson
tt0073766;The Sunshine Boys;The Sunshine Boys;Ennemis comme avant;1975;Comedy;US;111;0.0;For the price of a movie, you'll feel like a million.;Lewis and Clark, aka The Sunshine Boys, were famous comedians during the vaudeville era, but off-stage they couldn't stand each other and haven't spoken in over 20 years of retirement. Willy Clark's nephew is the producer of a TV variety show that wants to feature a reunion of this classic duo. It is up to him to try to get the Sunshine Boys back together again.;16561;7.1;7053;Walter Matthau;George Burns;Richard Benjamin
tt0073778;Switchblade Sisters;The Switchblade Sisters;Les loubardes;1975;Drama, Action, Crime;US;91;0.0;So Easy to Kill, So Hard to Love;A tough gang of teenage girls are looking for love and fighting for turf on the mean streets of the city! Bad girls to the core, these impossibly outrageous high school hoodlums go where they want ... and create mayhem wherever they go!;52633;6.5;4561;Robbie Lee;Joanne Nail;Monica Gayle
tt0073802;Three Days of the Condor;Three Days of the Condor;Les 3 jours du Condor;1975;Mystery, Thriller, Adventure, Crime;US;117;41509797.0;His CIA code name is Condor. In the next seventy-two hours almost everyone he trusts will try to kill him.;A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.;11963;7.4;66048;Robert Redford;Faye Dunaway;Cliff Robertson
tt0073812;Tommy;Tommy;Tommy;1975;Music, Drama, Musical, Fantasy;GB;111;34251525.0;Your senses will never be the same.;A psychosomatically deaf, dumb and blind boy becomes a master pinball player and the object of a religious cult.;11326;6.6;23642;Roger Daltrey;Ann-Margret;Oliver Reed
tt0073864;The Old Gun;The Old Gun;Le Vieux Fusil;1975;History, Thriller, Drama, War;FR,DE;103;0.0;;In Montauban in 1944, Julien Dandieu in a surgeon in the local hospital. Frightened by the German army entering Montauban, he asks his friend Francois to drive his wife and his daughter in the back country village where Julien has an old castle. One week later, Julien decided to meet then for the week end, but the Germans are already occupying the village.;3480;7.5;5183;Philippe Noiret;Romy Schneider;Jean Bouise
tt0073880;Part 2: Walking Tall;Walking Tall Part II;Justice sauvage 2 - la revanche;1975;Adventure, Crime, Drama, Action, Biography;US;109;0.0;The story Buford Pusser wanted told...;Sheriff Buford Pusser continues his one-man war against moonshiners and a ruthless crime syndicate after the murder of his wife in late 1960's Tennessee.;72455;6.0;1603;Bo Svenson;Luke Askew;Bruce Glover
tt0073896;White Line Fever;White Line Fever;La route de la violence;1975;Romance, Drama, Action, Crime;CA,US;90;0.0;The organization says: Everybody drives for them. Carrol Jo says: I drive for myself.;An independent trucker with a pregnant wife fights cargo crooks and the big shot they work for.;42267;6.1;2449;Jan-Michael Vincent;Kay Lenz;Slim Pickens
tt0073901;The Wilby Conspiracy;The Wilby Conspiracy;Le vent de la violence;1975;Thriller, Drama, Adventure, Action;GB;105;0.0;In the fight for freedom, you have to break all the rules.;Having spent 10 years in prison for nationalist activities, Shack Twala is finally ordered released by the South African Supreme Court but he finds himself almost immediately on the run after a run-in with the police. Assisted by his lawyer Rina Van Niekirk and visiting British engineer Jim Keogh, he heads for Capetown where he hopes to recover a stash of diamonds, meant to finance revolutionary activities, that he had entrusted to a dentist before his incarceration. Along the way, they are followed by Major Horn of the South African State security bureau and it becomes apparent that he has no intention of arresting them until they reach their final destination;7008;6.4;2456;Sidney Poitier;Michael Caine;Nicol Williamson
tt0073906;The Wind and the Lion;The Wind and the Lion;Le Lion et le Vent;1975;Drama, Adventure, Action, History;US;119;0.0;Between the wind and the lion is the woman. For her, half the world may go to war.;At the beginning of the 20th century an American woman is abducted in Morocco by Berbers, and the attempts to free her range from diplomatic pressure to military intervention.;14815;6.8;10701;Sean Connery;Candice Bergen;Brian Keith
tt0073918;The Yakuza;The Yakuza;Yakuza;1974;Drama, Action, Thriller, Mystery, Crime;US,JP;112;0.0;A man never forgets. A man pays his debts.;Harry Kilmer returns to Japan after several years in order to rescue his friend George's kidnapped daughter - and ends up on the wrong side of the Yakuza, the notorious Japanese mafia...;28415;7.2;11070;Robert Mitchum;Ken Takakura;Eiji Okada
tt0074084;1900;1900;1900;1976;Drama, History;FR,DE,IT;317;0.0;From the cradle to the grave - victims of history and change!;The epic tale of a class struggle in twentieth century Italy, as seen through the eyes of two childhood friends on opposing sides.;3870;7.6;28297;Robert De Niro;Gérard Depardieu;Dominique Sanda
tt0074102;In the Realm of the Senses;In the Realm of the Senses;L'Empire des sens;1976;Drama, Romance;FR,JP;109;0.0;Never before had a man and a woman loved each other so intensely;A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.;5879;6.6;24108;Tatsuya Fuji;Eiko Matsuda;Aoi Nakajima
tt0074103;The Wing or The Thigh?;The Wing or the Thigh?;L'Aile ou la Cuisse;1976;Comedy;FR;104;0.0;;Charles Duchemin, a well-known gourmet and publisher of a famous restaurant guide, is waging a war against fast food entrepreneur Tri- catel to save the French art of cooking. After having agreed to appear on a talk show to show his skills in naming food and wine by taste, he is confronted with two disasters: his son wants to become a clown rather than a restaurant tester and he, the famous Charles Duchemin, has lost his taste!;761;7.2;13038;Louis de Funès;Coluche;Ann Zacharias
tt0074114;Alice or The Last Escapade;Alice or the Last Escapade;Alice ou la dernière fugue;1977;Mystery, Thriller, Drama, Fantasy;FR;93;0.0;;One night Alice can't stand her husband anymore and she decides to leave him. It's a dark, rainy night and something smashes the windshield so Alice is forced to seek shelter in an old mansion. She is warmly welcomed but soon realises that strange things are happening. She tries to escape but it seems there's no way out.;32722;6.6;1390;Sylvia Kristel;Charles Vanel;Fernand Ledoux
tt0074119;All the President's Men;All the President's Men;Les Hommes du président;1976;Mystery, Thriller, Drama, History;US;138;70600000.0;The most devastating detective story of this century.;During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post.;891;7.9;131326;Dustin Hoffman;Robert Redford;Jack Warden
tt0074123;The Hunter Will Get You;Hunter Will Get You;L'alpagueur;1976;Thriller, Action, Crime;FR;110;0.0;;L'Alpagueur is a free-lance spy from the French secret agency. He's put on the investigation about L'epervier, a serial-killer who employs young boys to help him robbing banks before killing them.;11512;6.5;2646;Jean-Paul Belmondo;Bruno Cremer;Jean Négroni
tt0074152;Small Change;Small Change;L'argent de poche;1976;Comedy, Drama;FR;104;0.0;;Various experiences of childhood are seen in several sequences that take place in the small town of Thiers, France. Vignettes include a boy's awakening interest in girls, couples double-dating at the movies, brothers giving their friend a haircut, a boy dealing with an abusive home life, a baby and a cat sitting by an open window, a child telling a dirty joke, and a boy who develops a crush on his friend's mother.;1660;7.6;6688;Georges Desmouceaux;Philippe Goldmann;Nicole Félix
tt0074156;Assault on Precinct 13;Assault on Precinct 13;Assaut;1976;Thriller, Action, Crime;US;91;0.0;L.A.'s deadliest street gang just declared war on the cops.;The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.;17814;7.3;58643;Austin Stoker;Darwin Joston;Laurie Zimmer
tt0074174;The Bad News Bears;The Bad News Bears;La chouette équipe;1976;Comedy, Drama, Family;US;102;42349782.0;A classic comedy about growing up!;An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.;23479;7.3;26339;Walter Matthau;Tatum O'Neal;Vic Morrow
tt0074207;The Bingo Long Traveling All-Stars & Motor Kings;The Bingo Long Traveling All-Stars & Motor Kings;Bingo;1976;Comedy, Sport;US;110;0.0;They put the ball in baseball.;Tired of the slave-like treatment of his team's owner, charismatic star Negro League pitcher Bingo Long takes to the road with his band of barnstormers through the small towns of the Midwest in the 1930s.;42243;6.8;2458;Billy Dee Williams;James Earl Jones;Richard Pryor
tt0074235;Bound for Glory;Bound for Glory;En route pour la gloire;1976;Music, Drama, Biography;US;147;0.0;"""This Land is Your Land, This Land is My Land, From California to the New York Island. This land was made for you and me.""";A biography of Woody Guthrie, one of America's greatest folk singers. He left his dust-devastated Texas home in the 1930s to find work, discovering the suffering and strength of America's working class.;42232;7.2;5835;David Carradine;Ronny Cox;Melinda Dillon
